パッケージID,ゲームパッケージの発売日,価格,プラットフォーム名
M727280,1990-03-23,7500.0,ファミリーコンピュータ
M742122,1990-03-24,3500.0,ゲームボーイ
M760521,1990-03-27,6600.0,PCエンジン
M752654,1990-03-29,3000.0,ゲームボーイ
M727278,1990-03-30,5800.0,PCエンジン
M759260,1990-03-30,4800.0,PCエンジン
M759259,1990-03-30,4800.0,PCエンジン
M747342,1990-03-30,6200.0,PCエンジン
M756081,1990-03-30,3000.0,ゲームボーイ
M727273,1990-03-30,5900.0,PCエンジン
M727275,1990-03-30,9800.0,ファミリーコンピュータ
M727277,1990-03-30,5200.0,PCエンジン
M750198,1990-03-30,3000.0,ゲームボーイ
M727271,1990-04-01,14800.0,MSX2
M746641,1990-04-06,3000.0,ゲームボーイ
M759261,1990-04-06,4800.0,PCエンジン
M759262,1990-04-06,4800.0,PCエンジン
M759263,1990-04-06,4800.0,PCエンジン
M766027,1990-04-06,6500.0,PCエンジン
M727268,1990-04-06,7800.0,ファミリーコンピュータ
M727269,1990-04-06,5800.0,PCエンジン
M727266,1990-04-06,6500.0,ファミリーコンピュータ
M727265,1990-04-07,6000.0,メガドライブ
M727264,1990-04-07,6000.0,ファミリーコンピュータ
M727263,1990-04-13,4900.0,ファミリーコンピュータ
M727262,1990-04-13,6500.0,ファミリーコンピュータ
M727261,1990-04-13,2600.0,ゲームボーイ
M742155,1990-04-13,3300.0,ゲームボーイ
M765398,1990-04-13,3000.0,ゲームボーイ
M754026,1990-04-13,3400.0,ゲームボーイ
M727258,1990-04-20,6000.0,ファミリーコンピュータ
M727257,1990-04-20,5900.0,ファミリーコンピュータ
M755858,1990-04-20,3000.0,ゲームボーイ
M749529,1990-04-20,3300.0,ゲームボーイ
M756449,1990-04-20,3500.0,ゲームボーイ
M727255,1990-04-21,8700.0,メガドライブ
M727248,1990-04-27,6800.0,PCエンジン
M727251,1990-04-27,8500.0,メガドライブ
M727252,1990-04-27,8400.0,ファミリーコンピュータ
M727254,1990-04-27,3500.0,ゲームボーイ
M727250,1990-04-27,5500.0,PCエンジン
M727247,1990-04-28,2980.0,ゲームボーイ
M758862,1990-05-02,3300.0,ゲームボーイ
M727246,1990-05-18,5800.0,ファミリーコンピュータ
M756153,1990-05-18,3000.0,ゲームボーイ
M727245,1990-05-18,5900.0,ファミリーコンピュータ
M727244,1990-05-19,6000.0,メガドライブ
M727241,1990-05-25,7500.0,ファミリーコンピュータ
M727243,1990-05-25,3500.0,ゲームボーイ
M735220,1990-05-26,9200.0,PC-9801
M745902,1990-05-26,3300.0,ゲームボーイ
M727239,1990-05-26,6000.0,メガドライブ
M727240,1990-05-26,9200.0,PC-9801
M727238,1990-05-31,6600.0,PCエンジン
M727237,1990-06-02,6700.0,PCエンジン
M727236,1990-06-08,6800.0,メガドライブ
M743147,1990-06-08,5800.0,メガドライブ
M746531,1990-06-15,3400.0,ゲームボーイ
M745691,1990-06-15,6700.0,PCエンジン
M744228,1990-06-15,3000.0,ゲームボーイ
M755037,1990-06-15,3000.0,ゲームボーイ
M763731,1990-06-22,3000.0,ゲームボーイ
M727235,1990-06-22,6800.0,PCエンジン
M764129,1990-06-23,6000.0,メガドライブ
M727234,1990-06-25,11800.0,ファミリーコンピュータ
M766297,1990-06-27,3400.0,ゲームボーイ
M755460,1990-06-27,3400.0,ゲームボーイ
M727230,1990-06-29,6200.0,PCエンジン
M727231,1990-06-29,6500.0,PCエンジン
M727232,1990-06-29,5500.0,PCエンジン
M727233,1990-06-29,5900.0,PCエンジン
M748417,1990-06-29,5800.0,PCエンジン
M727229,1990-06-30,6000.0,メガドライブ
M753679,1990-07-03,3000.0,ゲームボーイ
M761539,1990-07-06,7000.0,PCエンジン
M727226,1990-07-06,6780.0,PCエンジン
M727225,1990-07-06,6600.0,PCエンジン
M727228,1990-07-06,5500.0,ファミリーコンピュータ
M727227,1990-07-06,6500.0,PCエンジン
M761800,1990-07-13,3000.0,ゲームボーイ
M727223,1990-07-13,6800.0,PCエンジン
M727224,1990-07-13,5800.0,ファミリーコンピュータ
M727222,1990-07-14,6000.0,メガドライブ
M727221,1990-07-17,6000.0,メガドライブ
M727219,1990-07-20,5800.0,メガドライブ
M727216,1990-07-20,6300.0,PCエンジン
M727217,1990-07-20,5800.0,PCエンジン
M727220,1990-07-20,6900.0,ファミリーコンピュータ
M727218,1990-07-20,3500.0,ゲームボーイ
M727215,1990-07-24,6300.0,ファミリーコンピュータ
M727209,1990-07-27,2600.0,ゲームボーイ
M727210,1990-07-27,7000.0,PCエンジン
M754025,1990-07-27,6500.0,メガドライブ
M727212,1990-07-27,10800.0,PCエンジン
M727213,1990-07-27,4900.0,ファミリーコンピュータ
M727214,1990-07-27,6500.0,ファミリーコンピュータ
M750970,1990-07-27,3000.0,ゲームボーイ
M727211,1990-07-27,5800.0,PCエンジン
M727208,1990-07-27,6800.0,ファミリーコンピュータ
M758392,1990-07-28,3300.0,ゲームボーイ
M753764,1990-07-31,3400.0,ゲームボーイ
M763316,1990-08-02,3000.0,ゲームボーイ
M727207,1990-08-03,6600.0,PCエンジン
M727205,1990-08-08,7800.0,ファミリーコンピュータ
M746275,1990-08-08,3000.0,ゲームボーイ
M727204,1990-08-09,6800.0,PCエンジン
M727203,1990-08-09,6000.0,メガドライブ
M727202,1990-08-10,5900.0,ファミリーコンピュータ
M727201,1990-08-10,6200.0,メガドライブ
M727200,1990-08-10,5900.0,PCエンジン
M734491,1990-08-10,6800.0,メガドライブ
M727199,1990-08-10,5800.0,PCエンジン
M766115,1990-08-10,6300.0,PCエンジン
M734276,1990-08-12,3000.0,ゲームボーイ
M754465,1990-08-24,3500.0,ゲームボーイ
M727197,1990-08-24,5500.0,ファミリーコンピュータ
M727195,1990-08-25,6000.0,メガドライブ
M756524,1990-08-31,3500.0,ゲームボーイ
M754145,1990-08-31,3300.0,ゲームボーイ
M727194,1990-08-31,7200.0,PCエンジン
M747531,1990-09-07,4900.0,メガドライブ
M727192,1990-09-07,6200.0,PCエンジン
M750201,1990-09-07,5900.0,メガドライブ
M727190,1990-09-14,7800.0,PCエンジン
M727189,1990-09-14,6900.0,PCエンジン
M755862,1990-09-14,3500.0,ゲームボーイ
M727187,1990-09-14,6800.0,PCエンジン
M755068,1990-09-14,3500.0,ゲームボーイ
M750978,1990-09-21,3300.0,ゲームボーイ
M758774,1990-09-21,6780.0,PCエンジン
M748691,1990-09-21,3300.0,ゲームボーイ
M727183,1990-09-21,9800.0,PCエンジン
M754361,1990-09-21,3400.0,ゲームボーイ
M727184,1990-09-21,6500.0,PCエンジン
M727185,1990-09-21,6200.0,ファミリーコンピュータ
M727186,1990-09-21,3500.0,ゲームボーイ
M727182,1990-09-25,9800.0,X68000
M735219,1990-09-25,9800.0,X68000
M750797,1990-09-28,7200.0,PCエンジン
M727179,1990-09-28,7200.0,PCエンジン
M746205,1990-09-28,3400.0,ゲームボーイ
M727181,1990-09-28,6700.0,PCエンジン
M727180,1990-09-28,6500.0,ファミリーコンピュータ
M751033,1990-09-28,6300.0,PCエンジン
M727177,1990-09-29,7000.0,メガドライブ
M727175,1990-10-05,6800.0,メガドライブ
M745716,1990-10-05,3000.0,ゲームボーイ
M727174,1990-10-06,3800.0,ゲームボーイ
M727173,1990-10-06,3500.0,ゲームギア
M727172,1990-10-06,2900.0,ゲームギア
M727171,1990-10-06,2900.0,ゲームギア
M762385,1990-10-10,5800.0,ゲームボーイ
M754027,1990-10-12,6500.0,PCエンジン
M727167,1990-10-12,6800.0,メガドライブ
M727166,1990-10-16,3400.0,ゲームボーイ
M753439,1990-10-19,5800.0,メガドライブ
M758949,1990-10-19,3300.0,ゲームボーイ
M727164,1990-10-19,6600.0,PCエンジン
M727165,1990-10-19,5800.0,ファミリーコンピュータ
M745183,1990-10-20,6000.0,メガドライブ
M743146,1990-10-21,6500.0,メガドライブ
M760366,1990-10-23,2600.0,ゲームボーイ
M761779,1990-10-23,3800.0,ゲームギア
M750732,1990-10-23,2980.0,ゲームボーイ
M727163,1990-10-26,7980.0,ファミリーコンピュータ
M727161,1990-10-26,6500.0,ファミリーコンピュータ
M756028,1990-10-26,3300.0,ゲームボーイ
M745021,1990-10-26,3000.0,ゲームボーイ
M750874,1990-10-27,6000.0,メガドライブ
M727160,1990-10-27,7800.0,ファミリーコンピュータ
M727157,1990-11-02,6500.0,PCエンジン
M727159,1990-11-02,14800.0,ファミリーコンピュータ
M727158,1990-11-02,6500.0,メガドライブ
M755309,1990-11-09,3400.0,ゲームボーイ
M738965,1990-11-09,2600.0,ゲームボーイ
M746687,1990-11-09,6500.0,PCエンジン
M734281,1990-11-09,3500.0,ゲームボーイ
M763970,1990-11-10,3500.0,ゲームギア
M747585,1990-11-16,6800.0,メガドライブ
M753998,1990-11-16,3500.0,ゲームボーイ
M754305,1990-11-16,3300.0,ゲームボーイ
M745175,1990-11-16,3800.0,ゲームボーイ
M740029,1990-11-17,6000.0,メガドライブ
M727155,1990-11-21,4800.0,メガドライブ
M727154,1990-11-21,6796.0,スーパーファミコン
M727153,1990-11-21,7767.0,スーパーファミコン
M757443,1990-11-22,4900.0,メガドライブ
M727152,1990-11-22,3980.0,ファミリーコンピュータ
M739979,1990-11-23,6500.0,PCエンジン
M754104,1990-11-30,3500.0,ゲームボーイ
M727150,1990-11-30,5800.0,ファミリーコンピュータ
M727151,1990-11-30,6900.0,ファミリーコンピュータ
M727149,1990-12-01,12800.0,PC-9801
M727148,1990-12-01,6000.0,メガドライブ
M753434,1990-12-07,6700.0,PCエンジン
M756005,1990-12-07,3300.0,ゲームボーイ
M765196,1990-12-07,3500.0,ゲームボーイ
M748423,1990-12-07,3300.0,ゲームボーイ
M727142,1990-12-07,5300.0,PCエンジン
M727143,1990-12-07,5300.0,ファミリーコンピュータ
M751210,1990-12-07,3400.0,ゲームボーイ
M754251,1990-12-07,3600.0,ゲームボーイ
M727144,1990-12-07,7000.0,ファミリーコンピュータ
M727145,1990-12-07,7200.0,PCエンジン
M727146,1990-12-07,6780.0,PCエンジン
M759476,1990-12-08,3500.0,ゲームギア
M760646,1990-12-08,3800.0,ゲームボーイ
M750164,1990-12-11,3500.0,ゲームボーイ
M757797,1990-12-11,5500.0,PCエンジン
M727139,1990-12-12,6800.0,メガドライブ
M727140,1990-12-12,9800.0,ファミリーコンピュータ
M755629,1990-12-12,3200.0,ゲームボーイ
M727138,1990-12-13,6800.0,ファミリーコンピュータ
M727127,1990-12-14,6200.0,PCエンジン
M727129,1990-12-14,4800.0,ゲームボーイ
M727130,1990-12-14,6800.0,メガドライブ
M727131,1990-12-14,6800.0,メガドライブ
M747532,1990-12-14,3500.0,ゲームボーイ
M727133,1990-12-14,5800.0,ファミリーコンピュータ
M727134,1990-12-14,5500.0,ファミリーコンピュータ
M727135,1990-12-14,6200.0,PCエンジン
M727126,1990-12-14,6600.0,PCエンジン
M727136,1990-12-14,5900.0,PCエンジン
M727137,1990-12-14,7200.0,PCエンジン
M727132,1990-12-14,6800.0,メガドライブ
M763729,1990-12-15,3500.0,ゲームギア
M739700,1990-12-15,3500.0,ゲームギア
M756793,1990-12-15,4800.0,メガドライブ
M727124,1990-12-15,7600.0,ファミリーコンピュータ
M727125,1990-12-15,4800.0,MSX2
M727122,1990-12-16,8000.0,スーパーファミコン
M727123,1990-12-16,8800.0,スーパーファミコン
M752002,1990-12-18,5800.0,メガドライブ
M756593,1990-12-20,3400.0,ゲームボーイ
M727120,1990-12-20,8900.0,メガドライブ
M727121,1990-12-20,6000.0,メガドライブ
M727117,1990-12-21,7767.0,スーパーファミコン
M727113,1990-12-21,7200.0,PCエンジン
M747818,1990-12-21,3400.0,ゲームボーイ
M754208,1990-12-21,3400.0,ゲームボーイ
M727114,1990-12-21,6780.0,PCエンジン
M727115,1990-12-21,7573.0,スーパーファミコン
M727116,1990-12-21,5900.0,メガドライブ
M727118,1990-12-21,7200.0,PCエンジン
M727112,1990-12-21,8500.0,スーパーファミコン
M746725,1990-12-21,3500.0,ゲームボーイ
M763315,1990-12-21,3400.0,ゲームボーイ
M754250,1990-12-21,3000.0,ゲームボーイ
M749941,1990-12-21,7300.0,メガドライブ
M765923,1990-12-21,6700.0,PCエンジン
M752475,1990-12-22,3500.0,ゲームギア
M734521,1990-12-22,6000.0,メガドライブ
M765446,1990-12-22,3500.0,ゲームボーイ
M727110,1990-12-22,6800.0,ファミリーコンピュータ
M758031,1990-12-22,3500.0,ゲームボーイ
M727111,1990-12-22,7200.0,PCエンジン
M727109,1990-12-23,3980.0,ゲームボーイ
M746588,1990-12-26,8400.0,メガドライブ
M727108,1990-12-26,4800.0,PCエンジン
M727107,1990-12-27,3800.0,ゲームギア
M727106,1990-12-29,8200.0,スーパーファミコン
M727103,1991-01-03,6000.0,メガドライブ
M727102,1991-01-05,6500.0,ファミリーコンピュータ
M746241,1991-01-08,6500.0,PCエンジン
M765034,1991-01-08,3300.0,ゲームボーイ
M750844,1991-01-11,3500.0,ゲームボーイ
M727101,1991-01-18,6500.0,PCエンジン
M745757,1991-01-25,4900.0,メガドライブ
M742052,1991-01-25,7200.0,PCエンジン
M749160,1991-01-25,6500.0,メガドライブ
M727099,1991-01-25,5800.0,ファミリーコンピュータ
M743338,1991-01-26,3500.0,ゲームギア
M753997,1991-01-29,3500.0,ゲームギア
M749566,1991-02-01,5800.0,メガドライブ
M727097,1991-02-08,5800.0,メガドライブ
M760634,1991-02-08,3500.0,ゲームボーイ
M758179,1991-02-08,3600.0,ゲームボーイ
M754117,1991-02-15,6000.0,メガドライブ
M727095,1991-02-15,6500.0,PCエンジン
M753332,1991-02-15,3300.0,ゲームボーイ
M754304,1991-02-15,6600.0,PCエンジン
M727092,1991-02-22,6200.0,ファミリーコンピュータ
M727091,1991-02-22,7400.0,PCエンジン
M748671,1991-02-22,3500.0,ゲームギア
M727094,1991-02-22,6400.0,PCエンジン
M756406,1991-02-23,3800.0,ゲームギア
M727090,1991-02-23,8641.0,スーパーファミコン
M727089,1991-02-24,8800.0,メガドライブ
M749296,1991-02-24,3000.0,ゲームギア
M764737,1991-02-26,3400.0,ゲームボーイ
M758768,1991-02-28,3500.0,ゲームボーイ
M727088,1991-03-01,6900.0,ファミリーコンピュータ
M727087,1991-03-01,6300.0,ファミリーコンピュータ
M749363,1991-03-01,6000.0,メガドライブ
M752360,1991-03-01,3500.0,ゲームボーイ
M745856,1991-03-01,2900.0,ゲームギア
M751495,1991-03-01,6000.0,メガドライブ
M750843,1991-03-08,3800.0,ゲームギア
M751083,1991-03-08,3500.0,ゲームギア
M749805,1991-03-08,4500.0,ゲームボーイ
M727084,1991-03-08,6800.0,メガドライブ
M727085,1991-03-08,4900.0,ファミリーコンピュータ
M750501,1991-03-08,6900.0,PCエンジン
M727082,1991-03-15,3500.0,ゲームギア
M727083,1991-03-15,5900.0,PCエンジン
M727081,1991-03-15,11800.0,ファミリーコンピュータ
M727079,1991-03-19,6500.0,メガドライブ
M741774,1991-03-19,3600.0,ゲームボーイ
M727078,1991-03-20,8700.0,スーパーファミコン
M754812,1991-03-20,3800.0,ゲームボーイ
M727075,1991-03-21,5800.0,PCエンジン
M757237,1991-03-21,3500.0,ゲームギア
M727076,1991-03-21,5800.0,ファミリーコンピュータ
M727070,1991-03-22,7200.0,PCエンジン
M766029,1991-03-22,6500.0,メガドライブ
M727072,1991-03-22,5900.0,ファミリーコンピュータ
M727074,1991-03-22,7200.0,PCエンジン
M727063,1991-03-29,7800.0,メガドライブ
M727068,1991-03-29,6500.0,PCエンジン
M727065,1991-03-29,8700.0,メガドライブ
M751896,1991-03-29,3800.0,ゲームギア
M727062,1991-03-29,8500.0,メガドライブ
M727066,1991-03-29,6500.0,ファミリーコンピュータ
M727064,1991-03-29,6800.0,メガドライブ
M748726,1991-03-29,6800.0,PCエンジン
M727061,1991-03-29,8500.0,スーパーファミコン
M727057,1991-03-29,6400.0,PCエンジン
M747141,1991-03-29,3800.0,ゲームギア
M755073,1991-03-29,3500.0,ゲームボーイ
M727050,1991-04-05,9800.0,スーパーファミコン
M747012,1991-04-05,3500.0,ゲームギア
M750738,1991-04-05,3300.0,ゲームボーイ
M727049,1991-04-06,7800.0,スーパーファミコン
M746086,1991-04-12,6900.0,PCエンジン
M727046,1991-04-12,4900.0,ファミリーコンピュータ
M727048,1991-04-12,6800.0,PCエンジン
M759293,1991-04-12,3500.0,ゲームボーイ
M727045,1991-04-19,5300.0,PCエンジン
M749500,1991-04-19,3500.0,ゲームギア
M764305,1991-04-19,2900.0,ゲームボーイ
M749717,1991-04-20,3980.0,ゲームボーイ
M761836,1991-04-26,3800.0,ゲームギア
M743208,1991-04-26,3800.0,ゲームギア
M727038,1991-04-26,7300.0,メガドライブ
M749850,1991-04-26,3800.0,ゲームギア
M758295,1991-04-26,3000.0,ゲームボーイ
M727037,1991-04-26,7767.0,スーパーファミコン
M727042,1991-04-26,6600.0,PCエンジン
M727043,1991-04-26,8500.0,ファミリーコンピュータ
M727041,1991-04-26,5800.0,ファミリーコンピュータ
M727040,1991-04-26,3500.0,ゲームボーイ
M727039,1991-04-26,8700.0,メガドライブ
M752081,1991-04-27,3800.0,ゲームボーイ
M761837,1991-04-27,6500.0,メガドライブ
M727036,1991-05-09,8700.0,スーパーファミコン
M747126,1991-05-10,3800.0,ゲームボーイ
M756446,1991-05-17,6000.0,メガドライブ
M727034,1991-05-17,6200.0,ファミリーコンピュータ
M758355,1991-05-17,3500.0,ゲームボーイ
M727035,1991-05-17,5500.0,ファミリーコンピュータ
M739384,1991-05-18,3500.0,ゲームボーイ
M727033,1991-05-21,3500.0,ゲームボーイ
M727032,1991-05-23,11800.0,ファミリーコンピュータ
M750128,1991-05-24,3800.0,ゲームボーイ
M727030,1991-05-24,7800.0,ファミリーコンピュータ
M754063,1991-05-24,5800.0,PCエンジン
M727029,1991-05-24,8252.0,スーパーファミコン
M727031,1991-05-24,3500.0,ゲームギア
M727028,1991-05-28,8544.0,スーパーファミコン
M758805,1991-05-31,4500.0,ゲームボーイ
M727027,1991-05-31,3800.0,ゲームギア
M727025,1991-05-31,8000.0,メガドライブ
M727026,1991-05-31,6800.0,メガドライブ
M748823,1991-06-07,3500.0,ゲームボーイ
M744278,1991-06-14,8500.0,メガドライブ
M756759,1991-06-15,3500.0,ゲームボーイ
M727019,1991-06-21,5800.0,PCエンジン
M727018,1991-06-21,8800.0,スーパーファミコン
M734228,1991-06-21,3400.0,ゲームボーイ
M727021,1991-06-21,6300.0,ファミリーコンピュータ
M746936,1991-06-21,3500.0,ゲームギア
M749299,1991-06-21,4800.0,ゲームボーイ
M754379,1991-06-21,3800.0,ゲームギア
M727017,1991-06-22,8700.0,メガドライブ
M727016,1991-06-25,5500.0,ゲームギア
