acid,acname,初回放送日,アニメ各話数,作品名の文字数
C11089,モンチッチ,2005-01-04,26,5
C11091,JINKI:EXTEND,2005-01-06,12,12
C11093,英國戀物語エマ,2005-04-03,12,7
C11095,こみっくパーティーRevolution,2005-04-05,13,19
C11097,LOVELESS,2005-04-07,13,8
C11099,SPEED GRAPHER,2005-04-08,24,13
C11103,バジリスク 甲賀忍法帖,2005-04-13,24,11
C11105,わがまま☆フェアリー ミルモでポン! ちゃあみんぐ,2005-04-19,22,25
C11106,ふしぎ星の★ふたご姫,2005-04-02,52,10
C11108,おねがいマイメロディ,2005-04-03,52,10
C11110,MÄR メルヘヴン MÄRCHEN AWAKENS ROMANCE,2005-04-03,102,33
C11112,うえきの法則,2005-04-04,51,6
C11114,エレメンタル ジェレイド,2005-04-05,26,12
C11116,創聖のアクエリオン,2005-04-05,26,9
C11119,アイシールド21,2005-04-06,145,8
C11121,いちご100％,2005-04-06,12,7
C11123,ガラスの仮面［新］,2005-04-06,51,9
C11125,甲虫王者ムシキング 森の民の伝説,2005-04-06,52,16
C11127,極上生徒会,2005-04-07,26,5
C11129,フタコイ オルタナティブ,2005-04-07,13,12
C11131,おでんくん The Adventure of Oden-kun[第1期],2005-04-08,39,36
C11133,これが私の御主人様,2005-04-08,12,9
C11135,ツバサ・クロニクル　年代記[第1期],2005-04-09,26,18
C11137,ゾイド ジェネシス,2005-04-10,50,9
C11139,ハチミツとクローバー,2005-04-15,24,10
C11141,交響詩篇 エウレカセブン,2005-04-17,51,12
C11143,新釈 戦国英雄伝説 眞田十勇士 ─The Animation─ ［シリーズ］,2005-05-07,12,38
C11146,絶対少年,2005-05-21,26,4
C11148,雪の女王,2005-05-22,42,4
C11150,パタリロ 西遊記!,2005-06-07,26,9
C11152,かみちゅ!,2005-06-29,12,5
C11154,あまえ ないでよっ!!,2005-07-01,13,11
C11156,機動新撰組 萌えよ剣TV,2005-07-02,13,12
C11158,おくさまは 女子高生,2005-07-03,13,10
C11160,FNS地球特捜隊 ダイバスター［スペシャル］,2005-07-07,2,22
C11162,苺ましまろ,2005-07-15,12,5
C11164,シュガシュガルーン,2005-07-02,51,9
C11166,D.C.S.S. ～ダ・カーポ セカンドシーズン～,2005-07-03,26,25
C11168,奥さまは 魔法少女 Bewitched Arnès,2005-07-09,13,25
C11170,ぱにぽにだっしゅ!,2005-07-04,26,9
C11172,ガン×ソード,2005-07-05,26,6
C11174,プレイボール,2005-07-05,13,6
C11176,涼風［すずか］,2005-07-07,26,7
C11178,TIDE-LINE BLUE,2005-07-07,12,14
C11180,SHUFFLE!,2005-07-08,24,8
C11182,ぺとぺとさん,2005-07-08,13,6
C11184,ひまわりっ!!,2007-01-07,14,7
C11187,CLUSTER EDGE,2005-10-05,25,12
C11189,Solty Rei,2005-10-07,24,9
C11191,銀盤 カレイドスコープ,2005-10-09,12,11
C11193,福島民話館 ねぇ みんな…2,2005-10-08,48,14
C11195,韋駄天翔［イダテンジャンプ］,2005-10-01,52,14
C11197,格闘美神 武龍［ウーロン］,2005-10-02,25,13
C11199,魔法少女リリカルなのはA's,2005-10-02,13,14
C11201,Canvas2 キャンバス2～虹色のスケッチ～,2005-10-03,24,23
C11203,はっぴぃセブン ～ざ・テレビまんが～,2005-10-03,13,18
C11205,アニマル横町,2005-10-04,104,6
C11207,Angel Heart,2005-09-27,51,11
C11209,capeta,2005-10-04,52,6
C11211,ガンパレード・オーケストラ,2005-10-05,24,13
C11213,地獄少女,2005-10-05,27,4
C11215,闘牌伝説 アカギ 闇に舞い降りた天才,2005-10-05,26,18
C11217,ARIA The ANIMATION,2005-10-06,13,18
C11219,IGPX Immortal Grand Prix,2005-10-06,26,24
C11221,こてんこてんこ,2005-10-06,106,7
C11223,灼眼のシャナ,2005-10-06,25,6
C11225,冒険王ビィト エクセリオン BEET THE VANDEL BUSTER,2005-10-06,25,36
C11227,BLACK CAT,2005-10-07,24,9
C11229,舞-乙HiME［マイオトメ］,2005-10-07,26,14
C11231,BLOOD+,2005-10-08,52,6
C11233,ラムネ,2005-10-11,12,3
C11235,ノエイン もうひとりの君へ,2005-10-12,24,13
C11237,Paradise kiss,2005-10-14,12,13
C11239,Rozen Maiden träumend,2005-10-21,12,21
C11241,蟲師,2005-10-23,27,2
C11243,銀牙伝説WEED,2005-11-03,26,8
C11245,かりん,2005-11-04,24,3
C11247,ガイキング REGEND OF DAIKU-MARYU,2005-11-12,39,27
C11253,南の島の小さな飛行機バーディー[第1期],2005-12-26,14,20
C11257,モリゾーとキッコロ ［第2期］,2005-01-08,26,15
C11259,サムライチャンプルー［セカンドシーズン］,2005-01-22,9,20
C11261,こちら葛飾区 亀有公園前 派出所 [スペシャル] 走れ! 両津式チンチン電車 ～思い出の大次郎号～,2006-04-02,1,49
C11265,こちら葛飾区 亀有公園前 派出所 [スペシャル] 両津の 浅草リニューアル 大作戦!! ～あぁ 思い出の花やしき～,2006-09-24,1,57
C11267,Hello Kittyりんごの森のミステリー,2007-01-02,13,22
C11269,恋する天使 アンジェリーク ～かがやきの明日～,2007-01-13,12,23
C11273,SHUFFLE!memories,2007-01-08,12,16
C11275,MASTER of EPIC The AnimationAge,2007-01-08,12,31
C11277,東京魔人學園剣風帖 龍*,2007-01-19,14,12
C11279,京四郎と永遠の空,2007-01-05,12,8
C11281,Saint October,2007-01-05,26,13
C11283,デルトラクエスト,2007-01-06,65,8
C11286,らき☆すた,2007-04-09,24,5
C11288,怪物王女,2007-04-13,25,4
C11290,風のスティグマ[風の聖痕],2007-04-12,24,13
C11292,おおきく振りかぶって,2007-04-13,25,10
C11296,アニ*クリ15,2007-05-07,27,7
C11298,爆丸バトルブローラーズ,2007-04-05,51,11
C11300,Romeo×Juliet,2007-04-05,25,12
C11302,かみちゃまかりん,2007-04-06,26,8
C11304,鋼鉄三国志,2007-04-06,25,5
C11306,DARKER THANBLACK黒の契約者,2007-04-06,25,21
C11308,ぼくらの,2007-04-09,25,4
C11309,電脳コイルCOIL A CIRCLE OF CHILDREN,2007-05-12,29,30
C11310,風の少女エミリー,2007-04-07,26,8
C11312,精霊の守り人,2007-03-26,27,6
C11314,sola,2007-04-07,13,4
C11316,地球[テラ]へ・・・,2007-04-07,26,10
C11318,BLUE DRAGON,2007-04-07,52,11
C11320,ラブ★コンLOVELY★COMPLEX,2007-04-01,25,19
C11322,機動戦士ガンダム00,2007-09-30,26,10
C11324,しゅごキャラ!,2007-10-06,51,7
C11326,まめうしくん,2007-10-06,52,6
C11328,ef -a tale of memories.,2007-10-07,12,23
C11330,キミキスpure rouge,2007-10-01,25,14
C11333,Yes!プリキュア5,2007-02-04,49,10
C11335,古代王者恐竜キングDキッズ・アドベンチャー,2007-02-04,49,21
C11337,ロケットガール,2007-02-22,12,7
C11339,一騎当千Dragon Destiny,2007-01-04,13,18
C11341,MOONLIGHTMILE1stシーズンLift off,2007-02-04,14,28
C11343,REIDEEN,2007-03-03,26,7
C11345,ひとひら,2007-03-28,12,4
C11347,おねがいマイメロディすっきり♪,2007-04-01,52,15
C11349,ロビー＆[と]ケロビー,2007-04-01,52,11
C11353,SUGAR BUNNIES,2007-04-03,26,13
C11355,桃華月憚,2007-04-03,26,4
C11357,SaintBeast光陰叙事詩天使譚,2007-04-04,13,18
C11359,やさいのようせいN.Y. SALAD,2007-04-05,26,18
C11361,Shining Tears X Wind,2007-04-07,13,20
C11365,スパイダーライダーズよみがえる太陽,2007-04-14,27,17
C11367,英國戀物語 エマ 第ニ幕,2007-04-17,12,12
C11369,スカルマン,2007-04-29,13,5
C11371,ゲゲゲの鬼太郎[第5作],2007-04-01,100,12
C11373,天元突破グレンラガン,2007-04-01,27,10
C11375,ハヤテのごとく!Hayate the combat butler,2007-04-01,52,32
C11377,瀬戸の花嫁,2007-04-02,26,5
C11379,ヒロイック・エイジ,2007-04-02,26,9
C11381,魔法少女リリカルなのはStrikerS,2007-04-02,26,19
C11383,アイドルマスターXENOGLOSSIA,2007-04-03,26,19
C11385,エル・カザドEL CAZADOR DE LA BRUJA,2007-04-03,26,28
C11387,OverDrive,2007-04-04,26,9
C11389,大江戸ロケット,2007-04-04,26,7
C11391,キスダムENGAGE planet,2007-04-04,26,17
C11393,CLAYMORE,2007-04-04,26,8
C11395,この青空に約束を─～ようこそつぐみ寮へ～,2007-04-04,13,20
C11397,神曲奏界ポリフォニカ,2007-04-04,12,10
C11399,機神大戦ギガンティック・フォーミュラ,2007-04-05,26,18
C11401,鋼鉄神ジーグ,2007-04-05,13,6
C11403,ながされて藍蘭島,2007-04-05,26,8
C11406,トレジャーガウスト,2007-06-11,5,9
C11408,Devil May Cry,2007-05-22,13,13
C11410,湾岸MIDNIGHT,2007-06-09,26,10
C11412,鉄子の旅,2007-05-27,14,4
C11414,CODE-E,2007-07-04,12,6
C11416,ドージンワーク,2007-07-04,12,7
C11418,はぴはぴクローバー,2007-07-06,13,9
C11424,ななついろ★ドロップスFirst love that encompasses you,2007-07-03,12,42
C11426,ケンコー全裸系水泳部ウミショー,2007-07-04,13,15
C11428,School Days,2007-07-04,12,11
C11430,ZOMBIE-LOAN,2007-07-04,11,11
C11432,BUZZER BEATER,2007-07-04,13,13
C11434,スカイガールズ,2007-07-06,26,7
C11436,ひぐらしのなく頃に解,2007-07-06,24,10
C11438,ムシウタ Dreamer's hopeless and intense desire.,2007-07-06,12,43
C11440,ぽてまよ,2007-07-07,12,4
C11442,さよなら絶望先生,2007-07-08,12,8
C11444,ゼロの使い魔双月の騎士,2007-07-09,12,11
C11446,もえたん,2007-07-07,13,4
C11448,モノノ怪,2007-07-13,12,4
C11450,シグルイ,2007-07-01,13,4
C11452,BACCANO!,2007-07-27,13,8
C11464,シャンプー王子,2007-10-01,12,7
C11466,D.C.Ⅱ～ダ・カーポⅡ～,2007-10-02,13,13
C11468,Hello Kitty りんごの森とパラレルタウン,2007-10-02,26,25
C11470,デュエル・マスターズゼロ,2007-10-06,25,12
C11472,天才?Dr.ハマックス,2007-10-06,12,11
C11474,やっとかめ探偵団,2007-10-07,14,8
C11476,PRISM ARK,2007-10-08,12,9
C11478,こどものじかん,2007-10-12,12,7
C11480,サンリオぽこあぽこ,2007-10-08,13,9
C11483,一期一会恋バナ友バナ,2007-10-20,13,10
C11485,スケッチブック～full color'S～,2007-10-02,13,21
C11487,バンブーブレード,2007-10-02,26,8
C11489,BLUE DROP 天使達の戯曲,2007-10-03,13,16
C11491,逆境無頼カイジUltimate Survivor,2007-10-03,26,24
C11493,素敵探偵ラビリンス,2007-10-03,25,9
C11495,ナイトウィザードThe ANIMATION,2007-11-06,13,21
C11498,Myself;Yourself,2007-10-03,13,15
C11500,魔人探偵脳噛ネウロ,2007-10-03,25,9
C11502,もっけ,2007-10-03,24,3
C11504,ご愁傷さま二ノ宮くん,2007-10-04,12,10
C11506,DRAGONAUT-THE RESONANCE-,2007-10-04,25,24
C11508,CLANNAD,2007-10-05,23,7
C11510,灼眼のシャナ Ⅱ[Second],2007-10-05,24,16
C11512,逮捕しちゃうぞフルスロットル,2007-10-05,23,14
C11514,はたらキッズ マイハム組,2007-10-07,50,12
C11516,ぷるるんっ! しずくちゃん あはっ☆,2007-10-07,51,18
C11521,ペンギン の問題,2008-04-05,102,8
C11523,Rocket!ぼくらを月につれてって新・月世界旅行,2008-04-05,5,25
C11525,家電漫才ジョンテレビSHOW,2008-04-06,25,14
C11527,はっけん たいけんだいすき!しまじろう,2008-04-07,108,19
C11529,ファイアボール,2008-04-11,13,7
C11531,秘密[トップシークレット]The Revelation,2008-04-09,26,27
C11533,カイバ,2008-04-11,12,3
C11536,ヴァンパイア騎士[ナイト]Guilty,2008-10-07,13,19
C11538,紅 KURENAI,2008-04-04,12,9
C11540,ToLOVEる,2008-04-04,26,7
C11542,あまつき,2008-04-05,13,4
C11544,SUGAR BUNNIESショコラ!,2008-04-01,26,18
C11547,あやまるアニマル,2008-04-05,18,8
C11549,ef-a tale of melodies.,2008-09-30,13,22
C11551,Disneyスティッチ!,2008-10-08,26,12
C11553,伯爵と妖精,2008-09-29,12,5
C11555,Maple Story,2007-10-07,25,11
C11557,獣神演武 HERO TALES,2007-10-08,26,15
C11559,みなみけ,2007-10-08,13,4
C11561,レンタル×マギカ,2007-10-08,24,8
C11563,げんしけん2,2007-10-13,12,6
C11565,もやしもんTALES OF AGRICULTURE,2007-10-12,11,25
C11567,しおんの王The Powers of Hard Blood,2007-10-14,22,29
C11569,神霊狩/GHOST HOUND,2007-10-01,23,15
C11571,ボノロン～不思議な森のいいつたえ～,2007-11-03,26,17
C11575,流星のロックマントライブ,2007-11-03,21,12
C11577,エレキングthe Animation,2007-11-10,13,18
C11579,金田一少年の事件簿 SP[スペシャル],2007-11-12,2,19
C11581,20th Anniversaryああっ女神さまっ闘う翼,2007-12-09,2,27
C11583,AYAKASHI,2007-12-12,12,8
C11587,おしゃべりなちゅどんズ,2007-10-06,26,11
C11591,H2O～FOOTPRINTS IN THE SAND～,2008-01-04,12,27
C11593,全力ウサギ,2008-01-05,52,5
C11595,破天荒遊戯,2008-01-05,10,5
C11599,attacked kuma3[第1期],2008-01-06,11,19
C11601,君が主で執事が俺でThey are my noble Masters,2008-01-06,13,34
C11603,シゴフミ,2008-01-06,12,4
C11605,true tears,2008-01-04,14,10
C11607,のらみみ,2008-01-10,12,4
C11609,教えて! 土管くん,2008-01-26,5,9
C11611,onちゃん[第1期],2008-01-18,26,10
C11613,ロザリオとバンパイア,2008-01-03,13,10
C11615,【俗・】さよなら絶望先生,2008-01-06,13,12
C11617,ポルフィの長い旅,2008-01-06,52,8
C11619,みなみけ おかわり,2008-01-07,13,9
C11621,ARIAThe ORIGINATION,2008-01-08,13,19
C11623,GUNSLINGER GIRL.IL TEATRINO,2008-01-03,18,27
C11625,狼と香辛料,2008-01-09,13,5
C11627,墓場鬼太郎,2008-01-11,11,5
C11631,ヤッターマン,2008-01-13,63,6
C11635,古代王者 恐竜キング Dキッズ・アドベンチャー 翼竜伝説,2008-02-03,30,28
C11637,Mnemosyne-ムネモシュネの娘たち─,2008-02-04,18,21
C11641,Yes!プリキュア5 Go Go!,2008-02-03,48,17
C11643,BUS GAMER,2008-03-15,3,9
C11645,増田こうすけ劇場ギャグマンガ日和3,2008-03-10,13,17
C11647,チーズスイートホーム,2008-03-31,104,10
C11649,リトル・チャロ,2008-03-23,54,7
C11652,かのこん,2008-04-05,12,4
C11654,デュエル・マスターズ クロス,2008-04-05,102,14
C11655,忍者玉丸,2008-04-12,26,4
C11656,Qファイターズ!チョロQデッキシステム,2008-07-07,5,19
C11658,Mission E,2008-07-08,12,9
C11660,天体戦士サンレッド,2008-10-04,26,9
C11662,イナズマイレブン,2008-10-05,127,8
C11664,THE UNKNOWN GIRL FRIENDケメコデラックス!,2008-10-07,12,32
C11666,とある魔術の禁書目録[インデックス],2008-10-09,24,18
C11668,ライブオンCARDLIVER 翔[かける],2008-10-05,51,21
C11670,喰霊-零-,2008-10-06,12,5
C11672,今日の5の2,2008-10-06,13,6
C11674,スキップ・ビート!,2008-10-06,25,9
C11676,まかでみWAっしょい!,2008-10-06,12,11
C11677,東のエデン Air Communication,2009-04-10,12,23
C11679,初恋限定。[ハツコイリミテッド],2009-04-05,13,16
C11681,遊☆戯☆王5D'S,2008-04-02,154,9
C11683,アリソンとリリア,2008-04-03,26,8
C11684,のだめカンタービレ巴里編,2008-10-10,11,12
C11686,純情ロマンチカ2,2008-10-12,12,8
C11687,戦国BASARA,2009-04-05,12,8
C11689,けいおん!,2009-04-03,13,5
C11691,バスカッシュ!,2009-04-03,26,7
C11693,PandoraHearts,2009-04-03,25,13
C11695,Phantom Requiem for the Phantom,2009-04-03,26,31
C11697,聖剣の刀鍛冶[ブラックスミス],2009-10-03,12,15
C11699,そらのおとしもの,2009-10-05,13,8
C11701,チェブラーシカあれれ?,2009-12-02,18,11
C11703,リストランテ・パラディーゾ,2009-04-09,11,13
C11706,xxxHOLiC◆継[ケイ],2008-04-04,13,14
C11708,マクロスF[フロンティア],2007-12-29,27,13
C11710,THE ANIMATIONドルアーガの塔the Aegis of URUK,2008-04-05,12,37
C11712,BLUE DRAGON天界の七竜,2008-04-05,51,16
C11714,おねがい マイメロディ きららっ★,2008-04-06,52,17
C11716,仮面のメイドガイ,2008-04-10,12,8
C11718,コードギアス反逆のルルーシュ R2,2008-04-06,26,17
C11720,絶対可憐チルドレン,2008-04-06,52,9
C11722,D.C.Ⅱ S.S.,2008-04-06,13,10
C11724,ネットゴーストPIPOPA,2008-04-06,51,13
C11726,BLASSREITER,2008-04-06,25,11
C11728,S・Aスペシャル・エー,2008-03-31,25,11
C11730,SOUL・EATER,2008-04-07,52,10
C11732,隠の王,2008-04-07,26,3
C11734,Neo AngeliqueAbyss,2008-04-07,13,18
C11736,我が家のお稲荷さま。,2008-04-07,24,10
C11738,ヴァンパイア騎士[ナイト],2008-04-08,13,13
C11740,うちの3姉妹,2008-04-08,102,6
C11742,モノクローム・ファクター,2008-04-08,24,12
C11744,RD 潜脳調査室,2008-04-09,26,8
C11746,CRYSTAL BLAZE,2008-04-09,12,13
C11748,純情ロマンチカ,2008-04-11,12,7
C11750,図書館戦争,2008-04-11,12,5
C11752,ゴルゴ13,2008-04-12,50,5
C11754,狂乱家族日記,2008-04-13,26,6
C11756,二十面相の娘,2008-04-13,22,6
C11760,RoBoDz風雲篇,2008-06-02,26,9
C11762,一騎当千Great Guardians,2008-06-11,12,19
C11764,テレパシー少女❤蘭,2008-06-21,26,9
C11766,ULTRAVIOLETCode 044,2008-07-01,13,19
C11768,スケアクロウマンSCARECROWMAN THE ANIMATION,2008-07-03,26,34
C11772,ゼロの使い魔三美姫の輪舞[プリンセッセ][ロンド],2008-07-07,12,25
C11774,WORLDDESTRUCTION世界撲滅の六人,2008-07-08,13,23
C11776,恋姫†無双,2008-07-09,12,5
C11778,無限の住人BLADEOF THE IMMORTAL,2008-07-14,13,25
C11780,いじいじくん,2008-07-21,20,6
C11782,セキレイ,2008-07-02,12,4
C11784,スレイヤーズREVOLUTION,2008-07-03,13,16
C11786,魔法遣いに大切なこと～夏のソラ～,2008-07-03,12,16
C11788,ストライクウィッチーズ,2008-07-04,12,11
C11790,西洋骨董洋菓子店～アンティーク～,2008-07-04,12,16
C11792,ひだまりスケッチ×365,2008-07-04,13,12
C11794,鉄腕バーディーDECODE,2008-07-05,13,13
C11796,薬師寺涼子の怪奇事件簿,2008-07-06,13,11
C11798,Neo Angelique Abyss Second Age,2008-07-07,13,30
C11800,夏目友人帳,2008-07-08,14,5
C11802,乃木坂春香の秘密,2008-07-04,13,8
C11810,バトルスピリッツ少年突破バシン,2008-09-07,50,15
C11812,のらみみ2,2008-10-02,12,5
C11814,開運 大便小僧,2008-10-04,26,7
C11816,熱走!亀1グランプリ,2008-10-04,13,10
C11818,ネットミラクルショッピング[第1期],2008-12-06,7,18
C11820,カン・ゴローの四字熟語な生活,2008-10-05,22,14
C11822,絶対やれるギリシャ神話,2008-10-05,13,11
C11824,黒塚 KUROZUKA,2008-09-30,13,11
C11826,純愛コスメティックアニメ美肌一族,2008-10-07,12,16
C11828,魍魎の匣,2008-10-08,13,4
C11830,"ONE OUTS Nobody wins,but I!",2008-10-08,25,27
C11832,カオス;ヘッド,2008-10-15,12,7
C11834,ねぎぼうずのあさたろう,2008-10-12,48,11
C11838,キャシャーンSins,2008-10-02,24,10
C11840,屍姫赫,2008-10-02,13,3
C11842,とらドラ!,2008-10-02,25,5
C11844,ヒャッコ,2008-10-02,13,4
C11846,ロザリオとバンパイア CAPU 2[チュ～]❤,2008-10-02,13,23
C11848,あかね色に染まる坂,2008-10-03,12,9
C11850,CLANNAD ～AFTER STORY～,2008-10-03,24,21
C11852,黒執事,2008-09-26,26,3
C11854,TALES OF THE ABYSS,2008-10-05,26,18
C11856,北斗の拳 ラオウ外伝 天の覇王,2008-10-03,13,15
C11858,夜桜四重奏[カルテット],2008-10-03,12,12
C11860,かんなぎCrazy Shrine Maidens,2008-10-04,13,24
C11862,鉄のラインバレル,2008-10-04,24,8
C11864,地獄少女 三鼎,2008-09-27,27,7
C11866,しゅごキャラ!! どきっ,2008-10-04,51,12
C11868,TYTANIA,2008-10-09,26,7
C11871,DARKER THAN BLACK 流星の双子,2009-10-09,12,23
C11873,はなまる 幼稚園,2010-01-11,12,8
C11875,刀語[カタナガタリ],2010-01-26,12,10
C11877,ハートキャッチプリキュア!,2010-02-07,49,13
C11879,ミチコとハッチン,2008-10-16,22,8
C11881,お茶犬緑[リョク]っとものがたり,2008-11-22,13,16
C11883,おねがい!ポクポン,2008-11-22,13,9
C11887,聖闘士星矢冥王 ハーデスエリシオン編,2008-03-07,6,18
C11890,屍 姫 玄,2009-01-01,12,5
C11892,アキカン!,2009-01-04,12,5
