パッケージID,ゲームパッケージの発売日,価格,プラットフォーム名,価格%1000,メーカー名
M727241,1990-05-25,7500.0,ファミリーコンピュータ,500.0,任天堂
M727243,1990-05-25,3500.0,ゲームボーイ,500.0,任天堂
M745902,1990-05-26,3300.0,ゲームボーイ,300.0,任天堂
M727239,1990-05-26,6000.0,メガドライブ,0.0,セガ
M727236,1990-06-08,6800.0,メガドライブ,800.0,セガ
M743147,1990-06-08,5800.0,メガドライブ,800.0,セガ
M746531,1990-06-15,3400.0,ゲームボーイ,400.0,任天堂
M744228,1990-06-15,3000.0,ゲームボーイ,0.0,任天堂
M755037,1990-06-15,3000.0,ゲームボーイ,0.0,任天堂
M763731,1990-06-22,3000.0,ゲームボーイ,0.0,任天堂
M764129,1990-06-23,6000.0,メガドライブ,0.0,セガ
M766297,1990-06-27,3400.0,ゲームボーイ,400.0,任天堂
M755460,1990-06-27,3400.0,ゲームボーイ,400.0,任天堂
M727229,1990-06-30,6000.0,メガドライブ,0.0,セガ
M753679,1990-07-03,3000.0,ゲームボーイ,0.0,任天堂
M727228,1990-07-06,5500.0,ファミリーコンピュータ,500.0,任天堂
M761800,1990-07-13,3000.0,ゲームボーイ,0.0,任天堂
M727224,1990-07-13,5800.0,ファミリーコンピュータ,800.0,任天堂
M727222,1990-07-14,6000.0,メガドライブ,0.0,セガ
M727221,1990-07-17,6000.0,メガドライブ,0.0,セガ
M727219,1990-07-20,5800.0,メガドライブ,800.0,セガ
M727220,1990-07-20,6900.0,ファミリーコンピュータ,900.0,任天堂
M727218,1990-07-20,3500.0,ゲームボーイ,500.0,任天堂
M727215,1990-07-24,6300.0,ファミリーコンピュータ,300.0,任天堂
M727209,1990-07-27,2600.0,ゲームボーイ,600.0,任天堂
M754025,1990-07-27,6500.0,メガドライブ,500.0,セガ
M727213,1990-07-27,4900.0,ファミリーコンピュータ,900.0,任天堂
M727214,1990-07-27,6500.0,ファミリーコンピュータ,500.0,任天堂
M750970,1990-07-27,3000.0,ゲームボーイ,0.0,任天堂
M727208,1990-07-27,6800.0,ファミリーコンピュータ,800.0,任天堂
M758392,1990-07-28,3300.0,ゲームボーイ,300.0,任天堂
M753764,1990-07-31,3400.0,ゲームボーイ,400.0,任天堂
M763316,1990-08-02,3000.0,ゲームボーイ,0.0,任天堂
M727205,1990-08-08,7800.0,ファミリーコンピュータ,800.0,任天堂
M746275,1990-08-08,3000.0,ゲームボーイ,0.0,任天堂
M727203,1990-08-09,6000.0,メガドライブ,0.0,セガ
M727202,1990-08-10,5900.0,ファミリーコンピュータ,900.0,任天堂
M727201,1990-08-10,6200.0,メガドライブ,200.0,セガ
M734491,1990-08-10,6800.0,メガドライブ,800.0,セガ
M734276,1990-08-12,3000.0,ゲームボーイ,0.0,任天堂
M754465,1990-08-24,3500.0,ゲームボーイ,500.0,任天堂
M727197,1990-08-24,5500.0,ファミリーコンピュータ,500.0,任天堂
M727195,1990-08-25,6000.0,メガドライブ,0.0,セガ
M756524,1990-08-31,3500.0,ゲームボーイ,500.0,任天堂
M754145,1990-08-31,3300.0,ゲームボーイ,300.0,任天堂
M747531,1990-09-07,4900.0,メガドライブ,900.0,セガ
M750201,1990-09-07,5900.0,メガドライブ,900.0,セガ
M755862,1990-09-14,3500.0,ゲームボーイ,500.0,任天堂
M755068,1990-09-14,3500.0,ゲームボーイ,500.0,任天堂
M750978,1990-09-21,3300.0,ゲームボーイ,300.0,任天堂
M748691,1990-09-21,3300.0,ゲームボーイ,300.0,任天堂
M754361,1990-09-21,3400.0,ゲームボーイ,400.0,任天堂
M727185,1990-09-21,6200.0,ファミリーコンピュータ,200.0,任天堂
M727186,1990-09-21,3500.0,ゲームボーイ,500.0,任天堂
M746205,1990-09-28,3400.0,ゲームボーイ,400.0,任天堂
M727180,1990-09-28,6500.0,ファミリーコンピュータ,500.0,任天堂
M727177,1990-09-29,7000.0,メガドライブ,0.0,セガ
M727175,1990-10-05,6800.0,メガドライブ,800.0,セガ
M745716,1990-10-05,3000.0,ゲームボーイ,0.0,任天堂
M727174,1990-10-06,3800.0,ゲームボーイ,800.0,任天堂
M727173,1990-10-06,3500.0,ゲームギア,500.0,セガ
M727172,1990-10-06,2900.0,ゲームギア,900.0,セガ
M727171,1990-10-06,2900.0,ゲームギア,900.0,セガ
M762385,1990-10-10,5800.0,ゲームボーイ,800.0,任天堂
M727167,1990-10-12,6800.0,メガドライブ,800.0,セガ
M727166,1990-10-16,3400.0,ゲームボーイ,400.0,任天堂
M753439,1990-10-19,5800.0,メガドライブ,800.0,セガ
M758949,1990-10-19,3300.0,ゲームボーイ,300.0,任天堂
M727165,1990-10-19,5800.0,ファミリーコンピュータ,800.0,任天堂
M745183,1990-10-20,6000.0,メガドライブ,0.0,セガ
M743146,1990-10-21,6500.0,メガドライブ,500.0,セガ
M760366,1990-10-23,2600.0,ゲームボーイ,600.0,任天堂
M761779,1990-10-23,3800.0,ゲームギア,800.0,セガ
M750732,1990-10-23,2980.0,ゲームボーイ,980.0,任天堂
M727163,1990-10-26,7980.0,ファミリーコンピュータ,980.0,任天堂
M727161,1990-10-26,6500.0,ファミリーコンピュータ,500.0,任天堂
M756028,1990-10-26,3300.0,ゲームボーイ,300.0,任天堂
M745021,1990-10-26,3000.0,ゲームボーイ,0.0,任天堂
M750874,1990-10-27,6000.0,メガドライブ,0.0,セガ
M727160,1990-10-27,7800.0,ファミリーコンピュータ,800.0,任天堂
M727158,1990-11-02,6500.0,メガドライブ,500.0,セガ
M755309,1990-11-09,3400.0,ゲームボーイ,400.0,任天堂
M738965,1990-11-09,2600.0,ゲームボーイ,600.0,任天堂
M734281,1990-11-09,3500.0,ゲームボーイ,500.0,任天堂
M763970,1990-11-10,3500.0,ゲームギア,500.0,セガ
M747585,1990-11-16,6800.0,メガドライブ,800.0,セガ
M753998,1990-11-16,3500.0,ゲームボーイ,500.0,任天堂
M754305,1990-11-16,3300.0,ゲームボーイ,300.0,任天堂
M745175,1990-11-16,3800.0,ゲームボーイ,800.0,任天堂
M740029,1990-11-17,6000.0,メガドライブ,0.0,セガ
M727155,1990-11-21,4800.0,メガドライブ,800.0,セガ
M727154,1990-11-21,6796.0,スーパーファミコン,796.0,任天堂
M727153,1990-11-21,7767.0,スーパーファミコン,767.0,任天堂
M757443,1990-11-22,4900.0,メガドライブ,900.0,セガ
M727152,1990-11-22,3980.0,ファミリーコンピュータ,980.0,任天堂
M754104,1990-11-30,3500.0,ゲームボーイ,500.0,任天堂
M727150,1990-11-30,5800.0,ファミリーコンピュータ,800.0,任天堂
M727151,1990-11-30,6900.0,ファミリーコンピュータ,900.0,任天堂
M727148,1990-12-01,6000.0,メガドライブ,0.0,セガ
M756005,1990-12-07,3300.0,ゲームボーイ,300.0,任天堂
M765196,1990-12-07,3500.0,ゲームボーイ,500.0,任天堂
M748423,1990-12-07,3300.0,ゲームボーイ,300.0,任天堂
M727143,1990-12-07,5300.0,ファミリーコンピュータ,300.0,任天堂
M751210,1990-12-07,3400.0,ゲームボーイ,400.0,任天堂
M754251,1990-12-07,3600.0,ゲームボーイ,600.0,任天堂
M727144,1990-12-07,7000.0,ファミリーコンピュータ,0.0,任天堂
M759476,1990-12-08,3500.0,ゲームギア,500.0,セガ
M760646,1990-12-08,3800.0,ゲームボーイ,800.0,任天堂
M750164,1990-12-11,3500.0,ゲームボーイ,500.0,任天堂
M727139,1990-12-12,6800.0,メガドライブ,800.0,セガ
M727140,1990-12-12,9800.0,ファミリーコンピュータ,800.0,任天堂
M755629,1990-12-12,3200.0,ゲームボーイ,200.0,任天堂
M727138,1990-12-13,6800.0,ファミリーコンピュータ,800.0,任天堂
M727129,1990-12-14,4800.0,ゲームボーイ,800.0,任天堂
M727130,1990-12-14,6800.0,メガドライブ,800.0,セガ
M727131,1990-12-14,6800.0,メガドライブ,800.0,セガ
M747532,1990-12-14,3500.0,ゲームボーイ,500.0,任天堂
M727133,1990-12-14,5800.0,ファミリーコンピュータ,800.0,任天堂
M727134,1990-12-14,5500.0,ファミリーコンピュータ,500.0,任天堂
M727132,1990-12-14,6800.0,メガドライブ,800.0,セガ
M763729,1990-12-15,3500.0,ゲームギア,500.0,セガ
M739700,1990-12-15,3500.0,ゲームギア,500.0,セガ
M756793,1990-12-15,4800.0,メガドライブ,800.0,セガ
M727124,1990-12-15,7600.0,ファミリーコンピュータ,600.0,任天堂
M727122,1990-12-16,8000.0,スーパーファミコン,0.0,任天堂
M727123,1990-12-16,8800.0,スーパーファミコン,800.0,任天堂
M752002,1990-12-18,5800.0,メガドライブ,800.0,セガ
M756593,1990-12-20,3400.0,ゲームボーイ,400.0,任天堂
M727120,1990-12-20,8900.0,メガドライブ,900.0,セガ
M727121,1990-12-20,6000.0,メガドライブ,0.0,セガ
M727117,1990-12-21,7767.0,スーパーファミコン,767.0,任天堂
M747818,1990-12-21,3400.0,ゲームボーイ,400.0,任天堂
M754208,1990-12-21,3400.0,ゲームボーイ,400.0,任天堂
M727115,1990-12-21,7573.0,スーパーファミコン,573.0,任天堂
M727116,1990-12-21,5900.0,メガドライブ,900.0,セガ
M727112,1990-12-21,8500.0,スーパーファミコン,500.0,任天堂
M746725,1990-12-21,3500.0,ゲームボーイ,500.0,任天堂
M763315,1990-12-21,3400.0,ゲームボーイ,400.0,任天堂
M754250,1990-12-21,3000.0,ゲームボーイ,0.0,任天堂
M749941,1990-12-21,7300.0,メガドライブ,300.0,セガ
M752475,1990-12-22,3500.0,ゲームギア,500.0,セガ
M734521,1990-12-22,6000.0,メガドライブ,0.0,セガ
M765446,1990-12-22,3500.0,ゲームボーイ,500.0,任天堂
M727110,1990-12-22,6800.0,ファミリーコンピュータ,800.0,任天堂
M758031,1990-12-22,3500.0,ゲームボーイ,500.0,任天堂
M727109,1990-12-23,3980.0,ゲームボーイ,980.0,任天堂
M746588,1990-12-26,8400.0,メガドライブ,400.0,セガ
M727107,1990-12-27,3800.0,ゲームギア,800.0,セガ
M727106,1990-12-29,8200.0,スーパーファミコン,200.0,任天堂
M727103,1991-01-03,6000.0,メガドライブ,0.0,セガ
M727102,1991-01-05,6500.0,ファミリーコンピュータ,500.0,任天堂
M765034,1991-01-08,3300.0,ゲームボーイ,300.0,任天堂
M750844,1991-01-11,3500.0,ゲームボーイ,500.0,任天堂
M745757,1991-01-25,4900.0,メガドライブ,900.0,セガ
M749160,1991-01-25,6500.0,メガドライブ,500.0,セガ
M727099,1991-01-25,5800.0,ファミリーコンピュータ,800.0,任天堂
M743338,1991-01-26,3500.0,ゲームギア,500.0,セガ
M753997,1991-01-29,3500.0,ゲームギア,500.0,セガ
M749566,1991-02-01,5800.0,メガドライブ,800.0,セガ
M727097,1991-02-08,5800.0,メガドライブ,800.0,セガ
M760634,1991-02-08,3500.0,ゲームボーイ,500.0,任天堂
M758179,1991-02-08,3600.0,ゲームボーイ,600.0,任天堂
M754117,1991-02-15,6000.0,メガドライブ,0.0,セガ
M753332,1991-02-15,3300.0,ゲームボーイ,300.0,任天堂
M727092,1991-02-22,6200.0,ファミリーコンピュータ,200.0,任天堂
M748671,1991-02-22,3500.0,ゲームギア,500.0,セガ
M756406,1991-02-23,3800.0,ゲームギア,800.0,セガ
M727090,1991-02-23,8641.0,スーパーファミコン,641.0,任天堂
M727089,1991-02-24,8800.0,メガドライブ,800.0,セガ
M749296,1991-02-24,3000.0,ゲームギア,0.0,セガ
M764737,1991-02-26,3400.0,ゲームボーイ,400.0,任天堂
M758768,1991-02-28,3500.0,ゲームボーイ,500.0,任天堂
M727088,1991-03-01,6900.0,ファミリーコンピュータ,900.0,任天堂
M727087,1991-03-01,6300.0,ファミリーコンピュータ,300.0,任天堂
M749363,1991-03-01,6000.0,メガドライブ,0.0,セガ
M752360,1991-03-01,3500.0,ゲームボーイ,500.0,任天堂
M745856,1991-03-01,2900.0,ゲームギア,900.0,セガ
M751495,1991-03-01,6000.0,メガドライブ,0.0,セガ
M750843,1991-03-08,3800.0,ゲームギア,800.0,セガ
M751083,1991-03-08,3500.0,ゲームギア,500.0,セガ
M749805,1991-03-08,4500.0,ゲームボーイ,500.0,任天堂
M727084,1991-03-08,6800.0,メガドライブ,800.0,セガ
M727085,1991-03-08,4900.0,ファミリーコンピュータ,900.0,任天堂
M727082,1991-03-15,3500.0,ゲームギア,500.0,セガ
M727079,1991-03-19,6500.0,メガドライブ,500.0,セガ
M741774,1991-03-19,3600.0,ゲームボーイ,600.0,任天堂
M727078,1991-03-20,8700.0,スーパーファミコン,700.0,任天堂
M754812,1991-03-20,3800.0,ゲームボーイ,800.0,任天堂
M757237,1991-03-21,3500.0,ゲームギア,500.0,セガ
M727076,1991-03-21,5800.0,ファミリーコンピュータ,800.0,任天堂
M766029,1991-03-22,6500.0,メガドライブ,500.0,セガ
M727072,1991-03-22,5900.0,ファミリーコンピュータ,900.0,任天堂
M727063,1991-03-29,7800.0,メガドライブ,800.0,セガ
M727065,1991-03-29,8700.0,メガドライブ,700.0,セガ
M751896,1991-03-29,3800.0,ゲームギア,800.0,セガ
M727062,1991-03-29,8500.0,メガドライブ,500.0,セガ
M727066,1991-03-29,6500.0,ファミリーコンピュータ,500.0,任天堂
M727064,1991-03-29,6800.0,メガドライブ,800.0,セガ
M727061,1991-03-29,8500.0,スーパーファミコン,500.0,任天堂
M747141,1991-03-29,3800.0,ゲームギア,800.0,セガ
M755073,1991-03-29,3500.0,ゲームボーイ,500.0,任天堂
M727050,1991-04-05,9800.0,スーパーファミコン,800.0,任天堂
M747012,1991-04-05,3500.0,ゲームギア,500.0,セガ
M750738,1991-04-05,3300.0,ゲームボーイ,300.0,任天堂
M727049,1991-04-06,7800.0,スーパーファミコン,800.0,任天堂
M727046,1991-04-12,4900.0,ファミリーコンピュータ,900.0,任天堂
M759293,1991-04-12,3500.0,ゲームボーイ,500.0,任天堂
M749500,1991-04-19,3500.0,ゲームギア,500.0,セガ
M764305,1991-04-19,2900.0,ゲームボーイ,900.0,任天堂
M749717,1991-04-20,3980.0,ゲームボーイ,980.0,任天堂
M761836,1991-04-26,3800.0,ゲームギア,800.0,セガ
M743208,1991-04-26,3800.0,ゲームギア,800.0,セガ
M727038,1991-04-26,7300.0,メガドライブ,300.0,セガ
M749850,1991-04-26,3800.0,ゲームギア,800.0,セガ
M758295,1991-04-26,3000.0,ゲームボーイ,0.0,任天堂
M727037,1991-04-26,7767.0,スーパーファミコン,767.0,任天堂
M727043,1991-04-26,8500.0,ファミリーコンピュータ,500.0,任天堂
M727041,1991-04-26,5800.0,ファミリーコンピュータ,800.0,任天堂
M727040,1991-04-26,3500.0,ゲームボーイ,500.0,任天堂
M727039,1991-04-26,8700.0,メガドライブ,700.0,セガ
M752081,1991-04-27,3800.0,ゲームボーイ,800.0,任天堂
M761837,1991-04-27,6500.0,メガドライブ,500.0,セガ
M727036,1991-05-09,8700.0,スーパーファミコン,700.0,任天堂
M747126,1991-05-10,3800.0,ゲームボーイ,800.0,任天堂
M756446,1991-05-17,6000.0,メガドライブ,0.0,セガ
M727034,1991-05-17,6200.0,ファミリーコンピュータ,200.0,任天堂
M758355,1991-05-17,3500.0,ゲームボーイ,500.0,任天堂
M727035,1991-05-17,5500.0,ファミリーコンピュータ,500.0,任天堂
M739384,1991-05-18,3500.0,ゲームボーイ,500.0,任天堂
M727033,1991-05-21,3500.0,ゲームボーイ,500.0,任天堂
M750128,1991-05-24,3800.0,ゲームボーイ,800.0,任天堂
M727030,1991-05-24,7800.0,ファミリーコンピュータ,800.0,任天堂
M727029,1991-05-24,8252.0,スーパーファミコン,252.0,任天堂
M727031,1991-05-24,3500.0,ゲームギア,500.0,セガ
M727028,1991-05-28,8544.0,スーパーファミコン,544.0,任天堂
M758805,1991-05-31,4500.0,ゲームボーイ,500.0,任天堂
M727027,1991-05-31,3800.0,ゲームギア,800.0,セガ
M727025,1991-05-31,8000.0,メガドライブ,0.0,セガ
M727026,1991-05-31,6800.0,メガドライブ,800.0,セガ
M748823,1991-06-07,3500.0,ゲームボーイ,500.0,任天堂
M744278,1991-06-14,8500.0,メガドライブ,500.0,セガ
M756759,1991-06-15,3500.0,ゲームボーイ,500.0,任天堂
M727018,1991-06-21,8800.0,スーパーファミコン,800.0,任天堂
M734228,1991-06-21,3400.0,ゲームボーイ,400.0,任天堂
M727021,1991-06-21,6300.0,ファミリーコンピュータ,300.0,任天堂
M746936,1991-06-21,3500.0,ゲームギア,500.0,セガ
M749299,1991-06-21,4800.0,ゲームボーイ,800.0,任天堂
M754379,1991-06-21,3800.0,ゲームギア,800.0,セガ
M727017,1991-06-22,8700.0,メガドライブ,700.0,セガ
M727016,1991-06-25,5500.0,ゲームギア,500.0,セガ
M763246,1991-06-28,4800.0,ゲームボーイ,800.0,任天堂
M727015,1991-06-28,6500.0,ファミリーコンピュータ,500.0,任天堂
M727013,1991-06-28,6500.0,ファミリーコンピュータ,500.0,任天堂
M727012,1991-06-28,6800.0,メガドライブ,800.0,セガ
M763055,1991-06-28,3980.0,ゲームボーイ,980.0,任天堂
M727011,1991-06-28,5800.0,ファミリーコンピュータ,800.0,任天堂
M727010,1991-06-28,7500.0,メガドライブ,500.0,セガ
M758828,1991-06-28,6000.0,メガドライブ,0.0,セガ
M727006,1991-07-02,8544.0,スーパーファミコン,544.0,任天堂
M727003,1991-07-06,8800.0,メガドライブ,800.0,セガ
M727002,1991-07-06,9500.0,スーパーファミコン,500.0,任天堂
M760706,1991-07-12,6000.0,メガドライブ,0.0,セガ
M756791,1991-07-12,4800.0,ゲームギア,800.0,セガ
M749484,1991-07-12,8800.0,スーパーファミコン,800.0,任天堂
M727000,1991-07-12,3800.0,ゲームボーイ,800.0,任天堂
M726998,1991-07-13,8500.0,スーパーファミコン,500.0,任天堂
M726996,1991-07-19,3900.0,ゲームギア,900.0,セガ
M726991,1991-07-19,8800.0,スーパーファミコン,800.0,任天堂
M726992,1991-07-19,8544.0,スーパーファミコン,544.0,任天堂
M726994,1991-07-19,7800.0,ファミリーコンピュータ,800.0,任天堂
M754062,1991-07-19,3500.0,ゲームボーイ,500.0,任天堂
M726995,1991-07-19,5900.0,ファミリーコンピュータ,900.0,任天堂
M726990,1991-07-20,9600.0,スーパーファミコン,600.0,任天堂
M766821,1991-07-21,3000.0,ゲームボーイ,0.0,任天堂
M726983,1991-07-26,8500.0,スーパーファミコン,500.0,任天堂
M726985,1991-07-26,7800.0,メガドライブ,800.0,セガ
M748974,1991-07-26,8500.0,メガドライブ,500.0,セガ
M726987,1991-07-26,3500.0,ゲームボーイ,500.0,任天堂
M726988,1991-07-26,6500.0,ファミリーコンピュータ,500.0,任天堂
M726986,1991-07-26,3980.0,ゲームボーイ,980.0,任天堂
