mcname,ccname,cename,four_colored
週刊少年マガジン,THE STAR,,True
週刊少年マガジン,名門!第三野球部,第15話　執念が生んだ奇跡,True
週刊少年マガジン,ミスター味っ子,第72話　水が命,True
週刊少年マガジン,THE STAR,,True
週刊少年マガジン,名門!第三野球部,第12話「銚子工業の秘密兵器」,True
週刊少年マガジン,NON STOP!恭兵,,True
週刊少年マガジン,一撃拳,,True
週刊少年マガジン,THE STAR,,True
週刊少年マガジン,名門!第三野球部,第6話「背水の陣」,True
週刊少年マガジン,オフサイド,第46話瀬谷二との激突,True
週刊少年マガジン,ミスター味っ子,第62話味付けの刺激,True
週刊少年マガジン,100万＄キッド,ブラックジャックの神　ゼウス!!の巻,True
週刊少年マガジン,名門!第三野球部,,True
週刊少年マガジン,THE STAR,,True
週刊少年マガジン,シグナル・ブルー,,True
週刊少年マガジン,チェンジ,天からの女の子　の巻,True
週刊少年マガジン,100万＄キッド,奇跡をおこす伝説の技!!の巻,True
週刊少年マガジン,ミスター味っ子,第49話　焼かないピザパイ,True
週刊少年マガジン,おがみ松吾郎,,True
週刊少年マガジン,胸キュン刑事,無人島殺人事件の巻,True
週刊少年マガジン,ブレイクショット,第五話　見えない道,True
週刊少年マガジン,コータローまかりとおる!,,True
週刊少年マガジン,名探偵Mr.カタギリ,ACT..9　ハッカーは誰だ?,True
週刊少年マガジン,ブレイクショット,第1話「織田信介、真剣勝負」,True
週刊少年マガジン,ドンの息子たち,3人のおぼっちゃま!の巻,True
週刊少年マガジン,100万＄キッド,死闘のはじまり!!の巻,True
週刊少年マガジン,ミスター味っ子,第35話あったかい弁当,True
週刊少年マガジン,名探偵Mr.カタギリ,ACT.6　アイドルを救え!,True
週刊少年マガジン,胸キュン刑事,芸能界はキケン!?の巻,True
週刊少年マガジン,THE STAR,,True
週刊少年マガジン,名探偵Mr.カタギリ,ACT.5　ストラディバリを手に入れろ！,True
週刊少年マガジン,ア・ホーマンス源五郎,「荒川ヘビ道男勝負」の巻,True
週刊少年マガジン,ミスター味っ子,第27話ソースはどうする?,True
週刊少年マガジン,コータローまかりとおる!,,True
週刊少年マガジン,胸キュン刑事,,True
週刊少年マガジン,ミスター味っ子,第21話焼き方の勝負,True
週刊少年マガジン,オフサイド,第１話初めての勝利の巻,True
週刊少年マガジン,風のマリオ,ART1　旅立ち,True
週刊少年マガジン,1000日の瞳,,True
週刊少年マガジン,くらくらパラダイス,あの子は男性恐怖症!!の巻,True
週刊少年マガジン,ミスター味っ子,第11話　焦がしネギの風味,True
週刊少年マガジン,あいつとララバイ,,True
週刊少年マガジン,コータローまかりとおる!,,True
週刊少年マガジン,ヒップホップ応援団-東京爆風応援伝-,「嵐の中の六段坂12怒れ!六段坂・その1」の巻,True
週刊少年マガジン,100万＄キッド,最後の一瞬!!の巻,True
週刊少年マガジン,仰げば尊し!,約束を忘れるなの巻,True
週刊少年マガジン,カンフータオ,虎殺しのタオ!?の巻,True
週刊少年マガジン,100万＄キッド,一億円の真剣勝負!!の巻,True
週刊少年マガジン,ミスター味っ子,,True
週刊少年マガジン,仰げば尊し!,超カゲキ教育論者の巻,True
週刊少年マガジン,いーかげんハ短調,,True
週刊少年マガジン,ヒップホップ応援団-東京爆風応援伝-,「とびだせ青春1でっかい青春!!」の巻,True
週刊少年マガジン,ゲゲゲの鬼太郎,4 妖怪ラーメン,True
週刊少年マガジン,エンジェル無頼,,True
週刊少年マガジン,ゲゲゲの鬼太郎,1　妖怪万年竹,True
週刊少年マガジン,ヒップホップ応援団-東京爆風応援伝-,,True
週刊少年マガジン,剛Q超児イッキマン,,True
週刊少年マガジン,B.C.トライアングル,,True
週刊少年マガジン,あした天気になあれ,,True
週刊少年マガジン,バツ&テリー,,True
週刊少年マガジン,フィフティーン・ラブ,,True
週刊少年マガジン,あいつとララバイ,,True
週刊少年マガジン,コータローまかりとおる!,,True
週刊少年マガジン,Bang!Bang!省吾,,True
週刊少年マガジン,コータローまかりとおる!,,True
週刊少年マガジン,極道くん,第69話　北の屋軍団11,True
週刊少年マガジン,バツ&テリー,,True
週刊少年マガジン,一矢NOW,,True
週刊少年マガジン,銀駕乃太刀,,True
週刊少年マガジン,ワイルド★ラン,ACT.1,True
週刊少年マガジン,BE WILDユウ,,True
週刊少年マガジン,男がゆく!,「序」の巻,True
週刊少年マガジン,コータローまかりとおる!,,True
週刊少年マガジン,桜組エスパーズ,,True
週刊少年マガジン,フィフティーン・ラブ,,True
週刊少年マガジン,気ままにスクラム,,True
週刊少年マガジン,気ままにスクラム,,True
週刊少年マガジン,ココナッツAVE,,True
週刊少年マガジン,ワル,第2部 番外地無頼編,True
週刊少年マガジン,光戦士ガイ,Episode1　誕生,True
週刊少年マガジン,青竜の神話,第1話光より現れた赤児,True
週刊少年マガジン,ストリート天使,,True
週刊少年マガジン,コンポラキッド,,True
週刊少年マガジン,スターズ,,True
週刊少年マガジン,らじかるDreamin',不思議な女の子ルウの巻,True
週刊少年マガジン,バニラ37℃,バニラ死す!の巻,True
週刊少年マガジン,バツ&テリー,,True
週刊少年マガジン,極道くん,第1話 蒲安のゴク,True
週刊少年マガジン,レンズマン,第1話 レンズマン誕生,True
週刊少年マガジン,あいつがゴッチ,「ゴッチ登場!!」の巻,True
週刊少年マガジン,もしかしてKOIBITO,,True
週刊少年マガジン,B.C.トライアングル,,True
週刊少年マガジン,バリバリ伝説,,True
週刊少年マガジン,バツ&テリー,,True
週刊少年マガジン,もしかしてKOIBITO,,True
週刊少年マガジン,バツ&テリー,,True
週刊少年マガジン,光の小次郎,,True
週刊少年マガジン,バリバリ伝説,,True
週刊少年マガジン,コータローまかりとおる!,,True
週刊少年マガジン,もしかしてKOIBITO,,True
週刊少年マガジン,あした天気になあれ,,True
週刊少年マガジン,バツ&テリー,,True
週刊少年マガジン,バリバリ伝説,,True
週刊少年マガジン,コータローまかりとおる!,天光寺出血の巻,True
週刊少年マガジン,極道きゃんぱす,,True
週刊少年マガジン,あいつとララバイ,,True
週刊少年マガジン,バツ&テリー,,True
週刊少年マガジン,The❤かぼちゃワイン,,True
週刊少年マガジン,バツ&テリー,,True
週刊少年マガジン,胸さわぎの放課後,,True
週刊少年マガジン,あした天気になあれ,,True
週刊少年マガジン,あいつとララバイ,,True
週刊少年マガジン,バツ&テリー,,True
週刊少年マガジン,バリバリ伝説,,True
週刊少年マガジン,コンポラ先生,帰ってきた大ちゃんマンの巻,True
週刊少年マガジン,コータローまかりとおる!,,True
週刊少年マガジン,光の小次郎,,True
週刊少年マガジン,アイアンマッスル Hyper grapple,,True
週刊少年マガジン,メンぱっちん,切磋琢磨・父との対面!!の巻,True
週刊少年マガジン,海峡イレブン,,True
週刊少年マガジン,バツ&テリー,,True
週刊少年マガジン,あした天気になあれ,,True
週刊少年マガジン,あした天気になあれ,,True
週刊少年マガジン,コータローまかりとおる!,,True
週刊少年マガジン,1・2の三四郎,,True
週刊少年マガジン,あいつとララバイ,,True
週刊少年マガジン,あした天気になあれ,,True
週刊少年マガジン,ガクラン八年組,,True
週刊少年マガジン,The❤かぼちゃワイン,,True
週刊少年マガジン,胸さわぎの放課後,,True
週刊少年マガジン,光の小次郎,,True
週刊少年マガジン,悪役ブルース,,True
週刊少年マガジン,青の時代,,True
週刊少年マガジン,コンポラ先生,●旅行も大づめ…の巻,True
週刊少年マガジン,あした天気になあれ,,True
週刊少年マガジン,1・2の三四郎,,True
週刊少年マガジン,胸さわぎの放課後,,True
週刊少年マガジン,コンポラ先生,●北国ナイトの大冒険の巻●,True
週刊少年マガジン,光の小次郎,,True
週刊少年マガジン,The❤かぼちゃワイン,エルちゃん争奪戦の巻,True
週刊少年マガジン,アステロイド・エクスプレス,,True
週刊少年マガジン,1・2の三四郎,,True
週刊少年マガジン,あいつとララバイ,,True
週刊少年マガジン,あした天気になあれ,,True
週刊少年マガジン,朱に赤,,True
週刊少年マガジン,胸さわぎの放課後,,True
週刊少年マガジン,あした天気になあれ,,True
週刊少年マガジン,1・2の三四郎,,True
週刊少年マガジン,朱に赤,,True
週刊少年マガジン,タフネス大地,,True
週刊少年マガジン,あした天気になあれ,,True
週刊少年マガジン,光の小次郎,,True
週刊少年マガジン,光の小次郎,,True
週刊少年マガジン,翔んだカップル,,True
週刊少年マガジン,あした天気になあれ,,True
週刊少年マガジン,The❤かぼちゃワイン,,True
週刊少年マガジン,剣崎くんがんばって!!,,True
週刊少年マガジン,ワイルドウエイ,,True
週刊少年マガジン,あした天気になあれ,,True
週刊少年マガジン,1・2の三四郎,,True
週刊少年マガジン,胸さわぎの放課後,,True
週刊少年マガジン,あした天気になあれ,,True
週刊少年マガジン,あした天気になあれ,,True
週刊少年マガジン,1・2の三四郎,,True
週刊少年マガジン,大の字が行く,,True
週刊少年マガジン,胸さわぎの放課後,,True
週刊少年マガジン,バトル３,,True
週刊少年マガジン,釣りキチ三平,第十四章-茜屋流小鷹網-,True
週刊少年マガジン,1・2の三四郎,,True
週刊少年マガジン,タフネス大地,,True
週刊少年マガジン,1・2の三四郎,,True
週刊少年マガジン,タフネス大地,,True
週刊少年マガジン,故郷を撃て,,True
週刊少年マガジン,故郷を撃て,,True
週刊少年マガジン,1・2の三四郎,,True
週刊少年マガジン,タフネス大地,,True
週刊少年マガジン,青春改札口,第2部開始,True
週刊少年マガジン,おれは鉄兵,,True
週刊少年マガジン,おれは鉄兵,第7部スタート,True
週刊少年マガジン,1・2の三四郎,,True
週刊少年マガジン,タフネス大地,,True
週刊少年マガジン,シェリフ,,True
週刊少年マガジン,素晴らしきバンディッツ,,True
週刊少年マガジン,タフネス大地,,True
週刊少年マガジン,素晴らしきバンディッツ,,True
週刊少年マガジン,純のスマッシュ,,True
週刊少年マガジン,翔んだカップル,,True
週刊少年マガジン,おれは鉄兵,,True
週刊少年マガジン,釣りキチ三平,,True
週刊少年マガジン,タフネス大地,坂巻戦に進撃!!,True
週刊少年マガジン,凄ノ王,,True
週刊少年マガジン,タフネス大地,病気をKO,True
週刊少年マガジン,凄ノ王,第二回!!,True
週刊少年マガジン,おれは鉄兵,,True
週刊少年マガジン,釣りキチ三平,,True
週刊少年マガジン,翔んだカップル,,True
週刊少年マガジン,翔んだカップル,,True
週刊少年マガジン,1・2の三四郎,,True
週刊少年マガジン,おれは鉄兵,,True
週刊少年マガジン,野球狂の詩,《後編》,True
週刊少年マガジン,野球狂の詩,（前編）,True
週刊少年マガジン,素晴らしきバンディッツ,,True
週刊少年マガジン,翔んだカップル,,True
週刊少年マガジン,おれは鉄兵,第6部スタート,True
週刊少年マガジン,サクセスボーイ,,True
週刊少年マガジン,少年時代,,True
週刊少年マガジン,花の咲太郎 : 青春時代劇,第1話　お玉が池の青春,True
週刊少年マガジン,釣りキチ三平,,True
週刊少年マガジン,戦黒秘話 黒の獅子,,True
週刊少年マガジン,未来人カオス,,True
週刊少年マガジン,多羅尾伴内 七つの顔をもつ男,事件二　失神党異聞（1）,True
週刊少年マガジン,釣りキチ三平,第十一章　カナダのサーモン・ダービー,True
週刊少年マガジン,青春山脈,本章,True
週刊少年マガジン,釣りキチ三平,,True
週刊少年マガジン,多羅尾伴内 七つの顔をもつ男,序章　愛ゆえに（1）,True
週刊少年マガジン,姿三四郎,,True
週刊少年マガジン,うわさの天海,,True
