プラットフォーム名,weekday,パブリッシャー名,パッケージ数,曜日
NintendoSwitch,4,コナミデジタルエンタテインメント,2,金
NintendoSwitch,4,コーエーテクモゲームス,2,金
NintendoSwitch,4,シティコネクション,1,金
NintendoSwitch,4,スクウェア・エニックス,5,金
NintendoSwitch,4,セガゲームス,2,金
NintendoSwitch,4,テイクツー・インタラクティブ・ジャパン合同会社,3,金
NintendoSwitch,4,ハムスター,6,金
NintendoSwitch,4,バンダイナムコエンターテインメント,2,金
NintendoSwitch,4,フライハイワークス株式会社,1,金
NintendoSwitch,4,ポイソフト,1,金
NintendoSwitch,4,ポケモン,2,金
NintendoSwitch,4,マーベラス,1,金
NintendoSwitch,4,任天堂株式会社,22,金
NintendoSwitch,4,日本一ソフトウェア,2,金
NintendoSwitch,5,任天堂株式会社,1,土
PC-8801,0,ブラザー工業株式会社,1,月
PC-8801,0,㈱スタークラフト,1,月
PC-8801,0,東峰通商株式会社,1,月
PC-8801,1,デービーソフト株式会社,1,火
PC-8801,1,ブラザー工業株式会社,1,火
PC-8801,1,ボーステック株式会社,1,火
PC-8801,1,ラポート株式会社,1,火
PC-8801,1,株式会社コムパック,1,火
PC-8801,1,株式会社ランダムハウス,1,火
PC-8801,1,株式会社光栄,1,火
PC-8801,2,ゲーム・アーツ,1,水
PC-8801,2,ストラットフォード・コンピューターセンター株式会社,1,水
PC-8801,2,デービーソフト株式会社,1,水
PC-8801,2,ビクター音楽産業株式会社; 日本エイ・ブイ・シー株式会社,1,水
PC-8801,2,㈱マイクロ・テクノロジー研究所,1,水
PC-8801,2,東芝EMI,1,水
PC-8801,2,株式会社ティーアンドイーソフト,2,水
PC-8801,2,株式会社ポニー・キャニオン販売,1,水
PC-8801,3,チャンピオンソフト販売株式会社,2,木
PC-8801,3,ビクター音楽産業株式会社; 日本エイ・ブイ・シー株式会社,2,木
PC-8801,3,ホリデープランニング株式会社,1,木
PC-8801,3,ボーステック株式会社,2,木
PC-8801,3,㈱ホット・ビィ,2,木
PC-8801,3,㈱マイクロキャビン,1,木
PC-8801,3,日本ファルコム㈱,2,木
PC-8801,3,株式会社アスキー,1,木
PC-8801,3,株式会社エニックス,1,木
PC-8801,3,株式会社小西六エニックス,1,木
PC-8801,4,"エニックス,小西六エニックス",1,金
PC-8801,4,デービーソフト株式会社,1,金
PC-8801,4,ブラザー工業株式会社,2,金
PC-8801,4,㈱マイクロ・テクノロジー研究所,1,金
PC-8801,4,㈱徳間書店,1,金
PC-8801,4,日本コンピュータシステム株式会社,1,金
PC-8801,4,日本ファルコム株式会社,1,金
PC-8801,4,株式会社アスキー,4,金
PC-8801,4,株式会社ゲームアーツ,1,金
PC-8801,4,株式会社コムパック,1,金
PC-8801,4,株式会社システムソフト,1,金
PC-8801,4,株式会社ティーアンドイーソフト,1,金
PC-8801,4,株式会社ブレイングレイ,1,金
PC-8801,4,株式会社ポニー・キャニオン販売,8,金
PC-8801,4,株式会社小西六エニックス,1,金
PC-8801,5,システムソフト,1,土
PC-8801,5,ビクター音楽産業株式会社,1,土
PC-8801,5,ボーステック株式会社,2,土
PC-8801,5,㈱スタークラフト,1,土
PC-8801,5,㈱タカラ,2,土
PC-8801,5,徳間書店インターメディア株式会社,1,土
PC-8801,5,日本コンピュータシステム株式会社,2,土
PC-8801,5,日本ファルコム㈱,1,土
PC-8801,5,株式会社アートディンク,1,土
PC-8801,5,株式会社ポニー・キャニオン販売,3,土
PC-8801,5,株式会社小西六エニックス,4,土
PC-8801,6,ストラットフォード・コンピューターセンター株式会社,1,日
PC-8801,6,㈱マイクロ・テクノロジー研究所,6,日
PC-8801,6,日本ファルコム㈱,2,日
PC-8801,6,株式会社アスキー,1,日
PC-8801,6,株式会社コムパック,2,日
PC-8801,6,株式会社ポニー・キャニオン販売,1,日
PC-9801,3,テイジイエル販売,2,木
PC-9801,4,アスキー,1,金
PC-9801,5,アートディンク,1,土
PC-9801,5,エニックス,2,土
PC-FX,3,日本電気ホームエレクトロニクス株式会社,1,木
PC-FX,4,NECインターチャネル株式会社,1,金
PC-FX,4,アイデス,1,金
PC-FX,4,ヒューネックス株式会社,1,金
PC-FX,4,加賀テック株式会社,1,金
PC-FX,4,日本電気ホームエレクトロニクス株式会社,33,金
PC-FX,4,株式会社ハドソン,1,金
PCエンジン,0,エイコム,1,月
PCエンジン,0,サン電子株式会社,1,月
PCエンジン,0,ハドソン,2,月
PCエンジン,0,ビデオシステム株式会社,1,月
PCエンジン,0,徳間書店インターメディア株式会社,1,月
PCエンジン,0,日本物産株式会社,1,月
PCエンジン,1,FACE,1,火
PCエンジン,1,HUDSON SOFT,2,火
PCエンジン,1,データイースト株式会社,1,火
PCエンジン,1,ハドソン,1,火
PCエンジン,1,ヒューマン株式会社,1,火
PCエンジン,1,日本コンピュータシステム株式会社,1,火
PCエンジン,1,日本テレネット/第一開発事業部,1,火
PCエンジン,1,日本物産株式会社,1,火
PCエンジン,1,株式会社タイトー,1,火
PCエンジン,1,株式会社ナムコ,1,火
PCエンジン,2,INTEC,1,水
PCエンジン,2,サリオ株式会社,1,水
PCエンジン,2,タイトー,1,水
PCエンジン,2,ナグザット,1,水
PCエンジン,2,ビクター音楽産業株式会社,1,水
PCエンジン,2,ビッグ・クラブ,1,水
PCエンジン,2,ビデオシステム株式会社,1,水
PCエンジン,2,マイクロワールド株式会社,1,水
PCエンジン,2,株式会社インテック,1,水
PCエンジン,2,株式会社タイトー,1,水
PCエンジン,2,株式会社ハドソン,1,水
PCエンジン,2,株式会社マイクロキャビン,1,水
PCエンジン,3,HUDSON SOFT,1,木
PCエンジン,3,NECアベニュー株式会社,2,木
PCエンジン,3,タイトー,1,木
PCエンジン,3,ナグザット,1,木
PCエンジン,3,ナムコ,2,木
PCエンジン,3,ナムコ (namcot),1,木
PCエンジン,3,ハドソン,3,木
PCエンジン,3,ヒューマン株式会社,1,木
PCエンジン,3,ビクターエンタテインメント株式会社,1,木
PCエンジン,3,ビクター音楽産業株式会社,1,木
PCエンジン,3,ライトスタッフ,1,木
PCエンジン,3,リバーヒルソフト,1,木
PCエンジン,3,レイ・フォース,1,木
PCエンジン,3,光栄,1,木
PCエンジン,3,加賀テック株式会社,2,木
PCエンジン,3,日本物産株式会社,1,木
PCエンジン,3,日本電気ホームエレクトロニクス株式会社,2,木
PCエンジン,3,株式会社ハドソン,1,木
PCエンジン,3,株式会社パック・イン・ビデオ,1,木
PCエンジン,4,Aicom CORPORATION,1,金
PCエンジン,4,Aicom corporation,1,金
PCエンジン,4,COCONUTS JAPAN,1,金
PCエンジン,4,FACE,1,金
PCエンジン,4,HUDSON SOFT,23,金
PCエンジン,4,NECアベニュー株式会社,22,金
PCエンジン,4,NECアベニュー株式会社 ニューメディア事業部,1,金
PCエンジン,4,NECインターチャネル,1,金
PCエンジン,4,NECインターチャネル株式会社,2,金
PCエンジン,4,NECホームエレクトロニクス,2,金
PCエンジン,4,NECホームエレクトロニクス株式会社,1,金
PCエンジン,4,NIHON FALCOM INCORPORATION,1,金
PCエンジン,4,T.S.S.,1,金
PCエンジン,4,アイレム株式会社,8,金
PCエンジン,4,アイ・ジー・エス,1,金
PCエンジン,4,アートディンク,3,金
PCエンジン,4,インテック,1,金
PCエンジン,4,キングレコード株式会社,1,金
PCエンジン,4,ココナッツジャパン,1,金
PCエンジン,4,コナミ株式会社,5,金
PCエンジン,4,サン電子株式会社,5,金
PCエンジン,4,ソニー・ミュージックエンタテインメント,1,金
PCエンジン,4,ソフィックス,1,金
PCエンジン,4,タイトー,13,金
PCエンジン,4,テイジイエル販売,1,金
PCエンジン,4,テンゲン,1,金
PCエンジン,4,データイースト株式会社,3,金
PCエンジン,4,データウエスト株式会社,2,金
PCエンジン,4,トンキンハウス,1,金
PCエンジン,4,ナグザット,11,金
PCエンジン,4,ナムコ,11,金
PCエンジン,4,ナムコ (namcot),1,金
PCエンジン,4,ハドソン,23,金
PCエンジン,4,ハドソン (HUDSON SOFT),3,金
PCエンジン,4,バンプレスト,3,金
PCエンジン,4,パック・イン・ビデオ,6,金
PCエンジン,4,ヒューマン株式会社,2,金
PCエンジン,4,ビクターエンタテインメント株式会社,1,金
PCエンジン,4,ビクター音楽産業株式会社,18,金
PCエンジン,4,ビッグ・クラブ,1,金
PCエンジン,4,ビデオシステム株式会社,1,金
PCエンジン,4,フジコム,1,金
PCエンジン,4,マイクロキャビン,3,金
PCエンジン,4,マイクロワールド株式会社,2,金
PCエンジン,4,メディアリング,3,金
PCエンジン,4,ユーピーエル,2,金
PCエンジン,4,ライトスタッフ,1,金
PCエンジン,4,レイ・フォース,1,金
PCエンジン,4,光栄,1,金
PCエンジン,4,加賀テック株式会社,16,金
PCエンジン,4,徳間書店インターメディア株式会社,2,金
PCエンジン,4,日本コンピュータシステム株式会社,9,金
PCエンジン,4,日本コンピュータシステム株式会社 (メサイヤ),1,金
PCエンジン,4,日本テレネット,11,金
PCエンジン,4,日本テレネット/第一開発事業部,1,金
PCエンジン,4,日本物産株式会社,9,金
PCエンジン,4,日本電気ホームエレクトロニクス株式会社,16,金
PCエンジン,4,東京書籍,1,金
PCエンジン,4,東京書籍株式会社,2,金
PCエンジン,4,株式会社NHKエンタープライズ,2,金
PCエンジン,4,株式会社インテック,5,金
PCエンジン,4,株式会社ココナッツジャパンエンターテイメント,1,金
PCエンジン,4,株式会社タイトー,4,金
PCエンジン,4,株式会社テイジイエル,1,金
PCエンジン,4,株式会社ナムコ,1,金
PCエンジン,4,株式会社ハドソン,14,金
PCエンジン,4,株式会社パック・イン・ビデオ,5,金
PCエンジン,4,株式会社フジコム,1,金
PCエンジン,4,株式会社マイクロキャビン,2,金
PCエンジン,4,株式会社メディアリング,2,金
PCエンジン,4,株式会社リバーヒルソフト,1,金
PCエンジン,4,株式会社日本テレネット,5,金
PCエンジン,5,HUDSON SOFT,2,土
PCエンジン,5,アイレム株式会社,1,土
PCエンジン,5,アイ・ジー・エス,1,土
PCエンジン,5,サン電子株式会社,1,土
PCエンジン,5,データイースト株式会社,1,土
PCエンジン,5,ハドソン,2,土
PCエンジン,5,日本コンピュータシステム株式会社,1,土
PCエンジン,5,日本電気ホームエレクトロニクス株式会社,1,土
PCエンジン,5,東宝株式会社,1,土
PCエンジン,5,株式会社セタ,1,土
PCエンジン,5,株式会社ハドソン,3,土
PCエンジン,5,株式会社光栄,1,土
PCエンジン,6,ハドソン,1,日
SC-3000,5,セガ・エンタープライゼス,1,土
SC-3000,6,セガ・エンタープライゼス,1,日
SEGAマーク3,2,セガ・エンタープライゼス,1,水
SEGAマーク3,3,セガ・エンタープライゼス,1,木
SEGAマーク3,5,セガ・エンタープライゼス,1,土
SEGAマーク3,6,セガ・エンタープライゼス,6,日
SG-1000,5,セガ・エンタープライゼス,1,土
SG-1000,6,セガ・エンタープライゼス,1,日
Wii,0,アイレムソフトウェアエンジニアリング株式会社,1,月
Wii,0,株式会社ハドソン,1,月
Wii,0,株式会社バンダイナムコゲームス,1,月
Wii,1,Activision,1,火
Wii,1,Interplay,2,火
Wii,1,アイレムソフトウェアエンジニアリング株式会社,8,火
Wii,1,アークシステムワークス株式会社,31,火
Wii,1,エム・ティー・オー株式会社,1,火
Wii,1,エレクトロニック・アーツ株式会社,5,火
Wii,1,ゲームロフト株式会社,8,火
Wii,1,サン電子株式会社,12,火
Wii,1,シムス株式会社,3,火
Wii,1,ジョルダン株式会社,1,火
Wii,1,ティーアンドエス,1,火
Wii,1,テクモ株式会社,11,火
Wii,1,ナツメ株式会社,2,火
Wii,1,ネットファーム・コミュニケーションズ株式会社,2,火
Wii,1,ポケモン; 任天堂,5,火
Wii,1,ヤマサエンタテイメント株式会社,1,火
Wii,1,ユービーアイソフト株式会社,1,火
Wii,1,任天堂株式会社,88,火
Wii,1,元気株式会社,1,火
Wii,1,加賀クリエイト株式会社,9,火
Wii,1,富士ソフト株式会社,1,火
Wii,1,廣済堂,1,火
Wii,1,日本コンピュータシステム株式会社,5,火
Wii,1,日本ファルコム株式会社,8,火
Wii,1,有限会社スタジオ斬,5,火
Wii,1,有限会社ラックプラス,1,火
Wii,1,株式会社D4エンタープライズ,72,火
Wii,1,株式会社Miracle Kidz,1,火
Wii,1,株式会社SNKプレイモア,4,火
Wii,1,株式会社アイイーインスティテュート,4,火
Wii,1,株式会社アガツマ・エンタテインメント,2,火
Wii,1,株式会社アジェンダ,3,火
Wii,1,株式会社アスタリズム,1,火
Wii,1,株式会社アルファ・ユニット,2,火
Wii,1,株式会社アートディンク,3,火
Wii,1,株式会社インターチャネル,1,火
Wii,1,株式会社エイチアイ,1,火
Wii,1,株式会社エイチーム,3,火
Wii,1,株式会社エクシング,1,火
Wii,1,株式会社エンターブレイン,4,火
Wii,1,株式会社カプコン,30,火
Wii,1,株式会社ガスト,1,火
Wii,1,株式会社ゲームアーツ,1,火
Wii,1,株式会社コナミデジタルエンタテインメント,27,火
Wii,1,株式会社コーエー,4,火
Wii,1,株式会社サイバード,2,火
Wii,1,株式会社サンタエンタテイメント,1,火
Wii,1,株式会社シルバースタージャパン,3,火
Wii,1,株式会社ジー・モード,10,火
Wii,1,株式会社スクウェア・エニックス,54,火
Wii,1,株式会社スパイク,2,火
Wii,1,株式会社ズーム,3,火
Wii,1,株式会社セガ,78,火
Wii,1,株式会社タイトー,6,火
Wii,1,株式会社タカラトミー,12,火
Wii,1,株式会社チュンソフト,3,火
Wii,1,株式会社ディースリー・パブリッシャー,3,火
Wii,1,株式会社トムクリエイト,1,火
Wii,1,株式会社トライファースト,3,火
Wii,1,株式会社ハドソン,77,火
Wii,1,株式会社ハムスター,17,火
Wii,1,株式会社ハル研究所,1,火
Wii,1,株式会社バンダイナムコゲームス,85,火
Wii,1,株式会社パオン,2,火
Wii,1,株式会社ペルペトゥーム,2,火
Wii,1,株式会社ホームメディア,2,火
Wii,1,株式会社ポイソフト,3,火
Wii,1,株式会社ポニーキャニオン,2,火
Wii,1,株式会社マーベラスエンターテイメント,8,火
Wii,1,株式会社ユードー,1,火
Wii,1,株式会社レコム,1,火
Wii,1,株式会社日本一ソフトウェア,1,火
Wii,1,株式会社童,1,火
Wii,2,アクティビジョン株式会社,1,水
Wii,2,アークシステムワークス株式会社,1,水
Wii,2,エレクトロニック・アーツ株式会社,1,水
Wii,2,ゲームロフト株式会社,1,水
Wii,2,サン電子株式会社,1,水
Wii,2,任天堂株式会社,6,水
Wii,2,株式会社D4エンタープライズ,3,水
Wii,2,株式会社アイイーインスティテュート,1,水
Wii,2,株式会社エイチーム,1,水
Wii,2,株式会社カプコン,2,水
Wii,2,株式会社コナミデジタルエンタテインメント,2,水
Wii,2,株式会社コーエー,2,水
Wii,2,株式会社スクウェア・エニックス,2,水
Wii,2,株式会社スパイク,2,水
Wii,2,株式会社セガ,5,水
Wii,2,株式会社ディースリー・パブリッシャー,2,水
Wii,2,株式会社ハドソン,6,水
Wii,2,株式会社ハムスター,1,水
Wii,2,株式会社バンダイナムコゲームス,3,水
Wii,3,SQUARE ENIX,1,木
Wii,3,THQジャパン株式会社,8,木
Wii,3,アイディアファクトリー株式会社,2,木
Wii,3,アクティビジョン株式会社,9,木
Wii,3,アークシステムワークス株式会社,5,木
Wii,3,イグニッション・エンターテイメント,1,木
Wii,3,ウォルト・ディズニー・ジャパン株式会社,7,木
Wii,3,エム・ティー・オー株式会社,2,木
Wii,3,エレクトロニック・アーツ,2,木
Wii,3,エレクトロニック・アーツ株式会社,37,木
Wii,3,カプコン,3,木
Wii,3,コナミデジタルエンタテイメント,1,木
Wii,3,コナミデジタルエンタテインメント,1,木
Wii,3,コーエー,1,木
Wii,3,コードマスターズ株式会社,1,木
Wii,3,ジョルダン株式会社,1,木
Wii,3,スクウェア・エニックス,1,木
Wii,3,セガ,5,木
Wii,3,テクモ株式会社,4,木
Wii,3,テラボックス,1,木
Wii,3,バンダイナムコゲームス,1,木
Wii,3,ポケモン; 任天堂,1,木
Wii,3,マーベラスインタラクティブ,1,木
Wii,3,マーベラスエンターテイメント,1,木
Wii,3,ユービーアイソフト株式会社,14,木
Wii,3,ロケットカンパニー株式会社,4,木
Wii,3,任天堂株式会社,74,木
Wii,3,株式会社AQインタラクティブ,3,木
Wii,3,株式会社SNKプレイモア,2,木
Wii,3,株式会社アイイーインスティテュート,4,木
Wii,3,株式会社アガツマ・エンタテインメント,1,木
