プラットフォーム名,weekday,パブリッシャー名,パッケージ数,曜日,メーカー名
ゲームアーカイブス,1,株式会社スクウェア・エニックス,1,火,ソニー
ゲームアーカイブス,1,株式会社セガゲームス,11,火,ソニー
ゲームアーカイブス,1,株式会社ソニー・コンピュータエンタテインメント,2,火,ソニー
ゲームアーカイブス,1,株式会社タムソフト,3,火,ソニー
ゲームアーカイブス,1,株式会社マーベラスエンターテイメント,1,火,ソニー
ゲームアーカイブス,2,"Oddworld Inhabitants, Inc",2,水,ソニー
ゲームアーカイブス,2,SEモバイル・アンド・オンライン株式会社,8,水,ソニー
ゲームアーカイブス,2,アイレムソフトウェアエンジニアリング株式会社,6,水,ソニー
ゲームアーカイブス,2,アスミック・エース エンタテインメント株式会社,2,水,ソニー
ゲームアーカイブス,2,アスミック･エース株式会社,3,水,ソニー
ゲームアーカイブス,2,アークシステムワークス株式会社,3,水,ソニー
ゲームアーカイブス,2,アートディンク,3,水,ソニー
ゲームアーカイブス,2,インターレックス株式会社,5,水,ソニー
ゲームアーカイブス,2,エクスプライズ株式会社,2,水,ソニー
ゲームアーカイブス,2,エレクトロニック・アーツ株式会社,6,水,ソニー
ゲームアーカイブス,2,カプコン,1,水,ソニー
ゲームアーカイブス,2,ガンホー・オンライン・エンターテイメント株式会社,81,水,ソニー
ゲームアーカイブス,2,サン電子株式会社,9,水,ソニー
ゲームアーカイブス,2,シティコネクション,2,水,ソニー
ゲームアーカイブス,2,シムス株式会社,1,水,ソニー
ゲームアーカイブス,2,ジョルダン株式会社,2,水,ソニー
ゲームアーカイブス,2,セガゲームス,4,水,ソニー
ゲームアーカイブス,2,テイクツー・インタラクティブ・ジャパン合同会社,3,水,ソニー
ゲームアーカイブス,2,テクモ株式会社,7,水,ソニー
ゲームアーカイブス,2,トゥエンティワン有限会社,11,水,ソニー
ゲームアーカイブス,2,ポリゴンマジック株式会社,1,水,ソニー
ゲームアーカイブス,2,メビウス,5,水,ソニー
ゲームアーカイブス,2,ユービーアイソフト株式会社,1,水,ソニー
ゲームアーカイブス,2,元気株式会社,10,水,ソニー
ゲームアーカイブス,2,加賀クリエイト株式会社,5,水,ソニー
ゲームアーカイブス,2,山佐株式会社,8,水,ソニー
ゲームアーカイブス,2,日本ファルコム株式会社,1,水,ソニー
ゲームアーカイブス,2,有限会社スタジオ斬,3,水,ソニー
ゲームアーカイブス,2,有限会社スタジオ最前線,2,水,ソニー
ゲームアーカイブス,2,株式会社SNKプレイモア,27,水,ソニー
ゲームアーカイブス,2,株式会社アクアプラス,1,水,ソニー
ゲームアーカイブス,2,株式会社アジェンダ,1,水,ソニー
ゲームアーカイブス,2,株式会社アテナ,9,水,ソニー
ゲームアーカイブス,2,株式会社アルティ,2,水,ソニー
ゲームアーカイブス,2,株式会社アートディンク,10,水,ソニー
ゲームアーカイブス,2,株式会社ウィンキーソフト,1,水,ソニー
ゲームアーカイブス,2,株式会社エクストリーム,7,水,ソニー
ゲームアーカイブス,2,株式会社オペラハウス,8,水,ソニー
ゲームアーカイブス,2,株式会社カプコン,43,水,ソニー
ゲームアーカイブス,2,株式会社ガスト,5,水,ソニー
ゲームアーカイブス,2,株式会社グラスホッパー・マニファクチュア,1,水,ソニー
ゲームアーカイブス,2,株式会社グランゼーラ,2,水,ソニー
ゲームアーカイブス,2,株式会社ゲームアーツ,6,水,ソニー
ゲームアーカイブス,2,株式会社コナミデジタルエンタテインメント,19,水,ソニー
ゲームアーカイブス,2,株式会社コーエーテクモゲームス,10,水,ソニー
ゲームアーカイブス,2,株式会社シティコネクション,5,水,ソニー
ゲームアーカイブス,2,株式会社シャノン,5,水,ソニー
ゲームアーカイブス,2,株式会社スクウェア・エニックス,46,水,ソニー
ゲームアーカイブス,2,株式会社スターフィッシュ・エスディ,4,水,ソニー
ゲームアーカイブス,2,株式会社スティング,2,水,ソニー
ゲームアーカイブス,2,株式会社スパイク,2,水,ソニー
ゲームアーカイブス,2,株式会社ズーム,2,水,ソニー
ゲームアーカイブス,2,株式会社セガ,15,水,ソニー
ゲームアーカイブス,2,株式会社ソニー・コンピュータエンタテインメント,54,水,ソニー
ゲームアーカイブス,2,株式会社タムソフト,1,水,ソニー
ゲームアーカイブス,2,株式会社チュンソフト,2,水,ソニー
ゲームアーカイブス,2,株式会社テイジイエル企画,6,水,ソニー
ゲームアーカイブス,2,株式会社ディースリー・パブリッシャー,46,水,ソニー
ゲームアーカイブス,2,株式会社ハドソン,47,水,ソニー
ゲームアーカイブス,2,株式会社ハピネット,1,水,ソニー
ゲームアーカイブス,2,株式会社ハムスター,113,水,ソニー
ゲームアーカイブス,2,株式会社バンダイナムコゲームス,43,水,ソニー
ゲームアーカイブス,2,株式会社フォグ,1,水,ソニー
ゲームアーカイブス,2,株式会社フロム・ソフトウェア,3,水,ソニー
ゲームアーカイブス,2,株式会社マイナビ,2,水,ソニー
ゲームアーカイブス,2,株式会社マーベラスエンターテイメント,13,水,ソニー
ゲームアーカイブス,2,株式会社メディアファクトリー,1,水,ソニー
ゲームアーカイブス,2,株式会社ワークジャム,4,水,ソニー
ゲームアーカイブス,2,株式会社日本一ソフトウェア,9,水,ソニー
ゲームアーカイブス,3,アイディアファクトリー株式会社,10,木,ソニー
ゲームアーカイブス,3,アイレムソフトウェアエンジニアリング株式会社,5,木,ソニー
ゲームアーカイブス,3,アークシステムワークス株式会社,2,木,ソニー
ゲームアーカイブス,3,エレクトロニック・アーツ株式会社,3,木,ソニー
ゲームアーカイブス,3,ガンホー・オンライン・エンターテイメント株式会社,1,木,ソニー
ゲームアーカイブス,3,サン電子株式会社,6,木,ソニー
ゲームアーカイブス,3,ジョルダン株式会社,1,木,ソニー
ゲームアーカイブス,3,加賀クリエイト株式会社,2,木,ソニー
ゲームアーカイブス,3,株式会社SNKプレイモア,17,木,ソニー
ゲームアーカイブス,3,株式会社アテナ,1,木,ソニー
ゲームアーカイブス,3,株式会社アートディンク,6,木,ソニー
ゲームアーカイブス,3,株式会社カプコン,2,木,ソニー
ゲームアーカイブス,3,株式会社ガスト,1,木,ソニー
ゲームアーカイブス,3,株式会社コナミデジタルエンタテインメント,3,木,ソニー
ゲームアーカイブス,3,株式会社コラビエ,2,木,ソニー
ゲームアーカイブス,3,株式会社サクセス,4,木,ソニー
ゲームアーカイブス,3,株式会社シティコネクション,3,木,ソニー
ゲームアーカイブス,3,株式会社シャノン,1,木,ソニー
ゲームアーカイブス,3,株式会社スクウェア・エニックス,4,木,ソニー
ゲームアーカイブス,3,株式会社セガ,1,木,ソニー
ゲームアーカイブス,3,株式会社ソニー・コンピュータエンタテインメント,26,木,ソニー
ゲームアーカイブス,3,株式会社ハドソン,1,木,ソニー
ゲームアーカイブス,3,株式会社ハムスター,21,木,ソニー
ゲームアーカイブス,3,株式会社バンダイナムコゲームス,2,木,ソニー
ゲームアーカイブス,3,株式会社バンプレスト,1,木,ソニー
ゲームアーカイブス,3,株式会社フォグ,1,木,ソニー
ゲームアーカイブス,3,株式会社フロム・ソフトウェア,6,木,ソニー
ゲームアーカイブス,3,株式会社日本一ソフトウェア,5,木,ソニー
ゲームアーカイブス,4,ガンホー・オンライン・エンターテイメント株式会社,2,金,ソニー
ゲームアーカイブス,4,株式会社アテナ,2,金,ソニー
ゲームアーカイブス,4,株式会社オペラハウス,1,金,ソニー
ゲームアーカイブス,4,株式会社ガスト,1,金,ソニー
ゲームアーカイブス,4,株式会社コナミデジタルエンタテインメント,1,金,ソニー
ゲームアーカイブス,4,株式会社スクウェア・エニックス,1,金,ソニー
ゲームアーカイブス,4,株式会社ソニー・コンピュータエンタテインメント,1,金,ソニー
ゲームアーカイブス,4,株式会社ハムスター,3,金,ソニー
ゲームアーカイブス,4,株式会社バンダイナムコゲームス,1,金,ソニー
ゲームアーカイブス,4,株式会社フォグ,1,金,ソニー
ゲームギア,1,セガ・エンタープライゼス,1,火,セガ
ゲームギア,1,株式会社ウルフ・チーム,1,火,セガ
ゲームギア,1,株式会社ナムコ,1,火,セガ
ゲームギア,3,エレクトロニック・アーツ・ビクター株式会社,1,木,セガ
ゲームギア,3,サン電子株式会社,1,木,セガ
ゲームギア,3,シムス株式会社,1,木,セガ
ゲームギア,3,株式会社セガ・エンタープライゼス,3,木,セガ
ゲームギア,4,コンパイル,2,金,セガ
ゲームギア,4,サン電子株式会社,1,金,セガ
ゲームギア,4,シムス株式会社,3,金,セガ
ゲームギア,4,セガ・エンタープライゼス,20,金,セガ
ゲームギア,4,タカラ,1,金,セガ
ゲームギア,4,ナムコ,1,金,セガ
ゲームギア,4,ハドソン,1,金,セガ
ゲームギア,4,バンダイ,1,金,セガ
ゲームギア,4,ビクター音楽産業株式会社,1,金,セガ
ゲームギア,4,フェイス,1,金,セガ
ゲームギア,4,リバーヒルソフト,1,金,セガ
ゲームギア,4,元気株式会社,1,金,セガ
ゲームギア,4,日本コンピュータシステム株式会社,1,金,セガ
ゲームギア,4,株式会社CSK総合研究所,1,金,セガ
ゲームギア,4,株式会社ゲームアーツ,1,金,セガ
ゲームギア,4,株式会社シグマ商事,1,金,セガ
ゲームギア,4,株式会社セガ・エンタープライゼス,92,金,セガ
ゲームギア,4,株式会社タイトー,4,金,セガ
ゲームギア,4,株式会社タカラ,1,金,セガ
ゲームギア,4,株式会社テクノスジャパン,1,金,セガ
ゲームギア,4,株式会社テンゲン,1,金,セガ
ゲームギア,4,株式会社ナムコ,5,金,セガ
ゲームギア,4,株式会社バンダイ,2,金,セガ
ゲームギア,4,株式会社マイクロキャビン,1,金,セガ
ゲームギア,4,株式会社リバーヒルソフト,1,金,セガ
ゲームギア,4,株式会社日本テレネット,1,金,セガ
ゲームギア,5,システムソフト,1,土,セガ
ゲームギア,5,セガ・エンタープライゼス,3,土,セガ
ゲームギア,5,株式会社セガ・エンタープライゼス,8,土,セガ
ゲームギア,5,株式会社マイクロキャビン,1,土,セガ
ゲームギア,5,株式会社リバーヒルソフト,1,土,セガ
ゲームギア,6,セガ・エンタープライゼス,1,日,セガ
ゲームギア,6,株式会社マイクロネット,1,日,セガ
ゲームボーイ,0,任天堂株式会社,27,月,任天堂
ゲームボーイ,0,株式会社ハドソン,1,月,任天堂
ゲームボーイ,0,株式会社バンダイ,1,月,任天堂
ゲームボーイ,0,株式会社ポニーキャニオン,1,月,任天堂
ゲームボーイ,1,アイレム株式会社,2,火,任天堂
ゲームボーイ,1,イマジニア株式会社,1,火,任天堂
ゲームボーイ,1,サン電子株式会社,1,火,任天堂
ゲームボーイ,1,ハル研究所,1,火,任天堂
ゲームボーイ,1,任天堂株式会社,16,火,任天堂
ゲームボーイ,1,東京書籍株式会社,1,火,任天堂
ゲームボーイ,1,株式会社アスキー,1,火,任天堂
ゲームボーイ,1,株式会社エニックス,1,火,任天堂
ゲームボーイ,1,株式会社ココナッツジャパンエンターテイメント,1,火,任天堂
ゲームボーイ,1,株式会社ジャレコ,2,火,任天堂
ゲームボーイ,1,株式会社タイトー,1,火,任天堂
ゲームボーイ,1,株式会社ナムコ,4,火,任天堂
ゲームボーイ,1,株式会社ハル研究所,1,火,任天堂
ゲームボーイ,1,株式会社ビーピーエス,1,火,任天堂
ゲームボーイ,1,株式会社ポニーキャニオン,1,火,任天堂
ゲームボーイ,2,J・ウイング,1,水,任天堂
ゲームボーイ,2,イマジニア株式会社,12,水,任天堂
ゲームボーイ,2,エポック社,1,水,任天堂
ゲームボーイ,2,サン電子株式会社,1,水,任天堂
ゲームボーイ,2,ナツメ株式会社,1,水,任天堂
ゲームボーイ,2,任天堂株式会社,16,水,任天堂
ゲームボーイ,2,株式会社エニックス,1,水,任天堂
ゲームボーイ,2,株式会社カプコン,1,水,任天堂
ゲームボーイ,2,株式会社カルチャーブレーン,1,水,任天堂
ゲームボーイ,2,株式会社スターフィッシュ・エスディ,1,水,任天堂
ゲームボーイ,2,株式会社タイトー,2,水,任天堂
ゲームボーイ,2,株式会社タカラ,1,水,任天堂
ゲームボーイ,2,株式会社テクノスジャパン,1,水,任天堂
ゲームボーイ,2,株式会社ハドソン,1,水,任天堂
ゲームボーイ,2,株式会社ハル研究所,1,水,任天堂
ゲームボーイ,2,株式会社バップ,1,水,任天堂
ゲームボーイ,2,株式会社ポニーキャニオン,1,水,任天堂
ゲームボーイ,2,株式会社光栄,2,水,任天堂
ゲームボーイ,3,TDKコア株式会社,1,木,任天堂
ゲームボーイ,3,アイレム株式会社,1,木,任天堂
ゲームボーイ,3,イマジニア株式会社,2,木,任天堂
ゲームボーイ,3,エニックス,2,木,任天堂
ゲームボーイ,3,コナミ株式会社,10,木,任天堂
ゲームボーイ,3,サン電子株式会社,2,木,任天堂
ゲームボーイ,3,セガ,1,木,任天堂
ゲームボーイ,3,チュンソフト,1,木,任天堂
ゲームボーイ,3,ナムコ,1,木,任天堂
ゲームボーイ,3,バンダイ,1,木,任天堂
ゲームボーイ,3,バンプレスト,1,木,任天堂
ゲームボーイ,3,ビクターエンタテインメント株式会社,1,木,任天堂
ゲームボーイ,3,ビデオシステム株式会社,1,木,任天堂
ゲームボーイ,3,任天堂株式会社,5,木,任天堂
ゲームボーイ,3,加賀テック株式会社,2,木,任天堂
ゲームボーイ,3,株式会社アスキー,2,木,任天堂
ゲームボーイ,3,株式会社エニックス,1,木,任天堂
ゲームボーイ,3,株式会社カプコン,1,木,任天堂
ゲームボーイ,3,株式会社カルチャーブレーン,1,木,任天堂
ゲームボーイ,3,株式会社グローバル・A・エンタテインメント,1,木,任天堂
ゲームボーイ,3,株式会社コーエー,1,木,任天堂
ゲームボーイ,3,株式会社シスコンエンタテイメント,1,木,任天堂
ゲームボーイ,3,株式会社ジャレコ,1,木,任天堂
ゲームボーイ,3,株式会社スターフィッシュ・エスディ,1,木,任天堂
ゲームボーイ,3,株式会社スパイク,1,木,任天堂
ゲームボーイ,3,株式会社セガ,1,木,任天堂
ゲームボーイ,3,株式会社タイトー,1,木,任天堂
ゲームボーイ,3,株式会社タカラ,2,木,任天堂
ゲームボーイ,3,株式会社ナムコ,2,木,任天堂
ゲームボーイ,3,株式会社ハドソン,7,木,任天堂
ゲームボーイ,3,株式会社バップ,1,木,任天堂
ゲームボーイ,3,株式会社バンダイ,5,木,任天堂
ゲームボーイ,3,株式会社パック・イン・ビデオ,1,木,任天堂
ゲームボーイ,3,株式会社ビーピーエス,1,木,任天堂
ゲームボーイ,4,HAL研究所,1,金,任天堂
ゲームボーイ,4,J・ウィング,2,金,任天堂
ゲームボーイ,4,J・ウイング,2,金,任天堂
ゲームボーイ,4,TDKコア株式会社,2,金,任天堂
ゲームボーイ,4,アイレム株式会社,10,金,任天堂
ゲームボーイ,4,アスミック・エース株式会社,1,金,任天堂
ゲームボーイ,4,イマジニア,1,金,任天堂
