プラットフォーム名,パッケージ名,ゲームパッケージの価格,年代
MSX2,三國志 2 DISK版,14800.0,1990
ゲームボーイ,ニチブツマージャン吉本劇場,4800.0,1990
スーパーファミコン,SUPER三國志 2,14800.0,1990
PCエンジン,にこにこぷん,6500.0,1990
スーパーファミコン,新日本プロレスリング 超戦士 IN 闘強導夢,9800.0,1990
スーパーファミコン,TECMO SUPER BOWL,9800.0,1990
スーパーファミコン,ドラえもん 2～のび太のトイズランド大冒険,8000.0,1990
PCエンジン,桃太郎活劇,6500.0,1990
スーパーファミコン,モンスターメーカーキッズ 王様になりたい,9200.0,1990
スーパーファミコン,abc MONDAY NIGHT FOOTBALL,9000.0,1990
PCエンジン,倉庫番WORLD,5400.0,1990
3DO,Battle Chess,7800.0,1990
ネオジオ,得点王,23000.0,1990
ゲームボーイ,茶々丸パニック,2900.0,1990
メガドライブ,ワンダーボーイ3  モンスター・レア,6000.0,1990
メガドライブ,ダイナミックカントリークラブ,7800.0,1990
ゲームギア,ハイパー・プロ野球'92,3500.0,1990
PCエンジン,HYPER WARS,6800.0,1990
メガドライブ,いしいひさいちの大政界,7800.0,1990
メガドライブ,RoadBlasters,6800.0,1990
メガドライブ,GOLDEN AXE 3,6800.0,1990
