アニメ作品ID,アニメ作品名,放送曜日,合計話数
C13097,クレイアニメ 太鼓の達人[第2期],水,1
C14589,鬼警部 アンパン,水,1
C13105,忍たま 乱太郎[第14期],水,10
C14571,ヘラクレス,水,12
C16224,おじゃる丸[第20期],水,10
C16195,きょうの料理 ビギナーズ [第10期],水,20
C13325,ドラゴンクライシス!,水,11
C13330,ウエルベールの物語 Sisters of Wellber 第二幕,水,13
C8758,魔法のプリンセス ミンキーモモ［新］,水,62
C16187,Room Mate,水,12
C13980,パパのいうことを 聞きなさい!,水,12
C8764,楽しいムーミン一家 冒険日記,水,2
C12919,いない いない ばあっ!［第8期］,水,17
C13992,ガッ活!,水,1
C12921,てれび絵本,水,92
C14638,クノーチェ,水,1
C12923,10本アニメ,水,16
C14637,クッキンアイドル アイ!マイ! まいん![第2期],水,15
C8522,チロリン村物語,水,34
C12929,ケロケロキングデラックス プラス,水,6
C13500,宮西達也劇場 おまえ うまそうだな,水,4
C9084,BLUE SEED,水,26
C13492,もっと ToLOVEる,水,12
C12937,R.O.D THE TV,水,2
C14636,きょうの料理 ビギナーズ[第4期],水,18
C12906,ZoomZoo [ストーリー],水,23
C12904,ZoomZoo [キャラクター],水,12
C14645,こたつたこ,水,6
C9102,真拳伝説タイトロード,水,1
C8639,魔法のエンジェル スイートミント,水,47
C12876,でこぼこフレンズ,水,6
C13927,アマガミ SS +[plus],水,1
C12880,［ボキャレース］［第2期］,水,6
C12882,クレヨンまるの ミラクルおえかき,水,31
C13585,おじゃる丸[第13期],水,18
C8728,ハローESCARGOT島,水,20
C13583,ちーすい丸,水,1
C8810,地球SOS それいけコロリン,水,26
C12888,レッチュ ゲッチュ サルゲッチュ,水,20
C14648,10秒チョットのアニメ,水,6
C12890,FRAMY,水,6
C13577,遊★戯★王 ZEXAL,水,2
C13573,パッコロリン,水,26
C12896,よばれてとびでて! アクビちゃん［第2期］,水,1
C14647,J.ブンガク　世界が愛した ニホンの感性　[第2期],水,1
C13971,ふしぎのヤッポ島　プキプキとポイ,水,5
C13560,イナズマイレブン GO,水,47
C13581,うっかりペネロペ[第2期],水,4
C13913,ネギま!? MAGISTER NEGI MAGI,水,25
C13467,リタと ナントカ,水,5
C16192,まけるな!! あくのぐんだん!,水,13
C12983,ゴキブリ ちゃん,水,4
C13372,やさいのようせいN.Y. SALAD[第2期],水,5
C14166,たまゆら ～もあぐれっしぶ～,水,12
C14250,ゆゆ式,水,12
C12987,今日から〔○マ〕王!［第2期］,水,1
C14627,いない いない ばあっ![第15期],水,22
C13358,いない いない ばあっ! [第13期],水,22
C13356,忍たま乱太郎[第16期],水,20
C9066,学校のコワイうわさ 花子さんがきた!! [第1期],水,3
C13354,おじゃる丸[第11期],水,18
C8853,あしたへフリーキック,水,1
C13350,ぴっくみー,水,24
C14532,ガーゴイルズ,水,13
C16230,ポンコツクエスト-魔王と派遣の魔物たち-[第4期],水,7
C8857,見ると強くなる痛快! 横綱アニメ ああ播磨灘,水,1
C8883,おやゆび姫物語,水,26
C13018,なぞなぞう,水,1
C13376,ソフィア物語 ～ブルガリア バラの谷から～,水,3
C13378,チビナックス3,水,25
C9080,親子クラブ,水,52
C14144,ロンゴマックス　論語MAX,水,3
C8332,ファンタジーアドベンチャー 長靴をはいた猫の冒険,水,26
C14079,貧乏神が!,水,1
C8330,元気爆発ガンバルガー,水,47
C12943,絶体絶命 でんぢゃらす じーさん ［第1期］,水,24
C14633,株式会社ZOO,水,4
C12945,トムトム★ブー,水,4
C14100,うーさーの その日暮らし,水,12
C14127,バクマン。[第3期],水,1
C12939,ミニモニ。じゃてーびぃー,水,3
C8844,手塚治虫の 旧約聖書物語 In The Beginning,水,6
C8328,ヨーヨーの猫つまみ,水,26
C12951,ぱずりーず,水,1
C13396,スッキリ!!・クロラ,水,4
C12963,どうする? ゆうきくん,水,4
C14628,ウチュレイ![2010夏],水,5
C13386,なぜ? どうして? がおがおぶーっ!,水,5
C13384,ニコニコ♪コニーちゃん,水,1
C12975,桂三枝の アニメで一席,水,1
C9082,忍たま乱太郎 第2期,水,25
C15771,もじもじおばけ ばけまつ,水,1
C11983,爆丸 バトルブローラーズ ニューヴェストロイア,水,1
C14677,額縁をくぐって物語の中へ　[スペシャル],水,1
C15806,美少女遊戯ユニット クレーン ゲール Crane Game Girls,水,13
C11345,ひとひら,水,12
C9634,プリンセスナイン如月女子高野球部,水,26
C15604,Good Morning!!! DORONJO,水,11
C11357,SaintBeast光陰叙事詩天使譚,水,13
C15094,バットマン THE ANIMATED SERIES,水,5
C10404,ハングリーハート WILD STRIKER,水,50
C9626,アリスSOS,水,6
C11387,OverDrive,水,26
C11389,大江戸ロケット,水,26
C9867,お茶の水博士の 20世紀の贈りもの,水,1
C11391,キスダムENGAGE planet,水,26
C11393,CLAYMORE,水,25
C11395,この青空に約束を─～ようこそつぐみ寮へ～,水,13
C11397,神曲奏界ポリフォニカ,水,12
C15092,いない いない ばあっ![第5期],水,13
C11406,トレジャーガウスト,水,1
C10400,キ・ファイター テラン,水,26
C15091,いない いない ばあっ![第4期],水,7
C11414,CODE-E,水,12
C11416,ドージンワーク,水,12
C11426,ケンコー全裸系水泳部ウミショー,水,13
C11428,School Days,水,11
C11430,ZOMBIE-LOAN,水,11
C11432,BUZZER BEATER,水,13
C15087,妖怪ウォッチ,水,13
C15997,はなかっぱ[第7期],水,16
C15606,けいとのようせい ニットとウール,水,1
C9622,忍たま乱太郎[第6期],水,12
C9636,ブレンパワード,水,26
C15614,東京乙女 レストラン 乙レス SD[サイドディシュ][第1期],水,12
C15601,【オレアレ】,水,1
C9865,Di Gi Charat,水,4
C15572,サムソンの ダジャレDE英単語,水,1
C15288,きらめけ!! メガネボーイ,水,6
C11223,灼眼のシャナ,水,1
C10480,出撃! マシンロボ レスキュー,水,51
C15287,きょうの料理 ビギナーズ [第8期],水,18
C11235,ノエイン もうひとりの君へ,水,24
C15978,装神少女 まとい Matoi the Sacred Slayer,水,13
C15979,美少女遊戯ユニット クレーン ゲール Galaxy Crane Game Girls,水,24
C11253,南の島の小さな飛行機バーディー[第1期],水,3
C15980,魔法少女なんて もういいですから。 セカンドシーズン,水,12
C10470,HAPPY★LESSON ADVANCE,水,3
C11257,モリゾーとキッコロ ［第2期］,水,2
C15581,ナンダカ ベロニカ,水,2
C15280,おはよう ハクション 大魔王,水,36
C9661,おじゃる丸,水,18
C9861,ヨシモト ムチッ子物語[CG版],水,17
C15274,愛天地無用!,水,12
C11296,アニ*クリ15,水,3
C15593,わし*も[第1期],水,2
C10440,忍たま乱太郎［第10期］,水,16
C11300,Romeo×Juliet,水,1
C15270,はりきり体育ノ介　[第1期],水,7
C9654,浦安鉄筋家族,水,8
C12801,いない いないばあっ!［第5期］,水,6
C9650,パニポニ,水,2
C15600,オシリスの天秤,水,10
C9648,ふしぎなメルモ リニューアル,水,8
C15995,忍たま 乱太郎 [第24期],水,14
C10426,げんきげんきノンタン,水,3
C15234,MONSTER・HIGH こわ・イケガールズ,水,8
C10382,Witch Hunter ロビン,水,26
C11468,Hello Kitty りんごの森とパラレルタウン,水,1
C15081,忍たま 乱太郎［第22期］,水,15
C11625,狼と香辛料,水,12
C15800,ムズムズ18 エイティーン[第2期],水,1
C9560,万能文化猫娘,水,12
C15033,ノーゲーム ・ ノーライフ,水,12
C11647,チーズスイートホーム,水,26
C16014,ムズムズ18 エイティーン [第3期],水,1
C9555,スーパーマン,水,8
C11656,Qファイターズ!チョロQデッキシステム,水,1
C9877,超特急 ヒカリアン JAPAN HIKARIAN RAILROAD[第3期],水,52
C11662,イナズマイレブン,水,101
C9551,バーバパパ 世界をまわる,水,10
C11681,遊☆戯☆王5D'S,水,153
C10714,トランスフォーマー スーパーリンク,水,1
C10336,ちょびっツ,水,26
C15008,くつだる｡,水,32
C11701,チェブラーシカあれれ?,水,18
C15005,カリーノ コニ,水,36
C15004,ガイスト クラッシャー ゴッド編,水,15
C15635,モンスター 娘のいる日常,水,12
C9547,GTO,水,10
C15636,ユリ熊嵐 LOVE BULLET・YURIKUMA ARASHI,水,13
C15001,おじゃる丸［第17期］,水,14
C9543,SURF SIDE HIGH-SCHOOL,水,5
C14999,うーさーの その日暮らし 覚醒編,水,12
C11744,RD 潜脳調査室,水,26
C11746,CRYSTAL BLAZE,水,12
C10334,おじゃる丸[第5期］,水,18
C9539,日本一の男の魂2,水,13
C10324,ベイベー ばぁちゃん,水,20
C15041,ハマトラ THE ANIMATION,水,12
C11623,GUNSLINGER GIRL.IL TEATRINO,水,1
C9563,ふたり暮らし,水,9
C15625,美男 高校 地球防衛部 LOVE!,水,12
C11480,サンリオぽこあぽこ,水,5
C11489,BLUE DROP 天使達の戯曲,水,13
C11491,逆境無頼カイジUltimate Survivor,水,26
C11493,素敵探偵ラビリンス,水,25
C11498,Myself;Yourself,水,13
C11500,魔人探偵脳噛ネウロ,水,25
C11502,もっけ,水,12
C10372,王ドロボウ JING,水,13
C15998,ゴー!ゴー! キッチン戦隊 クックルン[第2期],水,13
C15621,はなかっぱ[第6期],水,18
C15999,ZIP! presents 朝だよ! 貝社員,水,39
C15624,ピカイア![シリーズ],水,4
C9869,風雲! 戦国を駆ける武将 ～ アニメ 静岡県史～,水,3
C9600,ロードス島戦記 英雄騎士伝,水,27
C11215,闘牌伝説 アカギ 闇に舞い降りた天才,水,26
C11531,秘密[トップシークレット]The Revelation,水,26
C16002,おじゃる丸[第19期],水,22
C11551,Disneyスティッチ!,水,25
C15057,ヤマノススメ セカンドシーズン,水,27
C11553,伯爵と妖精,水,11
C15056,モモキュン ソード,水,12
C9584,おジャ魔女どれみ,水,1
C15052,まじもじ るるも,水,12
C9580,ビーストウォーズネオ,水,35
C16003,バトルスピリッツ ダブルドライブ,水,38
C11583,AYAKASHI,水,12
C9578,イケてる2人,水,4
C9565,ビーストウォーズⅡ,水,43
C16004,謎新聞 ミライタイムズ The Mirai Times [第2期],水,30
C16005,双星の陰陽師,水,37
C16001,バディゴ![第1期],水,1
C11762,一騎当千Great Guardians,水,12
C11213,地獄少女,水,27
C9669,聖ルミナス女学院,水,1
C9766,天使になるもんっ!,水,26
C10836,MONSTER,水,75
C9818,イッパツ危機娘,水,4
C10847,ちぃちゃんとヒゲおじさん,水,4
C10849,Wind -a breath of heart-,水,13
C10851,東奔西走スクールライフANIMATION 月は東に日は西に ―Operation Sanctuary―,水,13
C9764,星方天使エンジェル リンクス,水,13
C15846,オトナの 一休さん[第1期],水,1
C10622,勇午 交渉人,水,12
C15525,こにぎり くん,水,1
C15889,ねこねこ日本史,水,27
C9756,イソップ ワールド,水,8
C10606,まっすぐにいこう。,水,1
C10602,一騎当千,水,13
C15441,響け♪ ユーフォニアム Sound! Euhonium,水,13
C9752,おじゃる丸[第2期],水,18
C10892,お伽草子,水,26
C9829,超生命体 トランスフォーマー ビーストウォーズ メタルス,水,18
C10590,Divergence EVE,水,13
C15436,忍たま 乱太郎[第23期],水,13
C15434,ニセコイ:,水,13
C15532,Dance with Devils,水,24
C10930,みどりのくにの こえだちゃん,水,52
C10934,巌窟王,水,24
C10938,Legend of DUO,水,11
C15533,ちょぼらうにょぽみ劇場～新章～不思議なソメラ ちゃん,水,26
C9831,無限の リヴァイアス,水,26
C15534,DD北斗の拳 2イチゴ味+[プラス],水,48
C9728,やんちゃる モンちゃ,水,6
C15460,おじゃる丸［第18期］,水,21
C10571,忍たま乱太郎[第11期],水,16
C10818,ななみちゃん,水,2
C10811,じゃがいぬくん［シリーズ］,水,2
C15505,BIKINI WARRIORS,水,12
C15504,バトルスピリッツ 烈火魂[バーニングソウル],水,51
C9804,COLORFUL,水,4
C10730,まっすぐにいこう。［第2期］,水,1
C10703,ごくせん,水,13
C10701,SDガンダムフォース,水,52
C9806,アレクサンダー戦記［合作］,水,4
C15495,"DiABOLiK LOVERS MORE, BLOOD",水,1
C9798,チックン タック,水,2
C15490,洲崎西 THE ANIMATION,水,13
C9796,小梅ちゃんが行く!!,水,6
C15516,ぐでたま,水,87
C10764,モリゾーとキッコロ［第1期］,水,1
C9794,おるちゅばんエビちゅ,水,12
C9792,愛の若草山物語,水,6
C10675,PEACE MAKER 鐵,水,24
C9810,サイボーグ クロちゃん,水,1
C10770,爆裂天使,水,24
C10772,忘却の旋律,水,24
C10776,GANTZ ～the first stage～,水,1
C15848,ツキウタ。 THE ANIMATION,水,14
C10784,じゃがいぬくん,水,2
C15480,くつだる。[第2期],水,16
C9786,魔法使いTai!,水,13
C15478,銀魂゜,水,54
C15876,斉木楠雄のΨ難,水,11
C10647,神魂合体ゴーダンナー!!,水,13
C9784,パパと踊ろう,水,8
C15523,すすめ! キッチン戦隊 クックルン[第2期],水,12
C15462,聖剣使いの 禁呪詠唱[ワールドブレイク],水,10
C10569,おじゃる丸[第6期］,水,18
C10992,NARUTO疾風伝,水,1
C15541,野 良 ス コ,水,1
C11106,ふしぎ星の★ふたご姫,水,1
C15351,プロジェクト パポ,水,6
C9701,夢で逢えたら,水,4
C11119,アイシールド21,水,143
C11121,いちご100％,水,12
C11123,ガラスの仮面［新］,水,51
C10506,エアマスター,水,27
C11125,甲虫王者ムシキング 森の民の伝説,水,52
C15971,CHEATING CRAFT,水,12
C9695,Only・You ビバ! キャバクラ,水,4
C15342,スマアニメ SPECIAL,水,5
C9689,どっきりドクター,水,26
C15972,TO BE HERO,水,12
C15973,あに トレ！ XX anime de training ひとつ屋根の下で,水,12
C11152,かみちゅ!,水,12
C10496,かっぱまき,水,26
C15341,スパイダーマン [2004年版・合作],水,8
C15340,PiNMeN,水,12
C15974,てーきゅう[第8期],水,12
C15975,ナゾトキネ,水,13
C9677,ジェネレイターガウル,水,12
C15339,バットマン ザ・フューチャー,水,5
C11184,ひまわりっ!!,水,1
C9675,快傑蒸気探偵団 TV ANIMATION SERIES,水,26
C11187,CLUSTER EDGE,水,25
C15976,夏目友人帳 伍,水,12
C15977,奇異太郎少年の 妖怪絵日記,水,12
C9859,101 101匹わんちゃん,水,10
C9673,LET'Sぬぷぬぷっ,水,4
C11103,バジリスク 甲賀忍法帖,水,24
C9857,いつも心に太陽を!,水,4
C11097,LOVELESS,水,1
C11087,NePoS NaPoS,水,8
C10995,ファンタジック チルドレン,水,1
C10997,BLEACH,水,90
C15400,接続無用,水,4
C9724,スージーちゃんと マービー,水,26
C10999,tactics,水,25
C11001,遙かなる時空のなかで 八葉抄,水,26
C11003,遊☆戯☆王 デュエルモンスターズ GX,水,178
C9841,THE ビッグオー,水,13
C15390,暁のヨナ -The girl standing　 in the blush of dawn-,水,4
C11029,メジャー,水,1
C15838,モブサイコ 100,水,12
C10567,GO!GO! カートくん,水,1
C15383,トリニティセブン,水,10
C11039,いない いない ばあっ!［第9期］,水,18
C11211,ガンパレード・オーケストラ,水,24
C15544,はなかっぱ[第5期],水,18
C11043,おじゃる丸［第7期］,水,18
C10552,カスミン[第3期],水,26
C11045,忍たま乱太郎［第12期］,水,16
C15377,ガンダム ビルドファイターズトライ,水,25
C9720,逮捕しちゃうぞ[Special],水,5
C11053,U.H.O. フューチャーレスキュー2061,水,10
C15368,Hi☆sCoool! セハガ～ル,水,13
C11067,Starship Operators,水,13
C11069,らいむいろ流奇譚 X［cross］ ～恋、教ヘテクダサイ。～,水,13
C9717,日本一の男の魂,水,14
C11083,だめっこどうぶつ,水,5
C9855,ONE PIECE,水,65
C15553,蟲 師 [続章][特別篇],水,1
C15357,目玉焼きの黄身、いつつぶす？,水,1
C11041,パンツぱんくろう,水,19
C9536,わたせ せいぞう ひと粒の恋,水,1
C10338,天地無用! GXP,水,26
C11780,いじいじくん,水,4
C15778,古代紀行 ドキュメンタリー 古事記の世界 CGアニメでひも解く 日本誕生物語 [第2期],水,1
C9291,DRAGON BALL GT,水,66
C9964,ラブひな,水,24
C9289,勇者指令ダグオン,水,1
C12369,Soul Link,水,12
C14774,はなかっぱ[第3期],水,10
C9285,るろうに剣心―明治剣客浪漫譚―,水,70
C12383,ぜんまいざむらい,水,36
C14770,忍たま 乱太郎[第20期],水,17
C12394,スパイダーライダーズ オラクルの勇者たち,水,26
C12396,とっとこ ハム太郎 は～い!,水,78
C12398,ひぐらしのなく頃に,水,26
C16131,カイトアンサ,水,12
C12421,だんご3兄弟 あっという間劇場,水,3
