雑誌巻号名,作品数,作者数,合計ページ数,発売日,価格,雑誌名,発売年
週刊少年チャンピオン 1978年 表示号数39,16,19,342.0,1978-09-18,170.0,週刊少年チャンピオン,1978-09-18
週刊少年チャンピオン 1978年 表示号数4,14,16,282.0,1978-01-16,150.0,週刊少年チャンピオン,1978-01-16
週刊少年チャンピオン 1978年 表示号数40,14,16,278.0,1978-09-25,150.0,週刊少年チャンピオン,1978-09-25
週刊少年チャンピオン 1978年 表示号数41,14,17,278.0,1978-10-02,150.0,週刊少年チャンピオン,1978-10-02
週刊少年チャンピオン 1978年 表示号数42,14,17,278.0,1978-10-09,150.0,週刊少年チャンピオン,1978-10-09
週刊少年チャンピオン 1978年 表示号数43,14,17,278.0,1978-10-16,150.0,週刊少年チャンピオン,1978-10-16
週刊少年チャンピオン 1978年 表示号数44,14,17,276.0,1978-10-23,150.0,週刊少年チャンピオン,1978-10-23
週刊少年チャンピオン 1978年 表示号数45,14,17,278.0,1978-10-30,150.0,週刊少年チャンピオン,1978-10-30
週刊少年チャンピオン 1978年 表示号数46,14,16,278.0,1978-11-06,150.0,週刊少年チャンピオン,1978-11-06
週刊少年チャンピオン 1978年 表示号数47,14,16,278.0,1978-11-13,150.0,週刊少年チャンピオン,1978-11-13
週刊少年チャンピオン 1978年 表示号数48,14,16,278.0,1978-11-20,150.0,週刊少年チャンピオン,1978-11-20
週刊少年チャンピオン 1978年 表示号数49,14,16,278.0,1978-11-27,150.0,週刊少年チャンピオン,1978-11-27
週刊少年チャンピオン 1978年 表示号数5,15,17,328.0,1978-01-23,170.0,週刊少年チャンピオン,1978-01-23
週刊少年チャンピオン 1978年 表示号数50,14,16,278.0,1978-12-04,150.0,週刊少年チャンピオン,1978-12-04
週刊少年チャンピオン 1978年 表示号数51,14,16,278.0,1978-12-11,150.0,週刊少年チャンピオン,1978-12-11
週刊少年チャンピオン 1978年 表示号数52,14,16,279.0,1978-12-18,150.0,週刊少年チャンピオン,1978-12-18
週刊少年チャンピオン 1978年 表示号数53,14,16,277.0,1978-12-25,150.0,週刊少年チャンピオン,1978-12-25
週刊少年チャンピオン 1978年 表示号数7,15,17,328.0,1978-02-06,170.0,週刊少年チャンピオン,1978-02-06
週刊少年チャンピオン 1978年 表示号数8,14,16,278.0,1978-02-13,150.0,週刊少年チャンピオン,1978-02-13
週刊少年チャンピオン 1978年 表示号数9,14,16,278.0,1978-02-20,150.0,週刊少年チャンピオン,1978-02-20
週刊少年チャンピオン 1979年 表示号数1,14,16,282.0,1979-01-01,150.0,週刊少年チャンピオン,1979-01-01
週刊少年チャンピオン 1979年 表示号数10,17,19,341.0,1979-03-05,170.0,週刊少年チャンピオン,1979-03-05
週刊少年チャンピオン 1979年 表示号数11,15,17,294.0,1979-03-12,150.0,週刊少年チャンピオン,1979-03-12
週刊少年チャンピオン 1979年 表示号数12,15,17,293.0,1979-03-19,150.0,週刊少年チャンピオン,1979-03-19
週刊少年チャンピオン 1979年 表示号数13,15,17,294.0,1979-03-26,150.0,週刊少年チャンピオン,1979-03-26
週刊少年チャンピオン 1979年 表示号数14,15,17,294.0,1979-04-02,150.0,週刊少年チャンピオン,1979-04-02
週刊少年チャンピオン 1979年 表示号数15,15,17,293.0,1979-04-09,150.0,週刊少年チャンピオン,1979-04-09
週刊少年チャンピオン 1979年 表示号数16,15,17,293.0,1979-04-16,150.0,週刊少年チャンピオン,1979-04-16
週刊少年チャンピオン 1979年 表示号数17,15,17,293.0,1979-04-23,150.0,週刊少年チャンピオン,1979-04-23
週刊少年チャンピオン 1979年 表示号数18,17,19,344.0,1979-04-30,170.0,週刊少年チャンピオン,1979-04-30
週刊少年チャンピオン 1979年 表示号数19,15,17,292.0,1979-05-07,150.0,週刊少年チャンピオン,1979-05-07
週刊少年チャンピオン 1979年 表示号数2,14,16,281.0,1979-01-08,150.0,週刊少年チャンピオン,1979-01-08
週刊少年チャンピオン 1979年 表示号数20,15,17,293.0,1979-05-14,150.0,週刊少年チャンピオン,1979-05-14
週刊少年チャンピオン 1979年 表示号数21,15,17,294.0,1979-05-21,150.0,週刊少年チャンピオン,1979-05-21
週刊少年チャンピオン 1979年 表示号数22,15,16,293.0,1979-05-28,150.0,週刊少年チャンピオン,1979-05-28
週刊少年チャンピオン 1979年 表示号数23,14,15,292.0,1979-06-04,150.0,週刊少年チャンピオン,1979-06-04
週刊少年チャンピオン 1979年 表示号数24,14,15,293.0,1979-06-11,150.0,週刊少年チャンピオン,1979-06-11
週刊少年チャンピオン 1979年 表示号数25,14,15,293.0,1979-06-18,150.0,週刊少年チャンピオン,1979-06-18
週刊少年チャンピオン 1979年 表示号数26,14,15,292.0,1979-06-25,150.0,週刊少年チャンピオン,1979-06-25
週刊少年チャンピオン 1979年 表示号数27,15,15,293.0,1979-07-02,150.0,週刊少年チャンピオン,1979-07-02
週刊少年チャンピオン 1979年 表示号数28,15,16,292.0,1979-07-09,150.0,週刊少年チャンピオン,1979-07-09
週刊少年チャンピオン 1979年 表示号数29,14,15,295.0,1979-07-16,150.0,週刊少年チャンピオン,1979-07-16
週刊少年チャンピオン 1979年 表示号数3,14,16,280.0,1979-01-15,150.0,週刊少年チャンピオン,1979-01-15
週刊少年チャンピオン 1979年 表示号数30,14,15,292.0,1979-07-23,150.0,週刊少年チャンピオン,1979-07-23
週刊少年チャンピオン 1979年 表示号数31,14,15,294.0,1979-07-30,150.0,週刊少年チャンピオン,1979-07-30
週刊少年チャンピオン 1979年 表示号数32,14,15,293.0,1979-08-06,150.0,週刊少年チャンピオン,1979-08-06
週刊少年チャンピオン 1979年 表示号数33,15,16,291.0,1979-08-13,150.0,週刊少年チャンピオン,1979-08-13
週刊少年チャンピオン 1979年 表示号数34,14,15,298.0,1979-08-20,150.0,週刊少年チャンピオン,1979-08-20
週刊少年チャンピオン 1979年 表示号数35,14,15,294.0,1979-08-27,150.0,週刊少年チャンピオン,1979-08-27
週刊少年チャンピオン 1979年 表示号数36,14,15,293.0,1979-09-03,150.0,週刊少年チャンピオン,1979-09-03
週刊少年チャンピオン 1979年 表示号数37,15,16,340.0,1979-09-10,170.0,週刊少年チャンピオン,1979-09-10
週刊少年チャンピオン 1979年 表示号数38,16,17,344.0,1979-09-17,170.0,週刊少年チャンピオン,1979-09-17
週刊少年チャンピオン 1979年 表示号数39,14,15,294.0,1979-09-24,150.0,週刊少年チャンピオン,1979-09-24
週刊少年チャンピオン 1979年 表示号数4,15,17,344.0,1979-01-22,170.0,週刊少年チャンピオン,1979-01-22
週刊少年チャンピオン 1979年 表示号数40,14,15,294.0,1979-10-01,150.0,週刊少年チャンピオン,1979-10-01
週刊少年チャンピオン 1979年 表示号数41,14,15,294.0,1979-10-08,150.0,週刊少年チャンピオン,1979-10-08
週刊少年チャンピオン 1979年 表示号数42,14,15,293.0,1979-10-15,150.0,週刊少年チャンピオン,1979-10-15
週刊少年チャンピオン 1979年 表示号数43,15,16,292.0,1979-10-22,150.0,週刊少年チャンピオン,1979-10-22
週刊少年チャンピオン 1979年 表示号数44,14,15,295.0,1979-10-29,150.0,週刊少年チャンピオン,1979-10-29
週刊少年チャンピオン 1979年 表示号数45,14,15,294.0,1979-11-05,150.0,週刊少年チャンピオン,1979-11-05
週刊少年チャンピオン 1979年 表示号数46,14,15,294.0,1979-11-12,150.0,週刊少年チャンピオン,1979-11-12
週刊少年チャンピオン 1979年 表示号数47,14,15,294.0,1979-11-19,150.0,週刊少年チャンピオン,1979-11-19
週刊少年チャンピオン 1979年 表示号数48,14,15,294.0,1979-11-26,150.0,週刊少年チャンピオン,1979-11-26
週刊少年チャンピオン 1979年 表示号数49,14,15,293.0,1979-12-03,150.0,週刊少年チャンピオン,1979-12-03
週刊少年チャンピオン 1979年 表示号数50,14,15,293.0,1979-12-10,150.0,週刊少年チャンピオン,1979-12-10
週刊少年チャンピオン 1979年 表示号数51,15,16,295.0,1979-12-17,150.0,週刊少年チャンピオン,1979-12-17
週刊少年チャンピオン 1979年 表示号数52,15,16,297.0,1979-12-24,150.0,週刊少年チャンピオン,1979-12-24
週刊少年チャンピオン 1979年 表示号数6,16,18,344.0,1979-02-05,170.0,週刊少年チャンピオン,1979-02-05
週刊少年チャンピオン 1979年 表示号数7,14,16,279.0,1979-02-12,150.0,週刊少年チャンピオン,1979-02-12
週刊少年チャンピオン 1979年 表示号数8,14,16,277.0,1979-02-19,150.0,週刊少年チャンピオン,1979-02-19
週刊少年チャンピオン 1979年 表示号数9,14,16,277.0,1979-02-26,150.0,週刊少年チャンピオン,1979-02-26
週刊少年チャンピオン 1980年 表示号数1,15,16,344.0,1980-01-01,170.0,週刊少年チャンピオン,1980-01-01
週刊少年チャンピオン 1980年 表示号数10,17,19,343.0,1980-03-03,170.0,週刊少年チャンピオン,1980-03-03
週刊少年チャンピオン 1980年 表示号数11,17,19,343.0,1980-03-10,170.0,週刊少年チャンピオン,1980-03-10
週刊少年チャンピオン 1980年 表示号数12,17,19,342.0,1980-03-17,170.0,週刊少年チャンピオン,1980-03-17
週刊少年チャンピオン 1980年 表示号数13,15,16,294.0,1980-03-24,150.0,週刊少年チャンピオン,1980-03-24
週刊少年チャンピオン 1980年 表示号数14,15,16,294.0,1980-03-31,150.0,週刊少年チャンピオン,1980-03-31
週刊少年チャンピオン 1980年 表示号数15,15,16,294.0,1980-04-07,150.0,週刊少年チャンピオン,1980-04-07
週刊少年チャンピオン 1980年 表示号数16,16,17,328.0,1980-04-14,170.0,週刊少年チャンピオン,1980-04-14
週刊少年チャンピオン 1980年 表示号数17,16,17,326.0,1980-04-21,170.0,週刊少年チャンピオン,1980-04-21
週刊少年チャンピオン 1980年 表示号数18,16,17,326.0,1980-04-28,170.0,週刊少年チャンピオン,1980-04-28
週刊少年チャンピオン 1980年 表示号数19,16,17,328.0,1980-05-05,170.0,週刊少年チャンピオン,1980-05-05
週刊少年チャンピオン 1980年 表示号数2,14,15,294.0,1980-01-07,150.0,週刊少年チャンピオン,1980-01-07
週刊少年チャンピオン 1980年 表示号数20,16,17,328.0,1980-05-12,170.0,週刊少年チャンピオン,1980-05-12
週刊少年チャンピオン 1980年 表示号数21,17,18,328.0,1980-05-19,170.0,週刊少年チャンピオン,1980-05-19
週刊少年チャンピオン 1980年 表示号数22,16,17,328.0,1980-05-26,170.0,週刊少年チャンピオン,1980-05-26
週刊少年チャンピオン 1980年 表示号数23,16,17,329.0,1980-06-02,170.0,週刊少年チャンピオン,1980-06-02
週刊少年チャンピオン 1980年 表示号数24,17,18,328.0,1980-06-09,170.0,週刊少年チャンピオン,1980-06-09
週刊少年チャンピオン 1980年 表示号数25,17,18,328.0,1980-06-16,170.0,週刊少年チャンピオン,1980-06-16
週刊少年チャンピオン 1980年 表示号数26,17,18,328.0,1980-06-23,170.0,週刊少年チャンピオン,1980-06-23
週刊少年チャンピオン 1980年 表示号数27,17,18,328.0,1980-06-30,170.0,週刊少年チャンピオン,1980-06-30
週刊少年チャンピオン 1980年 表示号数28,17,18,328.0,1980-07-07,170.0,週刊少年チャンピオン,1980-07-07
週刊少年チャンピオン 1980年 表示号数29,16,17,328.0,1980-07-14,170.0,週刊少年チャンピオン,1980-07-14
週刊少年チャンピオン 1980年 表示号数3,16,17,344.0,1980-01-14,170.0,週刊少年チャンピオン,1980-01-14
週刊少年チャンピオン 1980年 表示号数30,16,17,312.0,1980-07-21,170.0,週刊少年チャンピオン,1980-07-21
週刊少年チャンピオン 1980年 表示号数31,16,17,312.0,1980-07-28,170.0,週刊少年チャンピオン,1980-07-28
週刊少年チャンピオン 1980年 表示号数32,16,17,318.0,1980-08-04,170.0,週刊少年チャンピオン,1980-08-04
週刊少年チャンピオン 1980年 表示号数33,15,16,312.0,1980-08-11,170.0,週刊少年チャンピオン,1980-08-11
週刊少年チャンピオン 1980年 表示号数34,15,16,312.0,1980-08-18,170.0,週刊少年チャンピオン,1980-08-18
週刊少年チャンピオン 1980年 表示号数35,15,16,316.0,1980-08-25,170.0,週刊少年チャンピオン,1980-08-25
週刊少年チャンピオン 1980年 表示号数36,15,15,312.0,1980-09-01,170.0,週刊少年チャンピオン,1980-09-01
週刊少年チャンピオン 1980年 表示号数37,15,15,313.0,1980-09-08,170.0,週刊少年チャンピオン,1980-09-08
週刊少年チャンピオン 1980年 表示号数38,15,15,312.0,1980-09-15,170.0,週刊少年チャンピオン,1980-09-15
週刊少年チャンピオン 1980年 表示号数39,15,15,312.0,1980-09-22,170.0,週刊少年チャンピオン,1980-09-22
週刊少年チャンピオン 1980年 表示号数4,15,16,392.0,1980-01-21,170.0,週刊少年チャンピオン,1980-01-21
週刊少年チャンピオン 1980年 表示号数40,16,16,313.0,1980-09-29,170.0,週刊少年チャンピオン,1980-09-29
週刊少年チャンピオン 1980年 表示号数41,15,15,310.0,1980-10-06,170.0,週刊少年チャンピオン,1980-10-06
週刊少年チャンピオン 1980年 表示号数42,15,15,312.0,1980-10-13,170.0,週刊少年チャンピオン,1980-10-13
週刊少年チャンピオン 1980年 表示号数43,15,15,310.0,1980-10-20,170.0,週刊少年チャンピオン,1980-10-20
週刊少年チャンピオン 1980年 表示号数44,15,15,310.0,1980-10-27,170.0,週刊少年チャンピオン,1980-10-27
週刊少年チャンピオン 1980年 表示号数45,15,15,312.0,1980-11-03,170.0,週刊少年チャンピオン,1980-11-03
週刊少年チャンピオン 1980年 表示号数46,16,16,311.0,1980-11-10,170.0,週刊少年チャンピオン,1980-11-10
週刊少年チャンピオン 1980年 表示号数47,15,17,312.0,1980-11-17,170.0,週刊少年チャンピオン,1980-11-17
週刊少年チャンピオン 1980年 表示号数48,15,17,312.0,1980-11-24,170.0,週刊少年チャンピオン,1980-11-24
週刊少年チャンピオン 1980年 表示号数49,15,17,312.0,1980-12-01,170.0,週刊少年チャンピオン,1980-12-01
週刊少年チャンピオン 1980年 表示号数50,15,17,311.0,1980-12-08,170.0,週刊少年チャンピオン,1980-12-08
週刊少年チャンピオン 1980年 表示号数51,15,17,312.0,1980-12-15,170.0,週刊少年チャンピオン,1980-12-15
週刊少年チャンピオン 1980年 表示号数52,15,17,312.0,1980-12-22,170.0,週刊少年チャンピオン,1980-12-22
週刊少年チャンピオン 1980年 表示号数6,17,18,360.0,1980-02-04,170.0,週刊少年チャンピオン,1980-02-04
週刊少年チャンピオン 1980年 表示号数7,16,17,342.0,1980-02-11,170.0,週刊少年チャンピオン,1980-02-11
週刊少年チャンピオン 1980年 表示号数8,17,19,342.0,1980-02-18,170.0,週刊少年チャンピオン,1980-02-18
週刊少年チャンピオン 1980年 表示号数9,17,19,342.0,1980-02-25,170.0,週刊少年チャンピオン,1980-02-25
週刊少年チャンピオン 1981年 表示号数1,15,17,310.0,1981-01-01,170.0,週刊少年チャンピオン,1981-01-01
週刊少年チャンピオン 1981年 表示号数10,16,19,312.0,1981-02-13,170.0,週刊少年チャンピオン,1981-02-13
週刊少年チャンピオン 1981年 表示号数11,16,17,312.0,1981-02-20,170.0,週刊少年チャンピオン,1981-02-20
週刊少年チャンピオン 1981年 表示号数12,16,17,312.0,1981-02-27,170.0,週刊少年チャンピオン,1981-02-27
週刊少年チャンピオン 1981年 表示号数13,16,17,312.0,1981-03-06,170.0,週刊少年チャンピオン,1981-03-06
週刊少年チャンピオン 1981年 表示号数14,16,17,314.0,1981-03-13,170.0,週刊少年チャンピオン,1981-03-13
週刊少年チャンピオン 1981年 表示号数15,16,17,314.0,1981-03-20,170.0,週刊少年チャンピオン,1981-03-20
