acid,acname,asid,n_ae,first_date,last_date,crtid,crtname
C15637,夜ノヤッターマン,C3767,13,2015-01-06,2015-03-31,ACRT00411,タツノコプロ
C15638,乱歩奇譚 Game of Laplace,C6117,11,2015-07-03,2015-09-18,ACRT01067,江戸川乱歩
C15641,私たちが プロポーズ されないのには 101の理由が あってだな Season 2,C6139,1,2015-09-30,2015-09-30,ACRT00376,ジェーン・スー
C15656,青春[アオハル]×機関銃[特別編],C5972,2,2015-12-25,2015-12-25,ACRT00074,NAOE
C15657,雨色ココアRAINY COCOA Rainy colorへようこそ!,C5940,26,2015-10-04,2015-12-27,ACRT00051,IAM電子出版
C15658,アニメおしりかじり虫[第4期],C5204,20,2015-10-05,2015-12-07,ACRT00165,うるまでるび
C15659,VALKYRIEDRIVE MERMAID,C6159,24,2015-10-10,2015-12-26,ACRT00118,VALKYRIEDRIVEPROJECT
C15660,俺がお嬢様学校に「庶民サンプル」 としてゲッツ❤された件,C6160,24,2015-10-07,2015-12-23,ACRT00542,七月隆文
C15660,俺がお嬢様学校に「庶民サンプル」 としてゲッツ❤された件,C6160,24,2015-10-07,2015-12-23,ACRT01360,閏月戈
C15661,終わりのセラフ名古屋決戦編,C5946,26,2015-10-03,2015-12-26,ACRT00822,山本ヤマト
C15661,終わりのセラフ名古屋決戦編,C5946,26,2015-10-03,2015-12-26,ACRT01353,鏡貴也
C15662,温泉幼精ハコネちゃん,C6161,26,2015-10-04,2015-12-27,ACRT01148,由伊大輔
C15663,学戦都市 アスタリスクTHE ASTERISK WARThe Academy City on the Water[第1期],C6162,24,2015-10-08,2015-12-24,ACRT00127,okiura
C15663,学戦都市 アスタリスクTHE ASTERISK WARThe Academy City on the Water[第1期],C6162,24,2015-10-08,2015-12-24,ACRT00545,三屋咲ゆう
C15664,影鰐KAGEWANI,C6163,26,2015-10-02,2015-12-25,ACRT01387,高嶋友也
C15665,K RETURN OF KINGS,C4763,26,2015-10-03,2015-12-25,ACRT00040,GoRa×GoHands
C15666,ご注文はうさぎですか??,C5738,24,2015-10-10,2015-12-26,ACRT00063,Koi
C15667,コメットルシファーNOW ADVENTURE BEGINS-WITH YOU. FRIENDSAND OUR DESTINY.,C6165,24,2015-10-07,2015-12-23,ACRT00091,ProjectFelia
C15667,コメットルシファーNOW ADVENTURE BEGINS-WITH YOU. FRIENDSAND OUR DESTINY.,C6165,24,2015-10-07,2015-12-23,ACRT00306,エイトビット
C15667,コメットルシファーNOW ADVENTURE BEGINS-WITH YOU. FRIENDSAND OUR DESTINY.,C6165,24,2015-10-07,2015-12-23,ACRT01338,野村祐一
C15668,小森さんは断れない!,C6166,26,2015-10-04,2015-12-27,ACRT00346,クール教信者
C15669,コンクリート・レボルティオ超人幻想,C6169,26,2015-10-04,2015-12-27,ACRT00016,BONES・會川昇
C15670,櫻子さんの足下には 死体が埋まっている,C6170,24,2015-10-08,2015-12-24,ACRT00755,太田紫織
C15671,Steins;Gate[第23話（β） 改変版],C4526,4,2015-12-03,2015-12-10,ACRT00001,5pb./Nitroplus
C15672,進撃!巨人中学校attack on titan : juniorhigh!,C4784,27,2015-10-04,2015-12-27,ACRT00570,中川沙樹
C15672,進撃!巨人中学校attack on titan : juniorhigh!,C4784,27,2015-10-04,2015-12-27,ACRT01310,諫山創
C15673,- スタミュ -高校星歌劇,C6171,24,2015-10-06,2015-12-22,ACRT00237,ひなた凛
C15674,すべてがFになる,C6172,22,2015-10-09,2015-12-18,ACRT01000,森博嗣
C15675,ノラガミARAGOTO,C5755,26,2015-10-05,2015-12-26,ACRT00143,あだちとか
C15676,ハッカドールTHE・あにめ～しょん,C6177,26,2015-10-04,2015-12-27,ACRT00439,ハッカドールチーム
C15677,緋弾のアリアAA,C4593,24,2015-10-06,2015-12-22,ACRT00184,こぶいち
C15677,緋弾のアリアAA,C4593,24,2015-10-06,2015-12-22,ACRT01034,橘書画子
C15677,緋弾のアリアAA,C4593,24,2015-10-06,2015-12-22,ACRT01323,赤松中学
C15678,こちら葛*飾区 亀有公園前 派出所［2016年スペシャル］,C6832,1,2016-09-18,2016-09-18,ACRT00276,アトリエびーだま
C15678,こちら葛*飾区 亀有公園前 派出所［2016年スペシャル］,C6832,1,2016-09-18,2016-09-18,ACRT01202,秋本治
C15686,怪 盗 ジョーカー MYSTERIOUS JOKER[第3期],C5894,13,2016-04-04,2016-06-27,ACRT00201,たかはしひでやす
C15687,文豪ストレイドッグス[第1期],C6347,12,2016-04-07,2016-06-23,ACRT00918,春河35
C15687,文豪ストレイドッグス[第1期],C6347,12,2016-04-07,2016-06-23,ACRT00930,朝霧カフカ
C15688,MAGI シンドバッドの冒険,C4758,13,2016-04-23,2016-07-02,ACRT00739,大寺義史
C15688,MAGI シンドバッドの冒険,C4758,13,2016-04-23,2016-07-02,ACRT00747,大高忍
C15689,DAYS,C6348,12,2016-07-03,2016-09-18,ACRT00765,安田剛士
C15690,少年メイド,C6392,12,2016-04-08,2016-06-24,ACRT00588,乙橘
C15691,坂本ですが?,C6403,25,2016-04-08,2016-07-01,ACRT00627,佐野菜見
C15692,食戟 の ソーマ 弐ノ皿,C5994,13,2016-07-03,2016-09-25,ACRT00618,佐伯俊
C15692,食戟 の ソーマ 弐ノ皿,C5994,13,2016-07-03,2016-09-25,ACRT01005,森崎友紀
C15692,食戟 の ソーマ 弐ノ皿,C5994,13,2016-07-03,2016-09-25,ACRT01362,附田祐斗
C15694,ミス・モノクローム-The Animation- 3,C5683,26,2015-10-02,2015-12-25,ACRT00717,堀江由衣
C15695,ヤングブラック.ジャック,C1562,24,2015-10-02,2015-12-18,ACRT00743,大熊ゆうご
C15695,ヤングブラック.ジャック,C1562,24,2015-10-02,2015-12-18,ACRT00894,手塚治虫
C15695,ヤングブラック.ジャック,C1562,24,2015-10-02,2015-12-18,ACRT01147,田畑由秋
C15697,猫嫌いの家に 生まれた猫好きが 猫と暮らす絵日記,C6241,13,2015-08-02,2015-09-24,ACRT01343,鈴尾粥
C15698,BAR 嫌われ野菜,C6242,13,2015-04-07,2015-06-30,ACRT00057,KADOKAWA
C15699,うぇいくあっぷがーる ZOO!,C5720,10,2014-10-22,2015-02-25,ACRT00041,GreenLeaves
C15700,うさぎのモフィ [第2期],C6235,12,2015-01-05,2015-03-23,ACRT00356,コンドウアキ
C15700,うさぎのモフィ [第2期],C6235,12,2015-01-05,2015-03-23,ACRT00468,フランチェスコ・ミッセーリ
C15701,美男○*高校 地球防衛部 LOVE! LOVE!,C6110,12,2016-07-09,2016-09-24,ACRT01382,馬谷くらり
C15702,91 Days,C6350,12,2016-07-09,2016-09-24,ACRT00540,ヴァネッティファミリー
C15703,DIGIMON UNIVERSE アプリモンスターズ,C2231,13,2016-10-01,2016-12-24,ACRT00935,本郷あきよし
C15703,DIGIMON UNIVERSE アプリモンスターズ,C2231,13,2016-10-01,2016-12-24,ACRT00952,東映アニメーション
C15704,time↗ bokan 24,C3412,13,2016-10-01,2016-12-24,ACRT00411,タツノコプロ
C15704,time↗ bokan 24,C3412,13,2016-10-01,2016-12-24,ACRT00534,レベルファイブ
C15705,猫のダヤン ふしぎ劇場,C6032,14,2016-10-01,2016-12-31,ACRT01072,池田あきこ
C15706,ViVid Strike! Thou shalt not be afraid I am with you,C2914,13,2016-10-02,2016-12-25,ACRT01297,藤真拓哉
C15706,ViVid Strike! Thou shalt not be afraid I am with you,C2914,13,2016-10-02,2016-12-25,ACRT01333,都築真紀
C15707,おくさまが 生徒会長!+!,C5976,12,2016-10-02,2016-12-18,ACRT00577,中田ゆみ
C15708,雨色ココア RAINY COCOA in Hawaii,C5940,12,2016-10-02,2016-12-18,ACRT00051,IAM電子出版
C15709,魔法少女 育成計画,C6495,12,2016-10-02,2016-12-18,ACRT00490,マルイノ
C15709,魔法少女 育成計画,C6495,12,2016-10-02,2016-12-18,ACRT01331,遠藤浅蜊
C15710,CARDFIGHT!! ヴァンガードG NEXT,C4517,13,2016-10-02,2016-12-25,ACRT00470,ブシロード
C15710,CARDFIGHT!! ヴァンガードG NEXT,C4517,13,2016-10-02,2016-12-25,ACRT00611,伊藤彰
C15710,CARDFIGHT!! ヴァンガードG NEXT,C4517,13,2016-10-02,2016-12-25,ACRT00933,木谷高明
C15711,スクールガール ストライカーズ Animation Channel,C6610,13,2017-01-07,2017-04-01,ACRT00384,スクウェア・エニックス
C15716,とんかつ DJ アゲ太郎,C6408,12,2016-04-10,2016-06-26,ACRT00300,イーピャオ
C15716,とんかつ DJ アゲ太郎,C6408,12,2016-04-10,2016-06-26,ACRT00792,小山ゆうじろう
C15717,甘々と稲妻,C6409,12,2016-07-05,2016-09-20,ACRT01366,雨隠ギド
C15718,SHOW BY ROCK!! しょ～と!!,C5954,12,2016-07-05,2016-09-20,ACRT00369,サンリオ
C15720,初恋モンスター,C6410,12,2016-07-02,2016-09-17,ACRT00906,日吉丸晃
C15721,不機嫌な モノノケ庵,C6412,13,2016-06-28,2016-09-20,ACRT00539,ワザワキリ
C15723,きもしば[第1期],C6496,13,2016-10-02,2016-12-25,ACRT00345,クーリア
C15725,WORKING!!! [最終回すぺしゃる],C3655,2,2015-12-29,2015-12-29,ACRT01399,高津カリノ
C15726,ゆるゆりさん★ハイ!TV ANIMATION SERIES SEASON THREE,C4570,24,2015-10-06,2015-12-22,ACRT00228,なもり
C15727,普通の女子校生が【ろこどる】やってみた。[クリスマススペシャル],C5803,2,2015-12-25,2015-12-25,ACRT00798,小杉光太郎
C15729,どうしても干支にはいりたい,C6175,13,2015-10-11,2016-01-10,ACRT00445,バケタンブログ
C15730,こども刑事 めめたん,C6164,8,2015-11-07,2015-12-26,ACRT01002,森山一保
C15735,うたわれるもの 偽りの仮面,C3826,37,2015-10-04,2016-03-27,ACRT00007,AQUAPLUS
C15736,デュラララ!!×2結,C3635,12,2016-01-10,2016-03-27,ACRT00513,ヤスダスズヒト
C15736,デュラララ!!×2結,C3635,12,2016-01-10,2016-03-27,ACRT00891,成田良悟
C15737,ナースウィッチ 小麦ちゃん R,C2474,12,2016-01-10,2016-03-27,ACRT00411,タツノコプロ
C15738,ハイキュー!! セカンドシーズン,C5757,38,2015-10-04,2016-03-27,ACRT00680,古舘春一
C15739,ブレイブビーツ,C6137,33,2015-10-11,2016-03-27,ACRT00014,BNPictures
C15740,機動戦士ガンダム 鉄血のオルフェンズ,C6202,39,2015-10-04,2016-03-27,ACRT00783,富野由悠季
C15740,機動戦士ガンダム 鉄血のオルフェンズ,C6202,39,2015-10-04,2016-03-27,ACRT01173,矢立肇
C15741,虹色デイズ,C6203,25,2016-01-12,2016-06-28,ACRT01055,水野美波
C15742,大家さんは思春期!,C6204,12,2016-01-10,2016-03-27,ACRT01053,水瀬るるう
C15743,Dimension W,C6205,12,2016-01-10,2016-03-27,ACRT00839,岩原裕二
C15744,灰と幻想の グリムガル,C6206,12,2016-01-11,2016-03-28,ACRT00667,十文字青
C15744,灰と幻想の グリムガル,C6206,12,2016-01-11,2016-03-28,ACRT01152,白井鋭利
C15745,ハルタとチカは青春する ハルチカ HARUTA ＆ CHIKA,C6207,12,2016-01-11,2016-03-28,ACRT00653,初野晴
C15746,赤髪の白雪姫［第2期］,C5973,12,2016-01-18,2016-04-04,ACRT00138,あきづき空太
C15747,シュヴァルツェスマーケン,C4660,12,2016-01-11,2016-03-28,ACRT00642,内田弘樹
C15747,シュヴァルツェスマーケン,C4660,12,2016-01-11,2016-03-28,ACRT00686,吉宗鋼紀
C15748,蒼の彼方のフォーリズム,C6208,12,2016-01-12,2016-03-29,ACRT00131,sprite
C15748,蒼の彼方のフォーリズム,C6208,12,2016-01-12,2016-03-29,ACRT01351,鈴森
C15750,てーきゅう［第7期］,C4727,13,2016-01-05,2016-03-29,ACRT00085,Piyo
C15750,てーきゅう［第7期］,C4727,13,2016-01-05,2016-03-29,ACRT00531,ルーツ
C15751,血液型くん! 4,C5619,12,2016-01-12,2016-03-29,ACRT00097,RealCrazyMan
C15752,魔法少女なんて もういいですから。,C6210,12,2016-01-12,2016-03-29,ACRT00678,双見酔
C15753,ミニ はま MINIMUM-HAMATORA,C5760,10,2015-11-02,2016-01-04,ACRT00329,カフェノーウェア
C15753,ミニ はま MINIMUM-HAMATORA,C5760,10,2015-11-02,2016-01-04,ACRT00808,小玉有起
C15753,ミニ はま MINIMUM-HAMATORA,C5760,10,2015-11-02,2016-01-04,ACRT00965,松舞夏
C15755,島耕作の アジア新世紀伝 新春スペシャル Special,C4582,2,2016-01-01,2016-01-01,ACRT00875,弘兼憲史
C15758,忍たま 乱太郎 の 宇宙 大冒険 with コズミック フロント☆ N E X T,C1462,2,2016-02-11,2016-03-05,ACRT00813,尼子騒兵衛
C15759,CARDFIGHT!! ヴァンガードG ギアースクライシス編,C4517,38,2015-10-11,2016-04-10,ACRT00470,ブシロード
C15759,CARDFIGHT!! ヴァンガードG ギアースクライシス編,C4517,38,2015-10-11,2016-04-10,ACRT00611,伊藤彰
C15759,CARDFIGHT!! ヴァンガードG ギアースクライシス編,C4517,38,2015-10-11,2016-04-10,ACRT00933,木谷高明
C15760,牙狼 紅蓮ノ月,C5874,38,2015-10-03,2016-04-02,ACRT01364,雨宮慶太
C15761,金田一 少年の 事件簿R[リターンズ]［第2期］,C1904,34,2015-10-03,2016-03-26,ACRT00188,さとうふみや
C15761,金田一 少年の 事件簿R[リターンズ]［第2期］,C1904,34,2015-10-03,2016-03-26,ACRT00748,天樹征丸
C15762,新あたしンち,C2606,115,2015-10-04,2016-04-05,ACRT00180,けらえいこ
C15763,探偵 チームKZ*[カッズ]事件 ノート,C6215,32,2015-10-07,2016-01-27,ACRT00615,住滝良
C15763,探偵 チームKZ*[カッズ]事件 ノート,C6215,32,2015-10-07,2016-01-27,ACRT01291,藤本ひとみ
C15764,テレビアニメ いとしの ムーコ Lovely Muuuuuuuco!,C5697,38,2015-10-03,2016-03-26,ACRT00252,みずしな孝之
C15766,ルパン三世［第4期］,C2445,48,2015-10-02,2016-03-18,ACRT00508,モンキー・パンチ
C15767,おそ松さん,C1179,98,2015-10-06,2016-03-29,ACRT01322,赤塚不二夫
C15768,バリィさんの いまばり弁講座,C6229,24,2015-07-08,2015-12-16,ACRT00736,大地印刷株式会社
C15771,もじもじおばけ ばけまつ,C6232,13,2014-04-04,2016-05-14,ACRT00249,まついあや
C15781,鷹の爪 DO,C4246,38,2015-04-03,2016-03-04,ACRT00035,FROGMAN
C15782,団地 ともお [スペシャル],C5644,1,2015-08-14,2015-08-14,ACRT00809,小田扉
C15783,野球部 あるある,C6245,9,2015-07-09,2015-07-11,ACRT00344,クロマツテツロウ
C15783,野球部 あるある,C6245,9,2015-07-09,2015-07-11,ACRT01271,菊地選手
C15784,ゆるゆり なちゅやちゅみ!+[ぷらす],C4570,2,2015-08-21,2015-09-18,ACRT00228,なもり
C15786,世にも 奇妙 な物語 25周年スペシャル・春 ～人気マンガ家競演編～ [第3話],C6245,1,2015-04-11,2015-04-11,ACRT00815,尾田栄一郎
C15788,この素晴らしい 世界に祝福を!,C6247,10,2016-01-14,2016-03-17,ACRT00546,三嶋くろね
C15788,この素晴らしい 世界に祝福を!,C6247,10,2016-01-14,2016-03-17,ACRT00920,暁なつめ
C15789,無彩限の ファントム・ワールド Myriad Colors Phantom World,C6248,13,2016-01-07,2016-03-31,ACRT00192,しらび
C15789,無彩限の ファントム・ワールド Myriad Colors Phantom World,C6248,13,2016-01-07,2016-03-31,ACRT01204,秦野宗一郎
C15790,アクティヴレイド 機動強襲室第八係[第2期],C6249,12,2016-01-07,2016-03-24,ACRT00462,フィールズ
C15790,アクティヴレイド 機動強襲室第八係[第2期],C6249,12,2016-01-07,2016-03-24,ACRT00465,フライングドッグ
C15790,アクティヴレイド 機動強襲室第八係[第2期],C6249,12,2016-01-07,2016-03-24,ACRT00656,創通
C15791,少女たちは 荒野を目指す ～Girls beyond the youth KOYA～,C6250,12,2016-01-07,2016-03-24,ACRT00406,タカヒロ
C15792,NΘRN9 ノルン+ノネット,C6251,13,2016-01-07,2016-03-31,ACRT00318,オトメイト
C15792,NΘRN9 ノルン+ノネット,C6251,13,2016-01-07,2016-03-31,ACRT00887,悌太
C15793,ほのぼのログ honobono log,C6263,10,2016-06-07,2016-06-18,ACRT01102,深町なか
C15795,腐男子 高校生活,C6253,13,2016-06-28,2016-09-20,ACRT00253,みちのくアタミ
C15796,薄桜鬼 御伽草子,C3654,26,2016-04-05,2016-05-24,ACRT00318,オトメイト
C15797,ラララ ララちゃん,C6254,24,2015-03-20,2016-02-25,ACRT00441,ハマダルリコ
C15801,猫も、オンダケ,C6257,12,2016-04-01,2016-06-17,ACRT00701,和田ラヂヲ
C15802,僕だけがいない街,C6258,12,2016-01-08,2016-03-25,ACRT00556,三部けい
C15803,PHANTASY STAR ONLINE 2 THE ANIMATION,C6259,12,2016-01-08,2016-04-01,ACRT00399,セガゲームス
C15804,だがしかし,C6260,23,2016-01-08,2016-04-01,ACRT00353,コトヤマ
C15805,おじさんとマシュマロ,C6261,13,2016-01-01,2016-03-25,ACRT01374,音井れこ丸
C15806,美少女遊戯ユニット クレーン ゲール Crane Game Girls,C6262,13,2016-04-06,2016-06-29,ACRT00909,日野トミー
C15807,暗殺教室[第2期],C5485,25,2016-01-08,2016-07-01,ACRT00955,松井優征
C15808,Divine Gate,C6264,12,2016-01-08,2016-03-25,ACRT00336,ガンホー・オンライン・エンターテイメント
C15809,靈劍山 星屑たちの宴,C6265,12,2016-01-09,2016-03-26,ACRT00705,国王陛下
C15809,靈劍山 星屑たちの宴,C6265,12,2016-01-09,2016-03-26,ACRT01126,猪画
C15809,靈劍山 星屑たちの宴,C6265,12,2016-01-09,2016-03-26,ACRT01272,菌小莫
C15810,ヘヴィー オブジェクト,C6268,37,2015-10-02,2016-03-26,ACRT00649,凪良
C15810,ヘヴィー オブジェクト,C6268,37,2015-10-02,2016-03-26,ACRT01352,鎌池和馬
C15811,GATE 自衛隊 彼の地にて、斯く戦えり[第2期],C5987,12,2016-01-09,2016-03-26,ACRT00975,柳内たくみ
C15812,亜人[第1期],C6185,13,2016-01-16,2016-04-09,ACRT00988,桜井画門
C15813,パンでP e a c e !,C6269,13,2016-04-03,2016-06-26,ACRT00124,emily
C15831,血界戦線[12話],C5949,1,2015-10-04,2015-10-04,ACRT00644,内藤泰弘
C15832,金田一 少年の 事件簿R Special 明智警部の事件簿,C1904,2,2015-12-26,2015-12-26,ACRT00188,さとうふみや
C15832,金田一 少年の 事件簿R Special 明智警部の事件簿,C1904,2,2015-12-26,2015-12-26,ACRT00748,天樹征丸
C15833,昭和元禄 落語心中,C6192,13,2016-01-09,2016-04-02,ACRT01369,雲田はるこ
C15835,Re:ゼロ から始める異世界生活,C6346,26,2016-04-03,2016-09-19,ACRT00738,大塚真一郎
C15835,Re:ゼロ から始める異世界生活,C6346,26,2016-04-03,2016-09-19,ACRT01355,長月達平
C15836,アルスラーン戦記 THE HEROIC LEGEND OF ARSLAN - 風塵乱舞 -,C1189,8,2016-07-03,2016-08-21,ACRT01139,田中芳樹
C15836,アルスラーン戦記 THE HEROIC LEGEND OF ARSLAN - 風塵乱舞 -,C1189,8,2016-07-03,2016-08-21,ACRT01265,荒川弘
C15837,D.Gray-man HALLOW,C3893,13,2016-07-05,2016-09-27,ACRT00915,星野桂
C15838,モブサイコ 100,C6349,13,2016-07-05,2016-09-28,ACRT00081,ONE
C15839,ラクエン ロジック Luck & Logic,C6351,13,2016-01-09,2016-12-31,ACRT00104,Septpia
C15841,タイムトラベル少女 マリ・ワカと8人の科学者たち,C6352,12,2016-07-09,2016-09-24,ACRT00967,板倉聖宣
C15842,僕のヒーローアカデミア,C6353,13,2016-04-03,2016-06-26,ACRT00719,堀越耕平
C15843,BLUE MERMAID ハイスクール・フリート,C6354,12,2016-04-10,2016-06-26,ACRT00006,AIS
C15843,BLUE MERMAID ハイスクール・フリート,C6354,12,2016-04-10,2016-06-26,ACRT01350,鈴木貴昭
C15844,チア男子!!,C6356,13,2016-07-05,2016-09-27,ACRT00928,朝井リョウ
C15845,B-PROJECT 鼓動*アンビシャス,C6357,13,2016-07-03,2016-09-25,ACRT00069,MAGES.
C15846,オトナの 一休さん[第1期],C6358,3,2016-06-06,2016-06-13,ACRT00242,ふじきみつ彦
C15846,オトナの 一休さん[第1期],C6358,3,2016-06-06,2016-06-13,ACRT00612,伊野孝行
C15847,アイコトバ,C6359,4,2016-09-08,2016-09-29,ACRT00555,三浦菜奈
C15847,アイコトバ,C6359,4,2016-09-08,2016-09-29,ACRT00902,新田恵海
C15848,ツキウタ。 THE ANIMATION,C6360,14,2016-06-29,2016-09-28,ACRT00243,ふじわら
C15849,RAGNASTRIKE ANGELS,C6361,12,2016-04-03,2016-06-19,ACRT00010,AniplexMobile
C15849,RAGNASTRIKE ANGELS,C6361,12,2016-04-03,2016-06-19,ACRT00025,DINGO
C15849,RAGNASTRIKE ANGELS,C6361,12,2016-04-03,2016-06-19,ACRT00871,庄司竜也
C15850,Re:ゼロ から始める休憩時間[ブレイク タイム],C6346,11,2016-04-08,2016-06-17,ACRT00738,大塚真一郎
C15850,Re:ゼロ から始める休憩時間[ブレイク タイム],C6346,11,2016-04-08,2016-06-17,ACRT01355,長月達平
C15851,Re:ぷち Re:プチから始める異世界生活,C6346,14,2016-06-24,2016-09-23,ACRT00738,大塚真一郎
C15851,Re:ぷち Re:プチから始める異世界生活,C6346,14,2016-06-24,2016-09-23,ACRT01355,長月達平
C15852,最弱無敗の 神装機竜 UNDEFEATED BAHAMUT CHRONICLE,C6365,12,2016-01-11,2016-03-28,ACRT00913,明月千里
C15852,最弱無敗の 神装機竜 UNDEFEATED BAHAMUT CHRONICLE,C6365,12,2016-01-11,2016-03-28,ACRT00916,春日歩
C15853,PRINCE OF STRIDE ALTERNATIVE BOYS SPRINT TO THE END OF SUMMER,C6367,12,2016-01-05,2016-03-22,ACRT00232,ののかなこ
C15853,PRINCE OF STRIDE ALTERNATIVE BOYS SPRINT TO THE END OF SUMMER,C6367,12,2016-01-05,2016-03-22,ACRT00640,内古閑智之
C15853,PRINCE OF STRIDE ALTERNATIVE BOYS SPRINT TO THE END OF SUMMER,C6367,12,2016-01-05,2016-03-22,ACRT00923,曽我部修司
C15854,おしえて! ギャル子 ちゃん,C6368,12,2016-01-08,2016-03-25,ACRT01345,鈴木健也
C15855,紅殻のパンドラ GHOST URN,C6294,12,2016-01-08,2016-03-25,ACRT00639,六道神士
C15855,紅殻のパンドラ GHOST URN,C6294,12,2016-01-08,2016-03-25,ACRT00722,士郎正宗
C15857,旅街レイトショー Awaiting my journey,C6370,4,2016-01-08,2016-01-29,ACRT00931,木下絵李
C15857,旅街レイトショー Awaiting my journey,C6370,4,2016-01-08,2016-01-29,ACRT01085,沼田友
C15858,この男子、 魔法がお仕事です。,C4461,4,2016-02-05,2016-02-26,ACRT00826,山本蒼美
C15859,彼女と彼女の猫 -Everything Flows-,C6371,4,2016-03-04,2016-03-25,ACRT00901,新海誠
C15860,ブブキ・ブランキ,C6372,13,2016-01-02,2016-03-26,ACRT00095,Quadrangle
C15861,うしおととら[第2期],C1428,13,2016-04-01,2016-06-24,ACRT01295,藤田和日郎
C15862,がんばれ! ルル ロロ TINY★TWIN★BEARS[第3期],C4636,10,2016-01-21,2016-03-24,ACRT00136,あいはらひろゆき
C15862,がんばれ! ルル ロロ TINY★TWIN★BEARS[第3期],C4636,10,2016-01-21,2016-03-24,ACRT00144,あだちなみ
C15863,あはれ! 名作 くん,C6373,26,2016-04-08,2016-09-30,ACRT00084,Pieinthesky
C15864,なめこ せかいのともだち,C5840,22,2016-04-10,2016-12-18,ACRT00363,サクセス
C15864,なめこ せかいのともだち,C5840,22,2016-04-10,2016-12-18,ACRT00457,ビーワークス
C15865,コンクリート ・ レボルティオ 超人幻想 THE LAST SONG,C6169,11,2016-04-10,2016-06-19,ACRT00015,BONES
C15865,コンクリート ・ レボルティオ 超人幻想 THE LAST SONG,C6169,11,2016-04-10,2016-06-19,ACRT00924,會川昇
C15867,宇宙 パトロール ルル 子,C6375,13,2016-04-01,2016-06-24,ACRT00113,TRIGGER
C15867,宇宙 パトロール ルル 子,C6375,13,2016-04-01,2016-06-24,ACRT00603,今石洋之
C15868,ばなにゃ バナナにひそむにゃんこ,C6376,13,2016-07-04,2016-09-26,ACRT00345,クーリア
C15869,ふらいんぐうぃっち,C6379,12,2016-04-10,2016-06-26,ACRT01177,石塚千尋
C15871,ジョジョの 奇妙な冒険 ダイヤモンドは砕けない,C1553,39,2016-04-02,2016-12-24,ACRT01267,荒木飛呂彦
C15872,魔法つかい プリキュア！,C2833,45,2016-02-07,2016-12-25,ACRT00558,上北ふたご
C15872,魔法つかい プリキュア！,C2833,45,2016-02-07,2016-12-25,ACRT00950,東堂いづみ
C15873,クロムクロ,C6381,26,2016-04-07,2016-09-29,ACRT00105,SnowGrouse
C15874,ベイブレードバースト,C2454,39,2016-04-04,2016-12-26,ACRT00980,柴田亮
C15874,ベイブレードバースト,C2454,39,2016-04-04,2016-12-26,ACRT01001,森多ヒロ
C15874,ベイブレードバースト,C2454,39,2016-04-04,2016-12-26,ACRT01385,高原文彦
C15875,KAGEWANI 影鰐 承,C6163,13,2016-04-01,2016-06-24,ACRT01387,高嶋友也
C15876,斉木楠雄のΨ難,C6382,65,2016-07-04,2016-09-30,ACRT01415,麻生周一
C15878,銀河機攻隊 マジェスティック プリンス[第25話],C5615,1,2016-09-30,2016-09-30,ACRT00462,フィールズ
C15878,銀河機攻隊 マジェスティック プリンス[第25話],C5615,1,2016-09-30,2016-09-30,ACRT00656,創通
C15879,デュエル・マスターズVSRF,C2650,28,2016-04-03,2016-09-25,ACRT00958,松本しげのぶ
C15879,デュエル・マスターズVSRF,C2650,28,2016-04-03,2016-09-25,ACRT01308,西手成人
C15880,うさかめ USAKAME High School,C6384,13,2016-04-05,2016-06-28,ACRT00531,ルーツ
C15880,うさかめ USAKAME High School,C6384,13,2016-04-05,2016-06-28,ACRT00986,桐沢十三
C15881,ワガママ ハイスペック,C6385,12,2016-04-12,2016-06-28,ACRT00538,ワガママハイスペック
C15881,ワガママ ハイスペック,C6385,12,2016-04-12,2016-06-28,ACRT00761,宇都宮つみれ
C15883,鬼斬,C6386,13,2016-04-07,2016-06-30,ACRT00362,サイバーステップ
C15884,ばくおん!!,C6387,12,2016-04-05,2016-06-21,ACRT00172,おりもとみまな
C15885,OZMAFIA!!,C6388,12,2016-07-07,2016-09-22,ACRT00045,HOBIBOX
C15885,OZMAFIA!!,C6388,12,2016-07-07,2016-09-22,ACRT00086,Poni-PachetSY
C15886,くまみこ Girl Meats Bear,C6390,12,2016-04-03,2016-06-19,ACRT00685,吉元ますめ
C15887,三者三葉,C6396,12,2016-04-11,2016-06-27,ACRT01263,荒井チェリー
C15888,少年 アシベ Go! Go! ゴマちゃん,C1213,26,2016-04-05,2016-12-20,ACRT00998,森下裕美
C15889,ねこねこ日本史,C6397,27,2016-04-06,2016-12-21,ACRT00197,そにしけんじ
C15890,あん ハピ♪ ANNE HAPPY,C6398,12,2016-04-07,2016-06-23,ACRT01130,琴慈
C15891,はんだくん,C5761,24,2016-07-08,2016-09-23,ACRT00515,ヨシノサツキ
C15892,orange,C6399,13,2016-07-04,2016-09-26,ACRT01402,高野苺
C15893,あまんちゅ！,C6401,14,2016-07-08,2016-09-23,ACRT00751,天野こずえ
C15896,この美術部 には 問題がある！,C6405,27,2016-07-08,2016-09-23,ACRT00160,いみぎむる
C15897,うさぎのモフィ[第3期],C6235,15,2016-01-18,2016-12-26,ACRT00356,コンドウアキ
C15897,うさぎのモフィ[第3期],C6235,15,2016-01-18,2016-12-26,ACRT00468,フランチェスコ・ミッセーリ
