acid,acname,asid,n_ae,first_date,last_date,actid,actname,wiki_size,gender
C10053,ゾイド 新世紀/ZERO,C2286,26,2001-01-06,2001-06-30,ACT01353,夏樹リオ,31608.0,female
C10053,ゾイド 新世紀/ZERO,C2286,26,2001-01-06,2001-06-30,ACT02103,川澄綾子,190814.0,female
C10053,ゾイド 新世紀/ZERO,C2286,26,2001-01-06,2001-06-30,ACT02331,斎賀みつき,120937.0,female
C10053,ゾイド 新世紀/ZERO,C2286,26,2001-01-06,2001-06-30,ACT07286,松風雅也,65288.0,male
C10053,ゾイド 新世紀/ZERO,C2286,26,2001-01-06,2001-06-30,ACT07515,櫻井孝宏,325313.0,male
C10053,ゾイド 新世紀/ZERO,C2286,26,2001-01-06,2001-06-30,ACT07869,田中総一郎,7038.0,male
C10053,ゾイド 新世紀/ZERO,C2286,26,2001-01-06,2001-06-30,ACT08390,藤原啓治,203368.0,male
C10053,ゾイド 新世紀/ZERO,C2286,26,2001-01-06,2001-06-30,ACT08620,酒井敬幸,15719.0,male
C10053,ゾイド 新世紀/ZERO,C2286,26,2001-01-06,2001-06-30,ACT08793,関根信昭,21039.0,male
C10053,ゾイド 新世紀/ZERO,C2286,26,2001-01-06,2001-06-30,ACT08923,高木渉,174971.0,male
C10054,破壊魔定光,C2459,10,2001-01-17,2001-03-21,ACT06081,坂口芳貞,47280.0,male
C10054,破壊魔定光,C2459,10,2001-01-17,2001-03-21,ACT06429,家富ヨウジ,4298.0,male
C10054,破壊魔定光,C2459,10,2001-01-17,2001-03-21,ACT06500,小杉十郎太,122448.0,male
C10054,破壊魔定光,C2459,10,2001-01-17,2001-03-21,ACT06666,山崎樹範,58668.0,male
C10054,破壊魔定光,C2459,10,2001-01-17,2001-03-21,ACT06722,山路和弘,156770.0,male
C10054,破壊魔定光,C2459,10,2001-01-17,2001-03-21,ACT06773,岩永哲哉,44534.0,male
C10054,破壊魔定光,C2459,10,2001-01-17,2001-03-21,ACT07011,掟ポルシェ,16472.0,male
C10054,破壊魔定光,C2459,10,2001-01-17,2001-03-21,ACT07017,斉藤信行,1502.0,male
C10054,破壊魔定光,C2459,10,2001-01-17,2001-03-21,ACT07238,松山鷹志,60250.0,male
C10054,破壊魔定光,C2459,10,2001-01-17,2001-03-21,ACT04563,野川さくら,84124.0,female
C10054,破壊魔定光,C2459,10,2001-01-17,2001-03-21,ACT08950,高橋広樹,168807.0,male
C10056,も～っと! おジャ魔女どれみ,C2226,50,2001-02-04,2002-01-27,ACT01060,千葉千恵巳,30764.0,female
C10056,も～っと! おジャ魔女どれみ,C2226,50,2001-02-04,2002-01-27,ACT01473,大谷育江,128332.0,female
C10056,も～っと! おジャ魔女どれみ,C2226,50,2001-02-04,2002-01-27,ACT01598,宍戸留美,52503.0,female
C10056,も～っと! おジャ魔女どれみ,C2226,50,2001-02-04,2002-01-27,ACT01616,宮原永海,21971.0,female
C10056,も～っと! おジャ魔女どれみ,C2226,50,2001-02-04,2002-01-27,ACT02241,徳光由禾,13636.0,female
C10056,も～っと! おジャ魔女どれみ,C2226,50,2001-02-04,2002-01-27,ACT02323,斉藤祐子,15305.0,female
C10056,も～っと! おジャ魔女どれみ,C2226,50,2001-02-04,2002-01-27,ACT02704,松岡由貴,72206.0,female
C10056,も～っと! おジャ魔女どれみ,C2226,50,2001-02-04,2002-01-27,ACT03101,水樹洵,5274.0,female
C10056,も～っと! おジャ魔女どれみ,C2226,50,2001-02-04,2002-01-27,ACT03157,永澤菜教,20456.0,female
C10056,も～っと! おジャ魔女どれみ,C2226,50,2001-02-04,2002-01-27,ACT03754,石毛佐和,27858.0,female
C10056,も～っと! おジャ魔女どれみ,C2226,50,2001-02-04,2002-01-27,ACT03847,秋谷智子,8002.0,female
C10056,も～っと! おジャ魔女どれみ,C2226,50,2001-02-04,2002-01-27,ACT04174,荘真由美,27315.0,female
C10056,も～っと! おジャ魔女どれみ,C2226,50,2001-02-04,2002-01-27,ACT04403,詩乃優花,10159.0,female
C10056,も～っと! おジャ魔女どれみ,C2226,50,2001-02-04,2002-01-27,ACT04926,高村めぐみ,3002.0,female
C10060,サラリーマン金太郎,C2460,20,2001-02-18,2001-03-18,ACT05553,仲木隆司,48623.0,male
C10060,サラリーマン金太郎,C2460,20,2001-02-18,2001-03-18,ACT05738,八木光生,16966.0,male
C10060,サラリーマン金太郎,C2460,20,2001-02-18,2001-03-18,ACT01016,勝生真沙子,98866.0,female
C10060,サラリーマン金太郎,C2460,20,2001-02-18,2001-03-18,ACT01299,城雅子,20996.0,female
C10060,サラリーマン金太郎,C2460,20,2001-02-18,2001-03-18,ACT06338,安井邦彦,35337.0,male
C10060,サラリーマン金太郎,C2460,20,2001-02-18,2001-03-18,ACT06370,宝亀克寿,133623.0,male
C10060,サラリーマン金太郎,C2460,20,2001-02-18,2001-03-18,ACT06441,富田耕生,112964.0,male
C10060,サラリーマン金太郎,C2460,20,2001-02-18,2001-03-18,ACT06829,川久保潔,38516.0,male
C10060,サラリーマン金太郎,C2460,20,2001-02-18,2001-03-18,ACT02212,弥永和子,54737.0,female
C10060,サラリーマン金太郎,C2460,20,2001-02-18,2001-03-18,ACT02785,柚木涼香,116872.0,female
C10060,サラリーマン金太郎,C2460,20,2001-02-18,2001-03-18,ACT07586,永野広一,17617.0,male
C10060,サラリーマン金太郎,C2460,20,2001-02-18,2001-03-18,ACT07648,河野智之,9274.0,male
C10060,サラリーマン金太郎,C2460,20,2001-02-18,2001-03-18,ACT07753,渡部猛,68936.0,male
C10060,サラリーマン金太郎,C2460,20,2001-02-18,2001-03-18,ACT08021,石川ひろあき,30642.0,male
C10060,サラリーマン金太郎,C2460,20,2001-02-18,2001-03-18,ACT08650,野沢那智,143076.0,male
C10060,サラリーマン金太郎,C2460,20,2001-02-18,2001-03-18,ACT08748,長克巳,38122.0,male
C10060,サラリーマン金太郎,C2460,20,2001-02-18,2001-03-18,ACT08793,関根信昭,21039.0,male
C10062,Dr.リンにきいてみて!,C2461,51,2001-03-05,2002-02-25,ACT00096,かかずゆみ,51953.0,female
C10062,Dr.リンにきいてみて!,C2461,51,2001-03-05,2002-02-25,ACT05345,下崎紘史,20995.0,male
C10062,Dr.リンにきいてみて!,C2461,51,2001-03-05,2002-02-25,ACT01062,千葉紗子,65895.0,female
C10062,Dr.リンにきいてみて!,C2461,51,2001-03-05,2002-02-25,ACT05926,反田孝幸,8570.0,male
C10062,Dr.リンにきいてみて!,C2461,51,2001-03-05,2002-02-25,ACT06189,外波山文明,16484.0,male
C10062,Dr.リンにきいてみて!,C2461,51,2001-03-05,2002-02-25,ACT07125,木内秀信,51168.0,male
C10062,Dr.リンにきいてみて!,C2461,51,2001-03-05,2002-02-25,ACT07316,柳原哲也,365.0,male
C10062,Dr.リンにきいてみて!,C2461,51,2001-03-05,2002-02-25,ACT07412,森山栄治,20513.0,male
C10062,Dr.リンにきいてみて!,C2461,51,2001-03-05,2002-02-25,ACT03021,横山智佐,71938.0,female
C10062,Dr.リンにきいてみて!,C2461,51,2001-03-05,2002-02-25,ACT03595,甲斐田ゆき,55738.0,female
C10062,Dr.リンにきいてみて!,C2461,51,2001-03-05,2002-02-25,ACT08000,石井康嗣,77896.0,male
C10062,Dr.リンにきいてみて!,C2461,51,2001-03-05,2002-02-25,ACT03899,竹内順子,77511.0,female
C10062,Dr.リンにきいてみて!,C2461,51,2001-03-05,2002-02-25,ACT04643,鈴木真仁,34875.0,female
C10062,Dr.リンにきいてみて!,C2461,51,2001-03-05,2002-02-25,ACT08873,風間勇刀,19457.0,male
C10062,Dr.リンにきいてみて!,C2461,51,2001-03-05,2002-02-25,ACT04875,香川葉月,1610.0,female
C10072,機動天使エンジェリックレイヤー,C2466,26,2001-04-01,2001-09-30,ACT00389,三石琴乃,154613.0,female
C10072,機動天使エンジェリックレイヤー,C2466,26,2001-04-01,2001-09-30,ACT00640,井上喜久子,241858.0,female
C10072,機動天使エンジェリックレイヤー,C2466,26,2001-04-01,2001-09-30,ACT05699,保志総一朗,171039.0,male
C10072,機動天使エンジェリックレイヤー,C2466,26,2001-04-01,2001-09-30,ACT01060,千葉千恵巳,30764.0,female
C10072,機動天使エンジェリックレイヤー,C2466,26,2001-04-01,2001-09-30,ACT01312,堀江由衣,298079.0,female
C10072,機動天使エンジェリックレイヤー,C2466,26,2001-04-01,2001-09-30,ACT06583,小野坂昌也,93182.0,male
C10072,機動天使エンジェリックレイヤー,C2466,26,2001-04-01,2001-09-30,ACT06633,山口勝平,171251.0,male
C10072,機動天使エンジェリックレイヤー,C2466,26,2001-04-01,2001-09-30,ACT02065,川上とも子,101372.0,female
C10072,機動天使エンジェリックレイヤー,C2466,26,2001-04-01,2001-09-30,ACT02103,川澄綾子,190814.0,female
C10072,機動天使エンジェリックレイヤー,C2466,26,2001-04-01,2001-09-30,ACT06915,幸野善之,16944.0,male
C10072,機動天使エンジェリックレイヤー,C2466,26,2001-04-01,2001-09-30,ACT02633,村井かずさ,25063.0,female
C10072,機動天使エンジェリックレイヤー,C2466,26,2001-04-01,2001-09-30,ACT02860,桑島法子,154671.0,female
C10072,機動天使エンジェリックレイヤー,C2466,26,2001-04-01,2001-09-30,ACT02971,植田佳奈,200278.0,female
C10072,機動天使エンジェリックレイヤー,C2466,26,2001-04-01,2001-09-30,ACT03006,榎本温子,57083.0,female
C10072,機動天使エンジェリックレイヤー,C2466,26,2001-04-01,2001-09-30,ACT03639,白鳥由里,49511.0,female
C10072,機動天使エンジェリックレイヤー,C2466,26,2001-04-01,2001-09-30,ACT08090,福山潤,286760.0,male
C10072,機動天使エンジェリックレイヤー,C2466,26,2001-04-01,2001-09-30,ACT04374,西川宏美,11465.0,female
C10072,機動天使エンジェリックレイヤー,C2466,26,2001-04-01,2001-09-30,ACT08792,関智一,266637.0,male
C10074,Cosmic Baton Girl コメットさん★,C1512,31,2001-04-01,2002-01-27,ACT00050,あおきさやか,19531.0,female
C10074,Cosmic Baton Girl コメットさん★,C1512,31,2001-04-01,2002-01-27,ACT00950,冨永みーな,60792.0,female
C10074,Cosmic Baton Girl コメットさん★,C1512,31,2001-04-01,2002-01-27,ACT06281,大竹宏,50239.0,male
C10074,Cosmic Baton Girl コメットさん★,C1512,31,2001-04-01,2002-01-27,ACT01766,小林沙苗,99085.0,female
C10074,Cosmic Baton Girl コメットさん★,C1512,31,2001-04-01,2002-01-27,ACT06723,山野井仁,72546.0,male
C10074,Cosmic Baton Girl コメットさん★,C1512,31,2001-04-01,2002-01-27,ACT06782,岩田安生,21530.0,male
C10074,Cosmic Baton Girl コメットさん★,C1512,31,2001-04-01,2002-01-27,ACT02106,川田妙子,42380.0,female
C10074,Cosmic Baton Girl コメットさん★,C1512,31,2001-04-01,2002-01-27,ACT02362,日下ちひろ,7099.0,female
C10074,Cosmic Baton Girl コメットさん★,C1512,31,2001-04-01,2002-01-27,ACT02580,本多知恵子,76824.0,female
C10074,Cosmic Baton Girl コメットさん★,C1512,31,2001-04-01,2002-01-27,ACT02704,松岡由貴,72206.0,female
C10074,Cosmic Baton Girl コメットさん★,C1512,31,2001-04-01,2002-01-27,ACT03157,永澤菜教,20456.0,female
C10074,Cosmic Baton Girl コメットさん★,C1512,31,2001-04-01,2002-01-27,ACT03265,津村まこと,35324.0,female
C10074,Cosmic Baton Girl コメットさん★,C1512,31,2001-04-01,2002-01-27,ACT03288,浅野まゆみ,41966.0,female
C10074,Cosmic Baton Girl コメットさん★,C1512,31,2001-04-01,2002-01-27,ACT04725,間宮くるみ,18442.0,female
C10076,こみっくパーティー,C2468,13,2001-04-02,2001-06-25,ACT00121,こおろぎさとみ,73558.0,female
C10076,こみっくパーティー,C2468,13,2001-04-02,2001-06-25,ACT00236,むたあきこ,10435.0,female
C10076,こみっくパーティー,C2468,13,2001-04-02,2001-06-25,ACT05699,保志総一朗,171039.0,male
C10076,こみっくパーティー,C2468,13,2001-04-02,2001-06-25,ACT01312,堀江由衣,298079.0,female
C10076,こみっくパーティー,C2468,13,2001-04-02,2001-06-25,ACT06418,宮田幸季,96351.0,male
C10076,こみっくパーティー,C2468,13,2001-04-02,2001-06-25,ACT02103,川澄綾子,190814.0,female
C10076,こみっくパーティー,C2468,13,2001-04-02,2001-06-25,ACT04073,能登麻美子,204373.0,female
C10076,こみっくパーティー,C2468,13,2001-04-02,2001-06-25,ACT04144,茂呂田かおる,15704.0,female
C10076,こみっくパーティー,C2468,13,2001-04-02,2001-06-25,ACT04154,茶山莉子,8391.0,female
C10076,こみっくパーティー,C2468,13,2001-04-02,2001-06-25,ACT08352,菊池正美,47218.0,male
C10076,こみっくパーティー,C2468,13,2001-04-02,2001-06-25,ACT08608,遠近孝一,44235.0,male
C10076,こみっくパーティー,C2468,13,2001-04-02,2001-06-25,ACT08754,長嶝高士,69726.0,male
C10076,こみっくパーティー,C2468,13,2001-04-02,2001-06-25,ACT04883,馬場澄江,5868.0,female
C10078,超GALS! 寿蘭,C2469,52,2001-04-01,2002-03-31,ACT01340,壱智村小真,9627.0,female
C10078,超GALS! 寿蘭,C2469,52,2001-04-01,2002-03-31,ACT06418,宮田幸季,96351.0,male
C10078,超GALS! 寿蘭,C2469,52,2001-04-01,2002-03-31,ACT06469,小尾元政,13196.0,male
C10078,超GALS! 寿蘭,C2469,52,2001-04-01,2002-03-31,ACT01755,小林優子,42689.0,female
C10078,超GALS! 寿蘭,C2469,52,2001-04-01,2002-03-31,ACT02050,島涼香,6435.0,female
C10078,超GALS! 寿蘭,C2469,52,2001-04-01,2002-03-31,ACT02451,春林,1854.0,female
C10078,超GALS! 寿蘭,C2469,52,2001-04-01,2002-03-31,ACT03189,池澤春菜,76981.0,female
C10078,超GALS! 寿蘭,C2469,52,2001-04-01,2002-03-31,ACT07959,真夏竜,33117.0,male
C10078,超GALS! 寿蘭,C2469,52,2001-04-01,2002-03-31,ACT08078,神谷浩史,236741.0,male
C10078,超GALS! 寿蘭,C2469,52,2001-04-01,2002-03-31,ACT08136,立木文彦,158111.0,male
C10078,超GALS! 寿蘭,C2469,52,2001-04-01,2002-03-31,ACT04424,豊口めぐみ,130318.0,female
C10078,超GALS! 寿蘭,C2469,52,2001-04-01,2002-03-31,ACT04613,釘宮理恵,302690.0,female
C10078,超GALS! 寿蘭,C2469,52,2001-04-01,2002-03-31,ACT08731,鈴村健一,277331.0,male
C10078,超GALS! 寿蘭,C2469,52,2001-04-01,2002-03-31,ACT08950,高橋広樹,168807.0,male
C10080,デジモンテイマーズ,C2231,51,2001-04-01,2002-03-31,ACT00677,今井由香,38617.0,female
C10080,デジモンテイマーズ,C2231,51,2001-04-01,2002-03-31,ACT01375,多田葵,11055.0,female
C10080,デジモンテイマーズ,C2231,51,2001-04-01,2002-03-31,ACT01593,安達まり,13083.0,female
C10080,デジモンテイマーズ,C2231,51,2001-04-01,2002-03-31,ACT01887,山口眞弓,19635.0,female
C10080,デジモンテイマーズ,C2231,51,2001-04-01,2002-03-31,ACT06901,平田広明,128743.0,male
C10080,デジモンテイマーズ,C2231,51,2001-04-01,2002-03-31,ACT02294,折笠富美子,105986.0,female
C10080,デジモンテイマーズ,C2231,51,2001-04-01,2002-03-31,ACT02754,松谷彼哉,27176.0,female
C10080,デジモンテイマーズ,C2231,51,2001-04-01,2002-03-31,ACT03167,永野愛,17502.0,female
C10080,デジモンテイマーズ,C2231,51,2001-04-01,2002-03-31,ACT03265,津村まこと,35324.0,female
C10080,デジモンテイマーズ,C2231,51,2001-04-01,2002-03-31,ACT03286,浅田葉子,12109.0,female
C10080,デジモンテイマーズ,C2231,51,2001-04-01,2002-03-31,ACT04580,野沢雅子,140309.0,female
C10080,デジモンテイマーズ,C2231,51,2001-04-01,2002-03-31,ACT08667,金光宣明,48748.0,male
C10080,デジモンテイマーズ,C2231,51,2001-04-01,2002-03-31,ACT08675,金子由之,20808.0,male
C10080,デジモンテイマーズ,C2231,51,2001-04-01,2002-03-31,ACT04609,金田朋子,83741.0,female
C10080,デジモンテイマーズ,C2231,51,2001-04-01,2002-03-31,ACT04801,青山桐子,17757.0,female
C10080,デジモンテイマーズ,C2231,51,2001-04-01,2002-03-31,ACT08950,高橋広樹,168807.0,male
C10082,RUN=DIM,C2470,13,2001-04-01,2001-06-24,ACT05357,中井和哉,133543.0,male
C10082,RUN=DIM,C2470,13,2001-04-01,2001-06-24,ACT05432,中田譲治,139946.0,male
C10082,RUN=DIM,C2470,13,2001-04-01,2001-06-24,ACT06418,宮田幸季,96351.0,male
C10082,RUN=DIM,C2470,13,2001-04-01,2001-06-24,ACT06843,川津泰彦,48561.0,male
C10082,RUN=DIM,C2470,13,2001-04-01,2001-06-24,ACT06845,川田紳司,73008.0,male
C10082,RUN=DIM,C2470,13,2001-04-01,2001-06-24,ACT02390,日野由利加,66038.0,female
C10082,RUN=DIM,C2470,13,2001-04-01,2001-06-24,ACT02482,有島モユ,13707.0,female
C10082,RUN=DIM,C2470,13,2001-04-01,2001-06-24,ACT07404,森久保祥太郎,202836.0,male
C10082,RUN=DIM,C2470,13,2001-04-01,2001-06-24,ACT08236,置鮎龍太郎,208838.0,male
C10082,RUN=DIM,C2470,13,2001-04-01,2001-06-24,ACT08309,草尾毅,166430.0,male
C10082,RUN=DIM,C2470,13,2001-04-01,2001-06-24,ACT04600,金月真美,36721.0,female
C10082,RUN=DIM,C2470,13,2001-04-01,2001-06-24,ACT08737,銀河万丈,139691.0,male
C10082,RUN=DIM,C2470,13,2001-04-01,2001-06-24,ACT04690,長沢美樹,40862.0,female
C10082,RUN=DIM,C2470,13,2001-04-01,2001-06-24,ACT08911,高塚正也,40113.0,male
C10082,RUN=DIM,C2470,13,2001-04-01,2001-06-24,ACT09016,麻生智久,49465.0,male
C10086,ジャングルはいつもハレのちグゥ,C2471,26,2001-04-03,2001-09-25,ACT00508,中村尚子,8598.0,female
C10086,ジャングルはいつもハレのちグゥ,C2471,26,2001-04-03,2001-09-25,ACT05699,保志総一朗,171039.0,male
C10086,ジャングルはいつもハレのちグゥ,C2471,26,2001-04-03,2001-09-25,ACT01556,宇和川恵美,16937.0,female
C10086,ジャングルはいつもハレのちグゥ,C2471,26,2001-04-03,2001-09-25,ACT06773,岩永哲哉,44534.0,male
C10086,ジャングルはいつもハレのちグゥ,C2471,26,2001-04-03,2001-09-25,ACT02263,愛河里花子,47451.0,female
C10086,ジャングルはいつもハレのちグゥ,C2471,26,2001-04-03,2001-09-25,ACT02704,松岡由貴,72206.0,female
C10086,ジャングルはいつもハレのちグゥ,C2471,26,2001-04-03,2001-09-25,ACT03019,横尾まり,42055.0,female
C10086,ジャングルはいつもハレのちグゥ,C2471,26,2001-04-03,2001-09-25,ACT03138,氷上恭子,51032.0,female
C10086,ジャングルはいつもハレのちグゥ,C2471,26,2001-04-03,2001-09-25,ACT03391,渡辺菜生子,31978.0,female
C10086,ジャングルはいつもハレのちグゥ,C2471,26,2001-04-03,2001-09-25,ACT07823,玄田哲章,258062.0,male
C10086,ジャングルはいつもハレのちグゥ,C2471,26,2001-04-03,2001-09-25,ACT03639,白鳥由里,49511.0,female
C10086,ジャングルはいつもハレのちグゥ,C2471,26,2001-04-03,2001-09-25,ACT07965,真殿光昭,76049.0,male
C10086,ジャングルはいつもハレのちグゥ,C2471,26,2001-04-03,2001-09-25,ACT08046,石田彰,280140.0,male
C10086,ジャングルはいつもハレのちグゥ,C2471,26,2001-04-03,2001-09-25,ACT08236,置鮎龍太郎,208838.0,male
C10086,ジャングルはいつもハレのちグゥ,C2471,26,2001-04-03,2001-09-25,ACT04144,茂呂田かおる,15704.0,female
C10088,STAR OCEAN EX,C2472,26,2001-04-03,2001-09-25,ACT05107,うすいたかやす,14643.0,male
C10088,STAR OCEAN EX,C2472,26,2001-04-03,2001-09-25,ACT01065,半場友恵,36340.0,female
C10088,STAR OCEAN EX,C2472,26,2001-04-03,2001-09-25,ACT06334,子安武人,253119.0,male
C10088,STAR OCEAN EX,C2472,26,2001-04-03,2001-09-25,ACT06970,志村知幸,77491.0,male
C10088,STAR OCEAN EX,C2472,26,2001-04-03,2001-09-25,ACT07255,松本保典,161149.0,male
C10088,STAR OCEAN EX,C2472,26,2001-04-03,2001-09-25,ACT04600,金月真美,36721.0,female
C10088,STAR OCEAN EX,C2472,26,2001-04-03,2001-09-25,ACT08792,関智一,266637.0,male
C10088,STAR OCEAN EX,C2472,26,2001-04-03,2001-09-25,ACT04851,飯塚雅弓,208281.0,female
C10090,魔法戦士 リウイ,C2473,24,2001-04-03,2001-09-18,ACT05298,三木眞一郎,216561.0,male
C10090,魔法戦士 リウイ,C2473,24,2001-04-03,2001-09-18,ACT00640,井上喜久子,241858.0,female
C10090,魔法戦士 リウイ,C2473,24,2001-04-03,2001-09-18,ACT06150,塚田正昭,65693.0,male
C10090,魔法戦士 リウイ,C2473,24,2001-04-03,2001-09-18,ACT06577,小西克幸,226715.0,male
C10090,魔法戦士 リウイ,C2473,24,2001-04-03,2001-09-18,ACT06659,山崎たくみ,59257.0,male
C10090,魔法戦士 リウイ,C2473,24,2001-04-03,2001-09-18,ACT02065,川上とも子,101372.0,female
C10090,魔法戦士 リウイ,C2473,24,2001-04-03,2001-09-18,ACT02294,折笠富美子,105986.0,female
C10090,魔法戦士 リウイ,C2473,24,2001-04-03,2001-09-18,ACT02737,松来未祐,93537.0,female
C10090,魔法戦士 リウイ,C2473,24,2001-04-03,2001-09-18,ACT02785,柚木涼香,116872.0,female
