マンガ雑誌巻号名,マンガ作品数,マンガ作者数,合計ページ数,発売日,価格,マンガ雑誌名,マンガ作品数（ジッタリング後）,マンガ作者数（ジッタリング後）,発売年
週刊少年サンデー 1995年 表示号数39,22,25,428.0,1995-09-13,210.0,週刊少年サンデー,21.927089503412038,24.943186872659915,1995
週刊少年サンデー 1995年 表示号数4,22,25,420.0,1995-01-18,210.0,週刊少年サンデー,21.564744297910273,24.81813097257005,1995
週刊少年サンデー 1995年 表示号数40,22,25,423.0,1995-09-20,200.0,週刊少年サンデー,21.804923898374614,24.74405017091845,1995
週刊少年サンデー 1995年 表示号数41,23,26,419.0,1995-09-27,200.0,週刊少年サンデー,23.06777819911168,26.141941184913914,1995
週刊少年サンデー 1995年 表示号数42,23,26,423.0,1995-10-04,200.0,週刊少年サンデー,23.261255843875674,26.37613046666617,1995
週刊少年サンデー 1995年 表示号数43,23,26,421.0,1995-10-11,200.0,週刊少年サンデー,23.149759881594047,25.85539325686709,1995
週刊少年サンデー 1995年 表示号数44,23,26,418.0,1995-10-18,200.0,週刊少年サンデー,22.914826914030517,25.750594789540486,1995
週刊少年サンデー 1995年 表示号数45,23,26,423.0,1995-10-25,200.0,週刊少年サンデー,22.68420677197871,25.715074977991804,1995
週刊少年サンデー 1995年 表示号数46,23,26,423.0,1995-11-01,200.0,週刊少年サンデー,22.30566021364314,26.374101327840055,1995
週刊少年サンデー 1995年 表示号数47,23,26,437.0,1995-11-08,210.0,週刊少年サンデー,23.2879334936952,26.417682305427732,1995
週刊少年サンデー 1995年 表示号数48,23,26,423.0,1995-11-15,200.0,週刊少年サンデー,22.852692753372462,25.912882214970175,1995
週刊少年サンデー 1995年 表示号数49,23,26,419.0,1995-11-22,200.0,週刊少年サンデー,22.887883748448985,26.13442627186022,1995
週刊少年サンデー 1995年 表示号数5,23,26,447.0,1995-01-25,210.0,週刊少年サンデー,23.032893491977017,25.999273637431116,1995
週刊少年サンデー 1995年 表示号数50,22,25,423.0,1995-11-29,200.0,週刊少年サンデー,21.648609988152028,24.98484242443019,1995
週刊少年サンデー 1995年 表示号数51,22,25,421.0,1995-12-06,200.0,週刊少年サンデー,21.912554454972117,25.241005658054355,1995
週刊少年サンデー 1995年 表示号数52,22,26,423.0,1995-12-13,200.0,週刊少年サンデー,22.505867987442493,26.11023900017011,1995
週刊少年サンデー 1995年 表示号数7,23,26,407.0,1995-02-01,200.0,週刊少年サンデー,23.126346734644336,26.082372491690368,1995
週刊少年サンデー 1995年 表示号数8,23,26,407.0,1995-02-08,200.0,週刊少年サンデー,23.089812289128364,25.926855266160022,1995
週刊少年サンデー 1995年 表示号数9,23,26,407.0,1995-02-15,200.0,週刊少年サンデー,22.60437638050456,26.20390008992772,1995
週刊少年サンデー 1996年 表示号数1,22,27,453.0,1996-01-01,210.0,週刊少年サンデー,22.56090047364566,26.92949852439726,1996
週刊少年サンデー 1996年 表示号数10,23,27,421.0,1996-02-21,200.0,週刊少年サンデー,22.644301272843414,27.012480622016962,1996
週刊少年サンデー 1996年 表示号数11,22,26,421.0,1996-02-28,200.0,週刊少年サンデー,22.4805811888611,26.05486937344386,1996
週刊少年サンデー 1996年 表示号数12,23,27,459.0,1996-03-06,210.0,週刊少年サンデー,22.47123599620305,26.69971108618664,1996
週刊少年サンデー 1996年 表示号数13,22,26,439.0,1996-03-13,200.0,週刊少年サンデー,22.351341359681104,25.925226258309714,1996
週刊少年サンデー 1996年 表示号数14,21,25,433.0,1996-03-20,210.0,週刊少年サンデー,21.404513567250056,24.921849246583733,1996
週刊少年サンデー 1996年 表示号数15,22,26,432.0,1996-03-27,210.0,週刊少年サンデー,21.793897719668042,26.02530077162458,1996
週刊少年サンデー 1996年 表示号数16,22,26,457.0,1996-04-03,220.0,週刊少年サンデー,22.105645093068222,25.72204547730612,1996
週刊少年サンデー 1996年 表示号数17,23,28,469.0,1996-04-10,220.0,週刊少年サンデー,23.136870143026165,27.70336207476375,1996
週刊少年サンデー 1996年 表示号数18,23,28,432.0,1996-04-17,210.0,週刊少年サンデー,22.796551379192174,28.405865525823273,1996
週刊少年サンデー 1996年 表示号数19,22,27,409.0,1996-04-24,200.0,週刊少年サンデー,21.637720597315766,27.289110901598413,1996
週刊少年サンデー 1996年 表示号数2,22,26,437.0,1996-01-08,210.0,週刊少年サンデー,21.670570664214807,26.222259839175525,1996
週刊少年サンデー 1996年 表示号数20,23,28,418.0,1996-05-01,200.0,週刊少年サンデー,23.13525205498995,28.456204696647497,1996
週刊少年サンデー 1996年 表示号数21,23,28,453.0,1996-05-08,220.0,週刊少年サンデー,22.978721099370148,28.10489880938739,1996
週刊少年サンデー 1996年 表示号数23,24,29,419.0,1996-05-22,200.0,週刊少年サンデー,23.85892474167446,28.977230316268205,1996
週刊少年サンデー 1996年 表示号数24,23,28,455.0,1996-05-29,210.0,週刊少年サンデー,23.241692002791616,28.120543937108366,1996
週刊少年サンデー 1996年 表示号数25,24,29,462.0,1996-06-05,210.0,週刊少年サンデー,24.127016977347868,28.530178252137457,1996
週刊少年サンデー 1996年 表示号数26,24,29,461.0,1996-06-12,210.0,週刊少年サンデー,23.81113431840859,28.725479213644743,1996
週刊少年サンデー 1996年 表示号数27,24,29,463.0,1996-06-19,210.0,週刊少年サンデー,23.699699620245653,29.189659265755363,1996
週刊少年サンデー 1996年 表示号数28,24,28,455.0,1996-06-26,210.0,週刊少年サンデー,24.13081543467202,28.00815387078917,1996
週刊少年サンデー 1996年 表示号数29,23,28,451.0,1996-07-03,210.0,週刊少年サンデー,22.865604157860485,27.68059091622969,1996
週刊少年サンデー 1996年 表示号数3,23,27,452.0,1996-01-10,220.0,週刊少年サンデー,23.024801215632877,27.164634217889947,1996
週刊少年サンデー 1996年 表示号数30,24,29,469.0,1996-07-10,220.0,週刊少年サンデー,24.394074743156928,29.24972541224832,1996
週刊少年サンデー 1996年 表示号数31,24,29,463.0,1996-07-17,210.0,週刊少年サンデー,24.125582060018694,29.166969890341083,1996
週刊少年サンデー 1996年 表示号数32,23,29,451.0,1996-07-24,210.0,週刊少年サンデー,22.784433250061692,28.992425805140297,1996
週刊少年サンデー 1996年 表示号数33,23,29,438.0,1996-07-31,210.0,週刊少年サンデー,23.040165297454944,28.790987629986905,1996
週刊少年サンデー 1996年 表示号数34,24,29,433.0,1996-08-07,210.0,週刊少年サンデー,23.761838761796152,29.02689873454213,1996
週刊少年サンデー 1996年 表示号数35,22,27,429.0,1996-08-14,210.0,週刊少年サンデー,22.40213053898718,27.10673108220642,1996
週刊少年サンデー 1996年 表示号数36,24,29,467.0,1996-08-21,220.0,週刊少年サンデー,23.859605312599196,28.910352800583674,1996
週刊少年サンデー 1996年 表示号数38,22,26,445.0,1996-09-04,210.0,週刊少年サンデー,22.051817686743405,26.150758977531673,1996
週刊少年サンデー 1996年 表示号数39,24,28,465.0,1996-09-11,210.0,週刊少年サンデー,24.07693314366986,28.07860798343812,1996
週刊少年サンデー 1996年 表示号数40,23,27,439.0,1996-09-18,210.0,週刊少年サンデー,23.039812617093425,27.083278637617873,1996
週刊少年サンデー 1996年 表示号数41,23,27,439.0,1996-09-25,210.0,週刊少年サンデー,22.510362761215866,26.4918650527946,1996
週刊少年サンデー 1996年 表示号数42,22,26,439.0,1996-10-02,210.0,週刊少年サンデー,21.63839473400417,26.270273248255272,1996
週刊少年サンデー 1996年 表示号数43,23,27,439.0,1996-10-09,210.0,週刊少年サンデー,22.886912431107728,27.43109792998797,1996
週刊少年サンデー 1996年 表示号数44,23,27,447.0,1996-10-16,210.0,週刊少年サンデー,23.079857958332884,26.899383093857598,1996
週刊少年サンデー 1996年 表示号数45,24,28,448.0,1996-10-23,210.0,週刊少年サンデー,23.965555196428557,27.63077525470363,1996
週刊少年サンデー 1996年 表示号数46,23,27,439.0,1996-10-30,210.0,週刊少年サンデー,22.760713131712247,27.15973232985495,1996
週刊少年サンデー 1996年 表示号数47,23,27,439.0,1996-11-06,210.0,週刊少年サンデー,22.662893920219574,26.88358506689154,1996
週刊少年サンデー 1996年 表示号数48,23,27,439.0,1996-11-13,210.0,週刊少年サンデー,22.899610613875165,26.758246907247948,1996
週刊少年サンデー 1996年 表示号数49,22,26,439.0,1996-11-20,210.0,週刊少年サンデー,21.88288098883007,26.30442906396884,1996
週刊少年サンデー 1996年 表示号数5,22,26,454.0,1996-01-18,220.0,週刊少年サンデー,22.12820911439819,25.65415516187846,1996
週刊少年サンデー 1996年 表示号数50,22,26,439.0,1996-11-27,210.0,週刊少年サンデー,21.918420384460422,26.179357155509265,1996
週刊少年サンデー 1996年 表示号数51,22,26,439.0,1996-12-04,210.0,週刊少年サンデー,22.150676914107333,25.688066469773545,1996
週刊少年サンデー 1996年 表示号数52,22,26,439.0,1996-12-11,210.0,週刊少年サンデー,21.8513375575699,26.365566995693868,1996
週刊少年サンデー 1996年 表示号数7,22,26,423.0,1996-01-31,200.0,週刊少年サンデー,21.936010582696433,26.129138116510592,1996
週刊少年サンデー 1996年 表示号数8,23,27,430.0,1996-02-07,200.0,週刊少年サンデー,22.912988405089344,26.935651250873292,1996
週刊少年サンデー 1996年 表示号数9,23,27,423.0,1996-02-14,200.0,週刊少年サンデー,22.804408258274478,27.037342489528722,1996
週刊少年サンデー 1997年 表示号数1,22,26,449.0,1997-01-01,220.0,週刊少年サンデー,22.156279664108432,26.145521846870835,1997
週刊少年サンデー 1997年 表示号数10,25,28,439.0,1997-02-19,210.0,週刊少年サンデー,24.796601000726373,28.20747359435778,1997
週刊少年サンデー 1997年 表示号数11,24,27,439.0,1997-02-26,210.0,週刊少年サンデー,23.869589622507345,27.206947857073057,1997
週刊少年サンデー 1997年 表示号数12,23,26,439.0,1997-03-05,210.0,週刊少年サンデー,22.98172008851295,26.136682566479106,1997
週刊少年サンデー 1997年 表示号数13,23,26,429.0,1997-03-12,210.0,週刊少年サンデー,22.675655086010813,25.880654584441835,1997
週刊少年サンデー 1997年 表示号数14,24,27,449.0,1997-03-19,220.0,週刊少年サンデー,23.918766260419876,27.166019886881845,1997
週刊少年サンデー 1997年 表示号数15,24,27,461.0,1997-03-26,220.0,週刊少年サンデー,23.822173410064302,26.672168904497628,1997
週刊少年サンデー 1997年 表示号数16,25,28,461.0,1997-04-02,220.0,週刊少年サンデー,24.902961451879438,28.251023276150374,1997
週刊少年サンデー 1997年 表示号数17,24,27,445.0,1997-04-09,220.0,週刊少年サンデー,23.98501799933223,27.218251459328883,1997
週刊少年サンデー 1997年 表示号数18,24,27,442.0,1997-04-16,210.0,週刊少年サンデー,23.800021594214833,27.348520260625108,1997
週刊少年サンデー 1997年 表示号数19,25,28,443.0,1997-04-23,210.0,週刊少年サンデー,24.94498105504491,27.85280509820787,1997
週刊少年サンデー 1997年 表示号数2,23,27,470.0,1997-01-02,220.0,週刊少年サンデー,23.327167188088044,27.0465529246174,1997
週刊少年サンデー 1997年 表示号数20,23,26,437.0,1997-04-30,210.0,週刊少年サンデー,22.993550360436377,26.21457150022055,1997
週刊少年サンデー 1997年 表示号数21,27,29,471.0,1997-05-07,220.0,週刊少年サンデー,27.286315543254805,29.079464469775566,1997
週刊少年サンデー 1997年 表示号数23,24,27,429.0,1997-05-21,210.0,週刊少年サンデー,24.08662361050169,26.893333178990385,1997
週刊少年サンデー 1997年 表示号数24,24,27,435.0,1997-05-28,210.0,週刊少年サンデー,24.193540152454705,27.076832766761765,1997
週刊少年サンデー 1997年 表示号数25,25,28,439.0,1997-06-04,210.0,週刊少年サンデー,24.806385257807293,28.0170080086671,1997
週刊少年サンデー 1997年 表示号数26,23,26,423.0,1997-06-11,210.0,週刊少年サンデー,23.026226791271377,26.248925985352628,1997
週刊少年サンデー 1997年 表示号数27,23,26,429.0,1997-06-18,210.0,週刊少年サンデー,23.03347823065387,25.8428843618113,1997
週刊少年サンデー 1997年 表示号数28,23,26,423.0,1997-06-25,210.0,週刊少年サンデー,22.846843565281265,26.08487195139225,1997
週刊少年サンデー 1997年 表示号数29,22,25,425.0,1997-07-02,210.0,週刊少年サンデー,21.79429291892643,25.073232781420142,1997
週刊少年サンデー 1997年 表示号数30,23,26,435.0,1997-07-09,210.0,週刊少年サンデー,22.627433653023175,26.189332031074265,1997
週刊少年サンデー 1997年 表示号数31,24,27,439.0,1997-07-16,210.0,週刊少年サンデー,24.374034909237906,26.98177693869703,1997
週刊少年サンデー 1997年 表示号数32,24,27,475.0,1997-07-23,220.0,週刊少年サンデー,23.756899277661876,27.031828658893023,1997
週刊少年サンデー 1997年 表示号数33,24,27,475.0,1997-07-30,220.0,週刊少年サンデー,24.336555268305574,26.982262581274785,1997
週刊少年サンデー 1997年 表示号数34,23,26,449.0,1997-08-06,220.0,週刊少年サンデー,22.883126706585536,26.00851646563846,1997
週刊少年サンデー 1997年 表示号数35,24,27,449.0,1997-08-13,220.0,週刊少年サンデー,23.784376675068817,27.00208979068937,1997
週刊少年サンデー 1997年 表示号数36,24,27,481.0,1997-08-20,230.0,週刊少年サンデー,24.15562978507625,26.918313862154562,1997
週刊少年サンデー 1997年 表示号数38,25,28,477.0,1997-09-03,220.0,週刊少年サンデー,24.842202014563284,28.706824948514914,1997
週刊少年サンデー 1997年 表示号数39,24,27,455.0,1997-09-10,220.0,週刊少年サンデー,24.14211472973107,26.78902212801555,1997
週刊少年サンデー 1997年 表示号数4,24,28,463.0,1997-01-15,220.0,週刊少年サンデー,23.916797058786948,27.706647523416976,1997
週刊少年サンデー 1997年 表示号数40,22,25,451.0,1997-09-17,220.0,週刊少年サンデー,22.120106124029448,24.80109334680272,1997
週刊少年サンデー 1997年 表示号数41,23,26,459.0,1997-09-24,220.0,週刊少年サンデー,22.757953484023222,25.822486862751738,1997
週刊少年サンデー 1997年 表示号数42,24,27,455.0,1997-10-01,220.0,週刊少年サンデー,24.20783776449619,27.002859142788854,1997
週刊少年サンデー 1997年 表示号数43,23,26,454.0,1997-10-08,220.0,週刊少年サンデー,23.12199317066575,26.35773319946066,1997
週刊少年サンデー 1997年 表示号数44,24,27,443.0,1997-10-15,220.0,週刊少年サンデー,23.770087327484333,27.42209594574875,1997
週刊少年サンデー 1997年 表示号数45,24,27,439.0,1997-10-22,220.0,週刊少年サンデー,24.660733930253684,27.0593310909908,1997
週刊少年サンデー 1997年 表示号数46,25,28,436.0,1997-10-29,220.0,週刊少年サンデー,25.135030756600123,27.375446821435084,1997
週刊少年サンデー 1997年 表示号数47,24,27,439.0,1997-11-05,220.0,週刊少年サンデー,24.572616767632635,27.096089838268664,1997
週刊少年サンデー 1997年 表示号数48,25,28,455.0,1997-11-12,220.0,週刊少年サンデー,25.40006695468719,27.67233635859365,1997
週刊少年サンデー 1997年 表示号数49,24,27,435.0,1997-11-19,220.0,週刊少年サンデー,23.952791304945553,26.874824606203124,1997
週刊少年サンデー 1997年 表示号数5,24,28,465.0,1997-01-16,220.0,週刊少年サンデー,23.896932061348863,27.712569302964713,1997
