ccid,crtid,ccname,n_ce,n_2c,n_4c,first_date,last_date,mcid,mcname,crtname
C94734,CCRT01100,畳の上のミクロ,19,0,1,2009-06-11,2009-10-22,C120282,週刊少年チャンピオン,吉木まさかず
C94735,CCRT01104,だちっ子,18,0,0,1980-12-15,1981-04-10,C120282,週刊少年チャンピオン,吉森みき男
C94736,CCRT00087,ダックテール,2,0,0,1990-03-22,1990-03-29,C120282,週刊少年チャンピオン,いなばてつのすけ
C94737,CCRT02779,奪取の仮面,1,0,0,2000-09-07,2000-09-07,C120282,週刊少年チャンピオン,米原秀幸
C94740,CCRT00658,煙草撲滅委員会,1,0,0,1984-08-31,1984-08-31,C120282,週刊少年チャンピオン,上野顕太郎
C94741,CCRT01409,タマゴたまご,43,9,1,1981-02-27,1981-12-18,C120282,週刊少年チャンピオン,富士鷹なすび
C94742,CCRT01831,タマサブローの大冒険,1,0,0,1982-06-04,1982-06-04,C120282,週刊少年チャンピオン,手塚治虫
C94743,CCRT01587,たまたまポンチー,8,0,1,2010-11-25,2011-01-27,C120282,週刊少年チャンピオン,山本康人
C94744,CCRT00974,ダマリンの話,1,0,0,1987-03-06,1987-03-06,C120282,週刊少年チャンピオン,前川みずほ
C94745,CCRT02201,タレン党,1,0,0,1974-12-02,1974-12-02,C120282,週刊少年チャンピオン,森田拳次
C94746,CCRT02642,タロ吉1992,1,0,0,1982-01-22,1982-01-22,C120282,週刊少年チャンピオン,石坂啓
C94747,CCRT00329,タロのD51,1,0,0,1972-10-23,1972-10-23,C120282,週刊少年チャンピオン,まつもと一隆
C94747,CCRT02587,タロのD51,1,0,0,1972-10-23,1972-10-23,C120282,週刊少年チャンピオン,相良俊輔
C94748,CCRT02692,弾が行く!,1,0,0,1980-04-14,1980-04-14,C120282,週刊少年チャンピオン,神矢みのる
C94749,CCRT01957,弾丸スマッシュ!,2,0,0,2002-03-14,2002-03-21,C120282,週刊少年チャンピオン,木村さとし
C94750,CCRT02649,男旗,160,0,13,1989-04-07,2009-08-06,C120282,週刊少年チャンピオン,石山東吉
C94751,CCRT00432,たんころりんの逆襲,1,0,0,1988-05-20,1988-05-20,C120282,週刊少年チャンピオン,カストロ関
C94752,CCRT01502,ダンコン 團魂,54,0,1,2002-09-12,2003-10-16,C120282,週刊少年チャンピオン,小沢利雄
C94753,CCRT00622,探偵ボーズ21休さん,61,0,1,1997-04-24,1998-08-06,C120282,週刊少年チャンピオン,三浦とりの
C94755,CCRT00348,タンデム,2,0,0,1994-04-28,1994-05-05,C120282,週刊少年チャンピオン,みやたけし
C94756,CCRT02301,ダントツ,59,18,17,1982-01-15,1983-03-04,C120282,週刊少年チャンピオン,水島新司
C94757,CCRT01502,チェリー,26,0,2,2004-04-22,2004-10-28,C120282,週刊少年チャンピオン,小沢利雄
C94758,CCRT01862,誓いのVサイン,1,0,0,1976-03-08,1976-03-08,C120282,週刊少年チャンピオン,新井久夫
C94759,CCRT00393,地下通路の大冒険,1,0,0,2013-01-10,2013-01-10,C120282,週刊少年チャンピオン,れいか
C94761,CCRT01494,地球パトロールEY,2,0,0,1982-10-22,1982-10-29,C120282,週刊少年チャンピオン,小池たかし
C94762,CCRT00379,愚零斗鏖,19,0,1,1993-07-01,1993-11-11,C120282,週刊少年チャンピオン,やまだ浩一
C94763,CCRT02049,ゾクセイ,83,0,5,2006-01-19,2007-09-06,C120282,週刊少年チャンピオン,松山せいじ
C94764,CCRT00087,そして大地,17,3,1,1985-11-08,1986-03-14,C120282,週刊少年チャンピオン,いなばてつのすけ
C94764,CCRT02094,そして大地,17,3,1,1985-11-08,1986-03-14,C120282,週刊少年チャンピオン,林律雄
C94765,CCRT01562,その気にさせてよ❤myマイ舞,97,0,4,1988-04-15,1993-12-16,C120282,週刊少年チャンピオン,山口譲司
C94766,CCRT02725,ソノサキニアルモノ,1,0,0,2000-11-16,2000-11-16,C120282,週刊少年チャンピオン,秋桜
C94767,CCRT00145,そばっかす!,96,0,2,1994-05-19,1996-05-09,C120282,週刊少年チャンピオン,きくち正太
C94768,CCRT03169,空が灰色だから手をはなそう,3,0,0,2011-08-18,2011-09-01,C120282,週刊少年チャンピオン,阿部共実
C94769,CCRT03169,空が灰色だから,58,0,5,2011-10-20,2013-01-31,C120282,週刊少年チャンピオン,阿部共実
C94770,CCRT01450,空と呼べ,1,0,0,1984-04-06,1984-04-06,C120282,週刊少年チャンピオン,小山田いく
C94772,CCRT02829,ターミナル,2,0,0,1992-02-06,1993-02-11,C120282,週刊少年チャンピオン,芝田英行
C94774,CCRT00018,ダイ・アウト,2,0,0,1989-02-17,1989-02-24,C120282,週刊少年チャンピオン,M.A.T
C94774,CCRT02984,ダイ・アウト,2,0,0,1989-02-17,1989-02-24,C120282,週刊少年チャンピオン,谷上俊夫
C94775,CCRT03343,タイガーリリー,1,0,0,2010-04-15,2010-04-15,C120282,週刊少年チャンピオン,鷹見隼人
C94776,CCRT02384,大滑走,1,0,0,1971-01-11,1971-01-11,C120282,週刊少年チャンピオン,沼田清
C94777,CCRT02301,大甲子園,226,57,31,1983-03-11,1987-08-07,C120282,週刊少年チャンピオン,水島新司
C94778,CCRT01041,大強奪,14,0,3,1970-09-28,1971-01-01,C120282,週刊少年チャンピオン,南波健二
C94779,CCRT01475,タイコを抱いた渡り鳥,1,1,0,1984-02-03,1984-02-03,C120282,週刊少年チャンピオン,小林よしのり
C94780,CCRT03234,大介ゴール!,71,0,2,1997-06-05,1998-11-12,C120282,週刊少年チャンピオン,馬場民雄
C94781,CCRT00018,代打教師 秋葉、真剣です!,130,0,2,1990-04-19,1992-12-10,C120282,週刊少年チャンピオン,M.A.T
C94781,CCRT01889,代打教師 秋葉、真剣です!,130,0,2,1990-04-19,1992-12-10,C120282,週刊少年チャンピオン,早坂よしゆき
C94782,CCRT03257,ダイナマイトGOコン,1,0,0,1985-09-20,1985-09-20,C120282,週刊少年チャンピオン,高島龍一
C94783,CCRT02597,ダイナマ舞,30,4,1,1981-01-01,1981-07-17,C120282,週刊少年チャンピオン,真木富士人
C94784,CCRT01147,怠慢霊能者LAZY,1,0,0,2011-07-14,2011-07-14,C120282,週刊少年チャンピオン,和田賢二
C94785,CCRT00131,太陽の恋人,30,1,4,1971-06-07,1971-12-27,C120282,週刊少年チャンピオン,かざま鋭二
C94785,CCRT02172,太陽の恋人,30,1,4,1971-06-07,1971-12-27,C120282,週刊少年チャンピオン,梶原一騎
C94787,CCRT02032,グレーなはるな,1,0,0,1992-04-02,1992-04-02,C120282,週刊少年チャンピオン,東條さち子
C94788,CCRT01202,紅の隊,1,0,0,1997-04-10,1997-04-10,C120282,週刊少年チャンピオン,堀口哲也
C94789,CCRT03311,黒い招待券,2,0,0,1988-06-03,1989-07-28,C120282,週刊少年チャンピオン,高野太郎
C94790,CCRT01555,黒いチューリップ,2,0,0,1995-01-26,1995-02-02,C120282,週刊少年チャンピオン,山口まさかず
C94792,CCRT01136,クローズ EXPLODE,1,0,1,2014-04-10,2014-04-10,C120282,週刊少年チャンピオン,向井康介
C94792,CCRT01751,クローズ EXPLODE,1,0,1,2014-04-10,2014-04-10,C120282,週刊少年チャンピオン,平川哲弘
C94792,CCRT02300,クローズ EXPLODE,1,0,1,2014-04-10,2014-04-10,C120282,週刊少年チャンピオン,水島力也
C94792,CCRT03145,クローズ EXPLODE,1,0,1,2014-04-10,2014-04-10,C120282,週刊少年チャンピオン,長谷川隆
C94792,CCRT03313,クローズ EXPLODE,1,0,1,2014-04-10,2014-04-10,C120282,週刊少年チャンピオン,髙橋ヒロシ
C94793,CCRT00949,クローズZERO,78,0,12,2008-11-20,2010-06-10,C120282,週刊少年チャンピオン,内藤ケンイチロウ
C94793,CCRT03314,クローズZERO,78,0,12,2008-11-20,2010-06-10,C120282,週刊少年チャンピオン,髙橋ヒロシ武藤将吾
C94794,CCRT01751,クローズZERO2 鈴蘭×鳳仙,2,0,1,2012-06-07,2012-12-27,C120282,週刊少年チャンピオン,平川哲弘
C94794,CCRT02287,クローズZERO2 鈴蘭×鳳仙,2,0,1,2012-06-07,2012-12-27,C120282,週刊少年チャンピオン,武藤将吾
C94794,CCRT02300,クローズZERO2 鈴蘭×鳳仙,2,0,1,2012-06-07,2012-12-27,C120282,週刊少年チャンピオン,水島力也
C94794,CCRT03313,クローズZERO2 鈴蘭×鳳仙,2,0,1,2012-06-07,2012-12-27,C120282,週刊少年チャンピオン,髙橋ヒロシ
C94796,CCRT01751,クローバー,401,0,44,2007-04-19,2015-10-15,C120282,週刊少年チャンピオン,平川哲弘
C94797,CCRT00660,鉄のラインバレル THE ANIMATION,1,0,1,2008-10-16,2008-10-16,C120282,週刊少年チャンピオン,下口智裕
C94797,CCRT02423,鉄のラインバレル THE ANIMATION,1,0,1,2008-10-16,2008-10-16,C120282,週刊少年チャンピオン,清水栄一
C94798,CCRT00862,クロスハート,6,0,1,2006-06-08,2006-07-13,C120282,週刊少年チャンピオン,佐久間信
C94798,CCRT02028,クロスハート,6,0,1,2006-06-08,2006-07-13,C120282,週刊少年チャンピオン,東タイラ
C94799,CCRT00228,くろすぶりーど,4,0,1,2013-01-24,2013-02-14,C120282,週刊少年チャンピオン,たばよう
C94800,CCRT02829,黒と白,2,0,0,1990-08-23,1990-08-30,C120282,週刊少年チャンピオン,芝田英行
C94801,CCRT03116,黒虎,44,0,4,2014-06-19,2015-05-14,C120282,週刊少年チャンピオン,鈴木快
C94802,CCRT00244,くろます姫,1,0,0,2008-03-13,2008-03-13,C120282,週刊少年チャンピオン,とうじたつや
C94803,CCRT02385,クンクンカムカ,32,0,1,2006-04-20,2007-02-15,C120282,週刊少年チャンピオン,沼田純
C94804,CCRT02082,グンバツ野郎,3,0,0,1970-08-24,1970-09-07,C120282,週刊少年チャンピオン,板井れんたろう
C94805,CCRT01964,功夫伝奇アグニ,16,0,1,2004-06-03,2004-09-23,C120282,週刊少年チャンピオン,木村浩人
C94806,CCRT02806,京王線新宿行き,1,0,0,1979-02-12,1979-02-12,C120282,週刊少年チャンピオン,織三幸
C94807,CCRT01626,警視庁少年課,1,0,0,1984-07-20,1984-07-20,C120282,週刊少年チャンピオン,山田順子(東京少年犯罪研究会主幹)
C94807,CCRT03205,警視庁少年課,1,0,0,1984-07-20,1984-07-20,C120282,週刊少年チャンピオン,青葉俊
C94808,CCRT01626,警視庁少年課,7,1,0,1984-06-01,1984-08-10,C120282,週刊少年チャンピオン,山田順子(東京少年犯罪研究会主幹)
C94808,CCRT02663,警視庁少年課,7,1,0,1984-06-01,1984-08-10,C120282,週刊少年チャンピオン,石森章太郎
C94809,CCRT01626,警視庁少年課,2,0,0,1984-07-06,1984-08-03,C120282,週刊少年チャンピオン,山田順子(東京少年犯罪研究会主幹)
C94809,CCRT02786,警視庁少年課,2,0,0,1984-07-06,1984-08-03,C120282,週刊少年チャンピオン,紫城マサヤ
C94810,CCRT01626,警視庁少年課,1,0,0,1984-06-22,1984-06-22,C120282,週刊少年チャンピオン,山田順子(東京少年犯罪研究会主幹)
C94810,CCRT02047,警視庁少年課,1,0,0,1984-06-22,1984-06-22,C120282,週刊少年チャンピオン,松坂奈緒
C94819,CCRT02099,ケーぷり。,5,0,1,2007-05-31,2007-06-28,C120282,週刊少年チャンピオン,林雄一
C94821,CCRT01450,ゲーム・オーバー,1,1,0,1984-07-27,1984-07-27,C120282,週刊少年チャンピオン,小山田いく
C94822,CCRT01901,外科病棟物語 夢をつなぐメス,6,0,0,1997-08-21,1998-01-19,C120282,週刊少年チャンピオン,星野ちあき
C94823,CCRT03330,激殺!福岡拳,1,0,0,1977-04-11,1977-04-11,C120282,週刊少年チャンピオン,鴨川つばめ
C94824,CCRT02383,激闘!!荒鷲高校ゴルフ部,144,1,7,1988-11-18,1991-10-24,C120282,週刊少年チャンピオン,沼よしのぶ
C94825,CCRT00237,けだもの派,1,0,1,1971-02-22,1971-02-22,C120282,週刊少年チャンピオン,つのだじろう
C94826,CCRT02824,結婚しようよ人魚ちゃま,1,0,0,1973-08-06,1973-08-06,C120282,週刊少年チャンピオン,舎川和行
C94827,CCRT02796,ゲッチューまごころ便,152,0,4,1998-08-13,2009-08-27,C120282,週刊少年チャンピオン,緋采俊樹
C94828,CCRT02796,ゲッチュー!お届けマン,1,0,0,1996-10-17,1996-10-17,C120282,週刊少年チャンピオン,緋采俊樹
C94829,CCRT01957,蹴っとばせ!エイジ,1,0,0,2003-09-04,2003-09-04,C120282,週刊少年チャンピオン,木村さとし
C94831,CCRT01221,ゲバ宿,23,0,0,1970-07-27,1971-01-01,C120282,週刊少年チャンピオン,増田政二
C94833,CCRT00536,ケルベロス,87,0,10,2010-01-07,2011-10-20,C120282,週刊少年チャンピオン,フクイタクミ
C94834,CCRT02074,ケンカJUDO,35,0,1,1989-07-07,1990-03-15,C120282,週刊少年チャンピオン,松田一輝
C94835,CCRT02407,健康優良教師 住友太郎,3,0,0,1985-09-27,1985-10-18,C120282,週刊少年チャンピオン,浜岡賢次
C94836,CCRT02663,原始少年リュウ,27,0,4,1971-10-11,1972-04-10,C120282,週刊少年チャンピオン,石森章太郎
C94837,CCRT02168,幻仔譚じゃのめ,61,0,4,2008-11-20,2010-02-18,C120282,週刊少年チャンピオン,梅田阿比
C94838,CCRT00267,拳銃王子,17,0,2,1972-05-01,1972-08-21,C120282,週刊少年チャンピオン,なんば健二
C94838,CCRT02598,拳銃王子,17,0,2,1972-05-01,1972-08-21,C120282,週刊少年チャンピオン,真樹日佐夫
C94839,CCRT00455,懸賞首,1,0,1,1970-11-02,1970-11-02,C120282,週刊少年チャンピオン,ケン・月影
C94840,CCRT03280,剣聖ツバメ,97,0,7,2004-11-25,2006-11-23,C120282,週刊少年チャンピオン,高橋功一郎
C94841,CCRT02134,現代怪奇絵巻,290,0,2,2006-02-09,2009-01-15,C120282,週刊少年チャンピオン,根本尚
C94843,CCRT00813,拳魂 ケンダマ,17,0,1,2002-04-25,2002-08-29,C120282,週刊少年チャンピオン,今谷鉄柱
C94844,CCRT02172,剣は道なり,19,0,4,1972-04-17,1972-08-28,C120282,週刊少年チャンピオン,梶原一騎
C94844,CCRT02869,剣は道なり,19,0,4,1972-04-17,1972-08-28,C120282,週刊少年チャンピオン,荘司としお
C94845,CCRT00341,恋はドン・タッチ,1,0,0,1990-10-04,1990-10-04,C120282,週刊少年チャンピオン,みなづき由宇
C94846,CCRT00138,恋はミートソース,1,0,0,1983-06-24,1983-06-24,C120282,週刊少年チャンピオン,からひ聖
C94847,CCRT00474,恋弁,1,0,0,2011-10-20,2011-10-20,C120282,週刊少年チャンピオン,サブ
C94848,CCRT01096,号外!!新選組カズエ,24,0,0,2009-04-16,2009-12-17,C120282,週刊少年チャンピオン,吉川聡史
C94849,CCRT02573,高校忠臣蔵,11,0,2,1990-01-25,1990-04-26,C120282,週刊少年チャンピオン,白銀章
C94850,CCRT01581,吼!サムライ,28,0,1,1991-01-21,1991-08-08,C120282,週刊少年チャンピオン,山本コーシロー
C94853,CCRT02049,校舎の中の少女たち,1,0,0,2004-06-10,2004-06-10,C120282,週刊少年チャンピオン,松山せいじ
C94854,CCRT01141,荒野の純喫茶,2,0,0,1970-08-03,1970-08-10,C120282,週刊少年チャンピオン,吾妻ひでお
C94855,CCRT02806,コーヒーれもん,1,0,0,1979-01-08,1979-01-08,C120282,週刊少年チャンピオン,織三幸
C94856,CCRT02122,ゴールディン,2,0,0,2011-04-14,2011-04-14,C120282,週刊少年チャンピオン,柴田芳樹
C94857,CCRT02225,ゴールデンボーイ,4,2,1,1976-09-06,1976-10-04,C120282,週刊少年チャンピオン,榊まさる
C94858,CCRT01167,ごきげんモーニング❤,5,0,0,1988-06-03,1990-02-22,C120282,週刊少年チャンピオン,国沢まゆみ
C94859,CCRT02884,ごきぶり18,14,0,0,1981-04-10,1981-07-10,C120282,週刊少年チャンピオン,菊池かすみ
C94860,CCRT01141,ゴキブリくん,1,0,0,1976-09-20,1976-09-20,C120282,週刊少年チャンピオン,吾妻ひでお
C94861,CCRT01579,コギャル系ゆき組,1,0,0,1996-11-21,1996-11-21,C120282,週刊少年チャンピオン,山本よしふみ
C94862,CCRT00679,極悪バンビーナ!,29,0,3,2014-06-26,2015-02-05,C120282,週刊少年チャンピオン,中島こうき
C94863,CCRT01375,極悪ヒーロー　ジェノサイダー,1,0,0,1993-10-28,1993-10-28,C120282,週刊少年チャンピオン,室鉄也
C94864,CCRT01563,悟空道,122,0,1,1997-09-25,2000-04-06,C120282,週刊少年チャンピオン,山口貴由
C94865,CCRT02138,極道きゃらりんこ組,12,0,0,1987-01-23,1987-04-10,C120282,週刊少年チャンピオン,桃の木舞
C94866,CCRT00201,極道交機隊 鉄火,26,3,2,1986-05-23,1986-11-07,C120282,週刊少年チャンピオン,しもさか保
C94867,CCRT02769,刻の鐘,1,0,1,1971-03-01,1971-03-01,C120282,週刊少年チャンピオン,篠原とおる
C94868,CCRT02063,告白ゲーム,1,0,0,2013-07-25,2013-07-25,C120282,週刊少年チャンピオン,松本豊
C94869,CCRT02221,極楽バタフライ,34,0,1,1996-07-18,1997-04-03,C120282,週刊少年チャンピオン,楠本哲
C94870,CCRT02829,ココ-違う景色-,1,0,0,1993-03-18,1993-03-18,C120282,週刊少年チャンピオン,芝田英行
C94871,CCRT00104,ココロが変吉,10,0,0,1992-07-02,1992-09-03,C120282,週刊少年チャンピオン,うのせけんいち
C94872,CCRT01727,ココロハチマキ,1,0,0,2013-03-28,2013-03-28,C120282,週刊少年チャンピオン,川端浩典
C94874,CCRT00552,コスプレ刑事,1,0,0,2004-04-01,2004-04-01,C120282,週刊少年チャンピオン,ミッチェル田中
C94875,CCRT00250,こちら学園探偵局,1,0,0,1979-11-05,1979-11-05,C120282,週刊少年チャンピオン,とり・みき
C94876,CCRT01475,こちら世田谷区成城中学校前維新塾,3,0,0,1987-01-23,1987-02-06,C120282,週刊少年チャンピオン,小林よしのり
C94876,CCRT02561,こちら世田谷区成城中学校前維新塾,3,0,0,1987-01-23,1987-02-06,C120282,週刊少年チャンピオン,異NORMAL-ZOKU
C94877,CCRT02919,こちらマンガ科,2,0,0,1972-06-26,1972-07-03,C120282,週刊少年チャンピオン,藤子不二雄
C94878,CCRT00237,ゴッドハンド,9,2,1,1978-04-10,1978-06-12,C120282,週刊少年チャンピオン,つのだじろう
C94879,CCRT02407,ゴッドハンドBJ,3,0,2,2009-10-22,2009-11-05,C120282,週刊少年チャンピオン,浜岡賢次
C94880,CCRT02283,ゴッドファーザーの娘,1,0,0,2004-05-20,2004-05-20,C120282,週刊少年チャンピオン,武狼ひろみ
C94882,CCRT00890,コトノハ学園,10,0,0,2007-10-11,2008-01-01,C120282,週刊少年チャンピオン,佐藤将
C94883,CCRT02151,子供学級,56,0,3,2003-10-16,2005-03-24,C120282,週刊少年チャンピオン,桜井のりお
C94884,CCRT02062,コドモバングミ Is not Dead!,1,0,0,2000-12-07,2000-12-07,C120282,週刊少年チャンピオン,松本英
C94885,CCRT01172,拳のアニマル,20,0,3,1972-09-11,1973-02-05,C120282,週刊少年チャンピオン,園田光慶
C94885,CCRT02598,拳のアニマル,20,0,3,1972-09-11,1973-02-05,C120282,週刊少年チャンピオン,真樹日佐夫
C94886,CCRT01831,ゴブリン公爵,24,1,0,1985-09-06,1986-02-28,C120282,週刊少年チャンピオン,手塚治虫
C94887,CCRT00250,こまけんハレーション,7,0,0,1979-11-12,1979-12-24,C120282,週刊少年チャンピオン,とり・みき
C94888,CCRT01477,コミックロード,2,1,0,1988-01-08,1988-02-26,C120282,週刊少年チャンピオン,小林よりのり
C94889,CCRT03253,ゴミ平ちゃん,1,0,0,1974-12-09,1974-12-09,C120282,週刊少年チャンピオン,高岡正夫
C94890,CCRT00489,ゴミムシくん,69,0,1,1972-03-27,1973-07-30,C120282,週刊少年チャンピオン,ジョージ秋山
C94891,CCRT01937,古利田くん,6,0,0,1973-08-20,1974-01-01,C120282,週刊少年チャンピオン,望月あきら
C94892,CCRT01035,こりゃまた戸板中,12,3,2,1985-05-17,1985-08-02,C120282,週刊少年チャンピオン,南ヒロユキ
C94896,CCRT02779,五郎'S,1,0,0,1990-04-12,1990-04-12,C120282,週刊少年チャンピオン,米原秀幸
C94897,CCRT00297,こんかつちゅう,1,0,0,2014-03-06,2014-03-06,C120282,週刊少年チャンピオン,ひらいたけし
C94905,CCRT00583,GONTA!,42,0,2,2003-04-10,2004-02-19,C120282,週刊少年チャンピオン,七三太朗
C94905,CCRT02198,GONTA!,42,0,2,2003-04-10,2004-02-19,C120282,週刊少年チャンピオン,森田克俊
C94909,CCRT00337,曲芸王子,1,0,0,2002-12-05,2002-12-05,C120282,週刊少年チャンピオン,みさき速
C94910,CCRT00337,曲芸家族,32,0,2,2003-10-23,2004-07-22,C120282,週刊少年チャンピオン,みさき速
C94911,CCRT00437,サイカチ 真夏の昆虫格闘記,35,0,1,2005-09-15,2006-06-01,C120282,週刊少年チャンピオン,カミムラ晋作
C94911,CCRT02940,サイカチ 真夏の昆虫格闘記,35,0,1,2005-09-15,2006-06-01,C120282,週刊少年チャンピオン,藤見泰高
C94912,CCRT01291,サイキックでいこう!,1,0,0,1996-06-06,1996-06-06,C120282,週刊少年チャンピオン,大熊良
C94913,CCRT01644,最強・最後のカラテ,37,1,0,1979-07-02,1980-03-17,C120282,週刊少年チャンピオン,岡本春助
C94913,CCRT02172,最強・最後のカラテ,37,1,0,1979-07-02,1980-03-17,C120282,週刊少年チャンピオン,梶原一騎
C94914,CCRT02713,最強少女さゆり,48,0,2,2013-10-17,2015-01-15,C120282,週刊少年チャンピオン,福田やすひろ
C94915,CCRT02852,最凶!平賀先生,1,0,0,2011-06-30,2011-06-30,C120282,週刊少年チャンピオン,若葉ゲンゾウ
C94916,CCRT03207,サイクリング ア ゴーゴー,1,0,0,1999-04-22,1999-04-22,C120282,週刊少年チャンピオン,音野ユキヒロ
C94917,CCRT01751,サイクルエクスプレス,5,0,0,2001-10-04,2001-11-01,C120282,週刊少年チャンピオン,平川哲弘
C94918,CCRT02972,最後の渡世人,1,0,1,1970-11-23,1970-11-23,C120282,週刊少年チャンピオン,西郷虹星
C94920,CCRT02837,サイバネティクス・ハイ,1,0,0,1999-11-25,1999-11-25,C120282,週刊少年チャンピオン,芹沢ノヴヒロ
C94921,CCRT01729,サイレンス,1,0,0,1992-05-28,1992-05-28,C120282,週刊少年チャンピオン,工藤俊生
C94924,CCRT03104,さがしもの,1,0,0,2012-08-02,2012-08-02,C120282,週刊少年チャンピオン,鈍速毎日
C94925,CCRT02385,魚屋レジェンド スーパーバイトJ,5,0,0,2010-04-08,2010-05-20,C120282,週刊少年チャンピオン,沼田純
C94926,CCRT01987,朔風の挽歌,48,0,1,1991-03-28,1992-03-19,C120282,週刊少年チャンピオン,本庄敬
C94927,CCRT01223,さくらDISCORD,44,0,5,2011-09-01,2012-07-19,C120282,週刊少年チャンピオン,増田英二
C94928,CCRT00355,サクラサクラ,1,0,1,2013-01-31,2013-01-31,C120282,週刊少年チャンピオン,もりしげ
C94929,CCRT02630,サクラノ嵐,8,0,1,2013-02-21,2013-04-11,C120282,週刊少年チャンピオン,石丸なお
C94930,CCRT01831,ザ・クレーター,1,0,0,1989-05-26,1989-05-26,C120282,週刊少年チャンピオン,手塚治虫
C94931,CCRT02829,THEショック!怪奇幻想館,65,0,0,1987-04-17,1988-08-05,C120282,週刊少年チャンピオン,芝田英行
C94932,CCRT02163,さすらいのボウラー,1,0,0,1970-09-21,1970-09-21,C120282,週刊少年チャンピオン,梅本さちお
C94934,CCRT00337,殺戮姫,7,0,1,2007-10-25,2007-12-06,C120282,週刊少年チャンピオン,みさき速
C94935,CCRT01881,サナギさん,221,0,9,2004-07-29,2009-01-01,C120282,週刊少年チャンピオン,施川ユウキ
C94936,CCRT01748,ザ・のら犬  平塚八兵衛捜査記録,18,2,1,1975-12-01,1976-04-05,C120282,週刊少年チャンピオン,平塚八兵衛
C94936,CCRT02658,ザ・のら犬  平塚八兵衛捜査記録,18,2,1,1975-12-01,1976-04-05,C120282,週刊少年チャンピオン,石川球太
C94937,CCRT00087,ザ・バンタム,19,1,2,1987-04-17,1987-08-21,C120282,週刊少年チャンピオン,いなばてつのすけ
C94937,CCRT02464,ザ・バンタム,19,1,2,1987-04-17,1987-08-21,C120282,週刊少年チャンピオン,激牙覇
C94938,CCRT01104,サブ絶好調!!,5,0,0,1981-10-30,1981-11-27,C120282,週刊少年チャンピオン,吉森みき男
C94939,CCRT01941,寂滅屋 サブリメイター,1,0,0,2011-03-17,2011-03-17,C120282,週刊少年チャンピオン,木下惠司
C94940,CCRT00915,サムライジ,35,0,1,2003-07-31,2004-04-29,C120282,週刊少年チャンピオン,倉田英之
C94940,CCRT01620,サムライジ,35,0,1,2003-07-31,2004-04-29,C120282,週刊少年チャンピオン,山田秋太郎
C94941,CCRT01291,さやか必殺剣!,2,0,0,1996-04-18,1996-04-25,C120282,週刊少年チャンピオン,大熊良
C94942,CCRT01495,さよなら!!岸壁先生,33,7,4,1981-07-24,1982-03-12,C120282,週刊少年チャンピオン,小池一夫
C94942,CCRT02671,さよなら!!岸壁先生,33,7,4,1981-07-24,1982-03-12,C120282,週刊少年チャンピオン,石綿周一
C94943,CCRT01543,さらし首3人衆,10,0,0,2010-09-09,2011-03-10,C120282,週刊少年チャンピオン,山下勲
C94944,CCRT01533,サルの子ペペ,4,0,0,2006-11-02,2006-11-23,C120282,週刊少年チャンピオン,尾玉なみえ
C94945,CCRT02757,サンガース,63,0,1,1989-09-22,1991-01-01,C120282,週刊少年チャンピオン,笠原倫
C94946,CCRT01450,三角定規プラス1,1,0,0,1980-05-05,1980-05-05,C120282,週刊少年チャンピオン,小山田いく
C94948,CCRT00371,さんごくし 三国志,51,0,2,2004-10-28,2005-11-10,C120282,週刊少年チャンピオン,やまさき拓味
C94949,CCRT00489,ざんこくベビー,44,1,3,1970-07-27,1971-06-07,C120282,週刊少年チャンピオン,ジョージ秋山
C94950,CCRT01871,暫次が斬る!!,1,0,0,1994-03-17,1994-03-17,C120282,週刊少年チャンピオン,新島良教
C94951,CCRT01450,三畳紀のシンデレラ,1,0,0,1989-09-29,1989-09-29,C120282,週刊少年チャンピオン,小山田いく
C94952,CCRT00145,三四郎〔＾2〕,181,0,14,1990-05-03,2009-09-10,C120282,週刊少年チャンピオン,きくち正太
C94953,CCRT02779,サンセットローズ,2,0,1,2013-01-17,2013-08-01,C120282,週刊少年チャンピオン,米原秀幸
C94954,CCRT00579,3大パニックホラー特別コラボマンガ「ハカイジュウ」VS「魔法少女オブ・ジ・エンド」VS「バーサスアース」,1,0,0,2013-07-18,2013-07-18,C120282,週刊少年チャンピオン,一智和智
C94954,CCRT00881,3大パニックホラー特別コラボマンガ「ハカイジュウ」VS「魔法少女オブ・ジ・エンド」VS「バーサスアース」,1,0,0,2013-07-18,2013-07-18,C120282,週刊少年チャンピオン,佐藤健太郎
C94954,CCRT01989,3大パニックホラー特別コラボマンガ「ハカイジュウ」VS「魔法少女オブ・ジ・エンド」VS「バーサスアース」,1,0,0,2013-07-18,2013-07-18,C120282,週刊少年チャンピオン,本田真吾
C94954,CCRT02436,3大パニックホラー特別コラボマンガ「ハカイジュウ」VS「魔法少女オブ・ジ・エンド」VS「バーサスアース」,1,0,0,2013-07-18,2013-07-18,C120282,週刊少年チャンピオン,渡辺義彦
C94955,CCRT02829,サンタ・ワールド,3,0,0,1989-11-17,1989-12-01,C120282,週刊少年チャンピオン,芝田英行
C94956,CCRT03318,三丁目交差点電信柱の上の彼女,1,0,0,1994-09-01,1994-09-01,C120282,週刊少年チャンピオン,鬼頭真嗣
C94957,CCRT00888,三年坂の蝶,2,0,0,1986-05-16,1986-05-23,C120282,週刊少年チャンピオン,佐藤宏之
