マンガ作品名,マンガ雑誌名,初出年代,制作形態,マンガ雑誌名ID
心霊調査室 OFFICE麗,週刊少年マガジン,1990,共同制作,3
スノードルフィン,週刊少年マガジン,1990,共同制作,3
聖なる戦い,週刊少年マガジン,1990,共同制作,3
強く成り上がれ! 空手アホ一代目,週刊少年マガジン,1990,共同制作,3
永遠の詩,週刊少年マガジン,1990,共同制作,3
ナゴミ系,週刊少年マガジン,1990,共同制作,3
はっけよい,週刊少年マガジン,1990,共同制作,3
魂の剣,週刊少年マガジン,1990,共同制作,3
AIDS3,週刊少年マガジン,1990,単独制作,3
A・Iが止まらない,週刊少年マガジン,1990,単独制作,3
Bigwaver,週刊少年マガジン,1990,単独制作,3
Candid boy,週刊少年マガジン,1990,単独制作,3
DESPERADO,週刊少年マガジン,1990,単独制作,3
DoctorK,週刊少年マガジン,1990,単独制作,3
Dr.Noguchi,週刊少年マガジン,1990,単独制作,3
FLIP!,週刊少年マガジン,1990,単独制作,3
FREEDOM,週刊少年マガジン,1990,単独制作,3
GLAY,週刊少年マガジン,1990,単独制作,3
GTO,週刊少年マガジン,1990,単独制作,3
GTを創った男たち,週刊少年マガジン,1990,単独制作,3
HARLEM　BEAT,週刊少年マガジン,1990,単独制作,3
HI 5!,週刊少年マガジン,1990,単独制作,3
Jドリーム,週刊少年マガジン,1990,単独制作,3
Jドリーム 飛翔編,週刊少年マガジン,1990,単独制作,3
Jドリーム 完全燃焼編,週刊少年マガジン,1990,単独制作,3
SAMURAI DEEPER KYO,週刊少年マガジン,1990,単独制作,3
LaLaLa ラブゲット!!,週刊少年マガジン,1990,単独制作,3
Let'sぬぷぬぷっ,週刊少年マガジン,1990,単独制作,3
LUNA　SEA,週刊少年マガジン,1990,単独制作,3
MAGICIAN,週刊少年マガジン,1990,単独制作,3
MAX太田,週刊少年マガジン,1990,単独制作,3
MAYA-真夜中の少女-,週刊少年マガジン,1990,単独制作,3
MMR,週刊少年マガジン,1990,単独制作,3
おいらはばっくれるぞ!!,週刊少年マガジン,1990,単独制作,3
小倉隆史物語,週刊少年マガジン,1990,単独制作,3
快獣!?グリトン,週刊少年マガジン,1990,単独制作,3
奇跡の血清,週刊少年マガジン,1990,単独制作,3
奇跡の隻椀　片腕ラガー・村上令物語,週刊少年マガジン,1990,単独制作,3
風使い 白蝋鬼,週刊少年マガジン,1990,単独制作,3
かましたらんかい!!,週刊少年マガジン,1990,単独制作,3
かましたれ!,週刊少年マガジン,1990,単独制作,3
カメレオン,週刊少年マガジン,1990,単独制作,3
ガリ勉番長,週刊少年マガジン,1990,単独制作,3
カレカ物語,週刊少年マガジン,1990,単独制作,3
関西漫舗 けったいな人々,週刊少年マガジン,1990,単独制作,3
ガチンコッ!,週刊少年マガジン,1990,単独制作,3
POLICEMAN,週刊少年マガジン,1990,単独制作,3
PROUD MAN,週刊少年マガジン,1990,単独制作,3
RAVE,週刊少年マガジン,1990,単独制作,3
Shake Down,週刊少年マガジン,1990,単独制作,3
TAKE OFF 君の夢が聞こえる,週刊少年マガジン,1990,単独制作,3
TENKA FUBU 信長,週刊少年マガジン,1990,単独制作,3
Theオタッキーホラーショー,週刊少年マガジン,1990,単独制作,3
UFOからのメッセージ,週刊少年マガジン,1990,単独制作,3
WARASHI,週刊少年マガジン,1990,単独制作,3
愛しているのに,週刊少年マガジン,1990,単独制作,3
蒼き神話マルス,週刊少年マガジン,1990,単独制作,3
頭がビッグバン!!,週刊少年マガジン,1990,単独制作,3
アッパーズ学園,週刊少年マガジン,1990,単独制作,3
アミーゴＧＩＡＮＴＳ,週刊少年マガジン,1990,単独制作,3
歩けアイメイト,週刊少年マガジン,1990,単独制作,3
アルシンド物語 地球の反対側から来た優勝請負人,週刊少年マガジン,1990,単独制作,3
アレ！アレ！フランス!!,週刊少年マガジン,1990,単独制作,3
いつだってMyサンタ!,週刊少年マガジン,1990,単独制作,3
上を向いて歩こう,週刊少年マガジン,1990,単独制作,3
埋もれた楽園 : 谷津干潟・ゴミと闘った20年,週刊少年マガジン,1990,単独制作,3
尾瀬に死す,週刊少年マガジン,1990,単独制作,3
思い出のKISSシーン,週刊少年マガジン,1990,単独制作,3
俺の話を聞いてくれ!!,週刊少年マガジン,1990,単独制作,3
きみの思いを声にして!,週刊少年マガジン,1990,単独制作,3
キムンカムイ,週刊少年マガジン,1990,単独制作,3
キャプテンキッド,週刊少年マガジン,1990,単独制作,3
ギャロップ!,週刊少年マガジン,1990,単独制作,3
球聖ビスマルク物語,週刊少年マガジン,1990,単独制作,3
強敵あらわる!!,週刊少年マガジン,1990,単独制作,3
来る来る転入教室,週刊少年マガジン,1990,単独制作,3
くるぶしくん,週刊少年マガジン,1990,単独制作,3
芸術王,週刊少年マガジン,1990,単独制作,3
ゲームクリエイター列伝,週刊少年マガジン,1990,単独制作,3
コータローまかりとおる!柔道編,週刊少年マガジン,1990,単独制作,3
古賀稔彦物語,週刊少年マガジン,1990,単独制作,3
心の架け橋,週刊少年マガジン,1990,単独制作,3
小錦物語,週刊少年マガジン,1990,単独制作,3
こわがりハンター,週刊少年マガジン,1990,単独制作,3
こんなもん見てきたよ 突撃まんがルポ,週刊少年マガジン,1990,単独制作,3
こんなもん見てきたよ 突撃まんがルポ,週刊少年マガジン,1990,単独制作,3
こんなもん見てきたよ! 突撃まんがルポ,週刊少年マガジン,1990,単独制作,3
こんなもん見てきたよ!突撃まんがルポ,週刊少年マガジン,1990,単独制作,3
こんなもん見てきたよ! 突撃まんがルポ,週刊少年マガジン,1990,単独制作,3
コンバット★ハイスクール,週刊少年マガジン,1990,単独制作,3
今夜が峠です,週刊少年マガジン,1990,単独制作,3
災害救助犬ヤール出動!!,週刊少年マガジン,1990,単独制作,3
ダービースタリオンを創った男,週刊少年マガジン,1990,単独制作,3
チェルノブイリの少年たち,週刊少年マガジン,1990,単独制作,3
チェルボナ・カリーナ,週刊少年マガジン,1990,単独制作,3
チャーシューマン,週刊少年マガジン,1990,単独制作,3
中華一番!,週刊少年マガジン,1990,単独制作,3
超高校級,週刊少年マガジン,1990,単独制作,3
麻雀白虎隊 東,週刊少年マガジン,1990,単独制作,3
太陽のうた,週刊少年マガジン,1990,単独制作,3
太陽の仲間たちよ,週刊少年マガジン,1990,単独制作,3
辰吉丈一郎物語,週刊少年マガジン,1990,単独制作,3
辰吉丈一郎物語 不死鳥伝説,週刊少年マガジン,1990,単独制作,3
タンチョウよ永遠にはばたけ!,週刊少年マガジン,1990,単独制作,3
高木琢也物語,週刊少年マガジン,1990,単独制作,3
だからキミにKiss!!,週刊少年マガジン,1990,単独制作,3
ベストイレブン,週刊少年マガジン,1990,単独制作,3
へなちょこ大作戦Z,週刊少年マガジン,1990,単独制作,3
ポチのへなちょこ大作戦 西本新喜劇,週刊少年マガジン,1990,単独制作,3
ポチのへなちょこ大作戦,週刊少年マガジン,1990,単独制作,3
ボンクラ純情伝,週刊少年マガジン,1990,単独制作,3
シジマール物語,週刊少年マガジン,1990,単独制作,3
実録スポーツヒーロー列伝　松井秀喜物語,週刊少年マガジン,1990,単独制作,3
シバいたれタカ!,週刊少年マガジン,1990,単独制作,3
ジャスティス,週刊少年マガジン,1990,単独制作,3
シュート!,週刊少年マガジン,1990,単独制作,3
シュート! ～蒼きめぐり逢い～,週刊少年マガジン,1990,単独制作,3
シュート! ～熱き挑戦～,週刊少年マガジン,1990,単独制作,3
シュート!,週刊少年マガジン,1990,単独制作,3
シュート!番外編,週刊少年マガジン,1990,単独制作,3
将,週刊少年マガジン,1990,単独制作,3
将太の寿司,週刊少年マガジン,1990,単独制作,3
将太の寿司 全国大会編,週刊少年マガジン,1990,単独制作,3
湘南純愛組!,週刊少年マガジン,1990,単独制作,3
少年よラケットを抱け,週刊少年マガジン,1990,単独制作,3
白旗の誓い,週刊少年マガジン,1990,単独制作,3
新・コータローまかりとおる! 柔道編,週刊少年マガジン,1990,単独制作,3
新奪三振王野茂英雄物語,週刊少年マガジン,1990,単独制作,3
真・中華一番,週刊少年マガジン,1990,単独制作,3
素顔のままで,週刊少年マガジン,1990,単独制作,3
スター恋愛伝説　シャ乱Qつんく,週刊少年マガジン,1990,単独制作,3
スチャラカQ,週刊少年マガジン,1990,単独制作,3
スポーツヒーロー列伝,週刊少年マガジン,1990,単独制作,3
スポーツヒーロー列伝,週刊少年マガジン,1990,単独制作,3
スポーツヒーロー列伝,週刊少年マガジン,1990,単独制作,3
スポーツヒーロー列伝,週刊少年マガジン,1990,単独制作,3
スポーツヒーロー列伝,週刊少年マガジン,1990,単独制作,3
スポーツヒーロー列伝,週刊少年マガジン,1990,単独制作,3
スポーツヒーロー列伝,週刊少年マガジン,1990,単独制作,3
青春のリグレット,週刊少年マガジン,1990,単独制作,3
セリエA観戦記!!,週刊少年マガジン,1990,単独制作,3
戦火の約束,週刊少年マガジン,1990,単独制作,3
祖国への進軍,週刊少年マガジン,1990,単独制作,3
釣りに行こうよ,週刊少年マガジン,1990,単独制作,3
釣りに行こうぜ!!,週刊少年マガジン,1990,単独制作,3
出口のない海,週刊少年マガジン,1990,単独制作,3
電脳パラダイス,週刊少年マガジン,1990,単独制作,3
トウショウライオン,週刊少年マガジン,1990,単独制作,3
動物園の戦争,週刊少年マガジン,1990,単独制作,3
飛びだせスチュワーデス!,週刊少年マガジン,1990,単独制作,3
どぶてけし,週刊少年マガジン,1990,単独制作,3
とんでも発明日記,週刊少年マガジン,1990,単独制作,3
永島昭浩物語,週刊少年マガジン,1990,単独制作,3
中島が泳ぐ,週刊少年マガジン,1990,単独制作,3
泣くよ うぐいす,週刊少年マガジン,1990,単独制作,3
なすびの力,週刊少年マガジン,1990,単独制作,3
夏までに・・・,週刊少年マガジン,1990,単独制作,3
悩ませないで My Cousin,週刊少年マガジン,1990,単独制作,3
日曜はダメよ かおるの小部屋,週刊少年マガジン,1990,単独制作,3
人間凶器 カツオ!,週刊少年マガジン,1990,単独制作,3
人間だってアニモー,週刊少年マガジン,1990,単独制作,3
ねむる前の悪夢,週刊少年マガジン,1990,単独制作,3
脳天パフォーマンス,週刊少年マガジン,1990,単独制作,3
脳みそプルン!,週刊少年マガジン,1990,単独制作,3
のらあまん,週刊少年マガジン,1990,単独制作,3
バーチャファイターを創った男たち,週刊少年マガジン,1990,単独制作,3
バイオハザードを創った男達,週刊少年マガジン,1990,単独制作,3
覇王伝説驍,週刊少年マガジン,1990,単独制作,3
覇王伝説驍 不死鳥編,週刊少年マガジン,1990,単独制作,3
破壊王ノリタカ!,週刊少年マガジン,1990,単独制作,3
バカばっか,週刊少年マガジン,1990,単独制作,3
爆裂家庭教師堂島,週刊少年マガジン,1990,単独制作,3
柱谷哲二物語,週刊少年マガジン,1990,単独制作,3
畑山隆則物語,週刊少年マガジン,1990,単独制作,3
はっさく!twins,週刊少年マガジン,1990,単独制作,3
パパはお年ごろ,週刊少年マガジン,1990,単独制作,3
パラレル☆バスター,週刊少年マガジン,1990,単独制作,3
パラレルミステリー,週刊少年マガジン,1990,単独制作,3
反逆のモビィ・ディック,週刊少年マガジン,1990,単独制作,3
秘石戦記ストーンバスター!,週刊少年マガジン,1990,単独制作,3
ビッグをめざせ!!,週刊少年マガジン,1990,単独制作,3
ビバ!柔道愚連隊,週刊少年マガジン,1990,単独制作,3
ひろがれ緑の大地,週刊少年マガジン,1990,単独制作,3
ヒロシマの証言者,週刊少年マガジン,1990,単独制作,3
麻雀プリンセスDX,週刊少年マガジン,1990,単独制作,3
毎度ラーメン屋です,週刊少年マガジン,1990,単独制作,3
真島ヒロのただいま修業中!,週刊少年マガジン,1990,単独制作,3
魔人-Devil,週刊少年マガジン,1990,単独制作,3
松永成立物語,週刊少年マガジン,1990,単独制作,3
マラソンマン,週刊少年マガジン,1990,単独制作,3
マルス外伝　白の神話　,週刊少年マガジン,1990,単独制作,3
漫画日本つくり話,週刊少年マガジン,1990,単独制作,3
水の贈り物,週刊少年マガジン,1990,単独制作,3
ミス・バレーボール,週刊少年マガジン,1990,単独制作,3
緑の楽園,週刊少年マガジン,1990,単独制作,3
宮田すすむと日本の社長!,週刊少年マガジン,1990,単独制作,3
野人のキモチ,週刊少年マガジン,1990,単独制作,3
闇警察,週刊少年マガジン,1990,単独制作,3
ゆらとふるへ,週刊少年マガジン,1990,単独制作,3
ラブひな,週刊少年マガジン,1990,単独制作,3
ラモス瑠偉物語 Part2,週刊少年マガジン,1990,単独制作,3
リトバルスキー物語,週刊少年マガジン,1990,単独制作,3
リネカー物語 ペナルティ・エリアの「山猫」,週刊少年マガジン,1990,単独制作,3
リングでポン!,週刊少年マガジン,1990,単独制作,3
ロスタイム,週刊少年マガジン,1990,単独制作,3
わたしをお墓につれてってェん,週刊少年マガジン,1990,単独制作,3
われ無医村に生きる,週刊少年マガジン,1990,単独制作,3
かってに改蔵,週刊少年マガジン,1990,単独制作,3
15の夜 ～REBIRTH・再誕,週刊少年マガジン,2000,共同制作,3
15の夜 ～DIFFUSE・散乱,週刊少年マガジン,2000,共同制作,3
252 生存者あり,週刊少年マガジン,2000,共同制作,3
Big Star 大吉,週刊少年マガジン,2000,共同制作,3
BLOODY MONDAY,週刊少年マガジン,2000,共同制作,3
BOYS BE… L co-op,週刊少年マガジン,2000,共同制作,3
CYBORG 009,週刊少年マガジン,2000,共同制作,3
FAIRYメガネ,週刊少年マガジン,2000,共同制作,3
Get Backers 奪還屋 アーリーデイズ,週刊少年マガジン,2000,共同制作,3
Get Sports,週刊少年マガジン,2000,共同制作,3
IWGP IKEBUKURO WEST GATE PARK,週刊少年マガジン,2000,共同制作,3
M.I.Q.,週刊少年マガジン,2000,共同制作,3
カグツチ,週刊少年マガジン,2000,共同制作,3
風の柔士,週刊少年マガジン,2000,共同制作,3
神to戦国生徒会,週刊少年マガジン,2000,共同制作,3
カメレオン,週刊少年マガジン,2000,共同制作,3
仮面ライダーをつくった男たち,週刊少年マガジン,2000,共同制作,3
餓狼伝BOY,週刊少年マガジン,2000,共同制作,3
課長令嬢,週刊少年マガジン,2000,共同制作,3
彼女とキスする50の方法,週刊少年マガジン,2000,共同制作,3
PEAK,週刊少年マガジン,2000,共同制作,3
Teeing off,週刊少年マガジン,2000,共同制作,3
WILD BASEBALLERS,週刊少年マガジン,2000,共同制作,3
アソボット五九,週刊少年マガジン,2000,共同制作,3
アソボット戦記五九,週刊少年マガジン,2000,共同制作,3
いのちの医師,週刊少年マガジン,2000,共同制作,3
浦和レッズ物語,週刊少年マガジン,2000,共同制作,3
エリアの騎士,週刊少年マガジン,2000,共同制作,3
勝負師伝説哲也－雀聖と呼ばれた男－　新宿激闘編,週刊少年マガジン,2000,共同制作,3
究極のガンダムを創れ! ～ガンプラ開発物語～,週刊少年マガジン,2000,共同制作,3
クニミツの政,週刊少年マガジン,2000,共同制作,3
だぶるじぇい,週刊少年マガジン,2000,共同制作,3
ダンチ十番勝負,週刊少年マガジン,2000,共同制作,3
探偵学園Q,週刊少年マガジン,2000,共同制作,3
プルー奪還作戦!!,週刊少年マガジン,2000,共同制作,3
[シバトラ],週刊少年マガジン,2000,共同制作,3
ジパング宝王伝,週刊少年マガジン,2000,共同制作,3
出場!!ハイパーレスキュー隊,週刊少年マガジン,2000,共同制作,3
少年無宿シンクロウ,週刊少年マガジン,2000,共同制作,3
じょっぱれ瞬!,週刊少年マガジン,2000,共同制作,3
鈴木の視点,週刊少年マガジン,2000,共同制作,3
素敵探偵ラビリンス,週刊少年マガジン,2000,共同制作,3
ティジクン!,週刊少年マガジン,2000,共同制作,3
勝負師伝説 哲也 雀聖と呼ばれた男,週刊少年マガジン,2000,共同制作,3
伝説の頭 翔,週刊少年マガジン,2000,共同制作,3
トッキュー!!,週刊少年マガジン,2000,共同制作,3
トッキュー!! ゴッドハンド輝 特別編 共鳴～レゾナンス～輝と兵悟,週刊少年マガジン,2000,共同制作,3
賭博師 梟,週刊少年マガジン,2000,共同制作,3
花形  新約「巨人の星」,週刊少年マガジン,2000,共同制作,3
魔画尽町殺人事件,週刊少年マガジン,2000,共同制作,3
マッシュGO!!,週刊少年マガジン,2000,共同制作,3
もういちど宙へ 人工尾びれをつけたイルカ フジの物語,週刊少年マガジン,2000,共同制作,3
陸上防衛隊まおちゃん,週刊少年マガジン,2000,共同制作,3
090 -えこといっしょ-,週刊少年マガジン,2000,単独制作,3
10 minutes!,週刊少年マガジン,2000,単独制作,3
15の夜 AIDS編,週刊少年マガジン,2000,単独制作,3
15の夜 ～いじめられているきみへ～,週刊少年マガジン,2000,単独制作,3
15の夜 ～cocoon・繭籠,週刊少年マガジン,2000,単独制作,3
15の夜 ～名もなき少年達の叫び～,週刊少年マガジン,2000,単独制作,3
3.3.7ビョーシ!!,週刊少年マガジン,2000,単独制作,3
A-BOUT!,週刊少年マガジン,2000,単独制作,3
A+,週刊少年マガジン,2000,単独制作,3
Baby Steps ベイビーステップ,週刊少年マガジン,2000,単独制作,3
COCONA,週刊少年マガジン,2000,単独制作,3
CODE:BREAKER コード:ブレイカー,週刊少年マガジン,2000,単独制作,3
CROSS OVER,週刊少年マガジン,2000,単独制作,3
DRAGON VOICE,週刊少年マガジン,2000,単独制作,3
FACE JACK,週刊少年マガジン,2000,単独制作,3
FAIRY TAIL,週刊少年マガジン,2000,単独制作,3
FullSPEC,週刊少年マガジン,2000,単独制作,3
GE ～グッドエンディング～,週刊少年マガジン,2000,単独制作,3
GOLDRUSH!,週刊少年マガジン,2000,単独制作,3
HIME COP,週刊少年マガジン,2000,単独制作,3
Hot Shot,週刊少年マガジン,2000,単独制作,3
Howling ハウリング,週刊少年マガジン,2000,単独制作,3
～HWGP～ 東村山ウエスト・ゲート・パーク,週刊少年マガジン,2000,単独制作,3
ICE SCREAM! アイスクリーム,週刊少年マガジン,2000,単独制作,3
IDATEN,週刊少年マガジン,2000,単独制作,3
JUMP MAN,週刊少年マガジン,2000,単独制作,3
JUMP MAN ～ふたりの大障害～,週刊少年マガジン,2000,単独制作,3
KAGETORA,週刊少年マガジン,2000,単独制作,3
KILL WIZARD,週刊少年マガジン,2000,単独制作,3
L.A.で「ウォーリー」観てきました!?,週刊少年マガジン,2000,単独制作,3
LOVE ゲーム,週刊少年マガジン,2000,単独制作,3
Magnum ROSE HIP,週刊少年マガジン,2000,単独制作,3
MINEZAAG,週刊少年マガジン,2000,単独制作,3
MMR  The Apocalypse,週刊少年マガジン,2000,単独制作,3
OPEN SESAME,週刊少年マガジン,2000,単独制作,3
おいでよ!!マガジン学園 ライバル編,週刊少年マガジン,2000,単独制作,3
西本英雄ワールド・プレミアへ行く 俺もセレブ,週刊少年マガジン,2000,単独制作,3
ガールズO+X2,週刊少年マガジン,2000,単独制作,3
街刃 GAIJIN,週刊少年マガジン,2000,単独制作,3
かかせんなよ!,週刊少年マガジン,2000,単独制作,3
キス☆クラ,週刊少年マガジン,2000,単独制作,3
奇蹟の犬,週刊少年マガジン,2000,単独制作,3
奇跡の少年,週刊少年マガジン,2000,単独制作,3
北島康介物語,週刊少年マガジン,2000,単独制作,3
我間乱 ～GAMARAN～,週刊少年マガジン,2000,単独制作,3
カメラマン宮澤正明物語,週刊少年マガジン,2000,単独制作,3
キイチ DA GOAL!!!,週刊少年マガジン,2000,単独制作,3
ガチャガチャ,週刊少年マガジン,2000,単独制作,3
課長バカ一代,週刊少年マガジン,2000,単独制作,3
勝手にもうしませんから。inワシントンD.C.,週刊少年マガジン,2000,単独制作,3
ガテンガイコツくん,週刊少年マガジン,2000,単独制作,3
Over Drive,週刊少年マガジン,2000,単独制作,3
ROAD ～輝ける道～,週刊少年マガジン,2000,単独制作,3
ROAD ～ふたつの太陽～,週刊少年マガジン,2000,単独制作,3
ROSE HIP ZERO,週刊少年マガジン,2000,単独制作,3
SCARECROW スケアクロウ,週刊少年マガジン,2000,単独制作,3
SHINING FORCENE。,週刊少年マガジン,2000,単独制作,3
STAY GOLD,週刊少年マガジン,2000,単独制作,3
Storm,週刊少年マガジン,2000,単独制作,3
SWISH!,週刊少年マガジン,2000,単独制作,3
Tokyo Drive,週刊少年マガジン,2000,単独制作,3
UMA,週刊少年マガジン,2000,単独制作,3
VINLAND SAGA  ヴィンランド・サガ,週刊少年マガジン,2000,単独制作,3
VISIONZ,週刊少年マガジン,2000,単独制作,3
Who's 楓樹,週刊少年マガジン,2000,単独制作,3
Xmas hearts,週刊少年マガジン,2000,単独制作,3
愛と誠と彼氏と彼女,週刊少年マガジン,2000,単独制作,3
アイドルのあかほん,週刊少年マガジン,2000,単独制作,3
アテネで輝け 全日本女子バレー 2004オリンピック最終予選観戦記,週刊少年マガジン,2000,単独制作,3
あにMR,週刊少年マガジン,2000,単独制作,3
あひるの空,週刊少年マガジン,2000,単独制作,3
アフガニスタンで起こったこと ～不屈の医師 中村哲物語～,週刊少年マガジン,2000,単独制作,3
ある意味コワイ百物語,週刊少年マガジン,2000,単独制作,3
イースタン イースタン,週刊少年マガジン,2000,単独制作,3
エア・ギア,週刊少年マガジン,2000,単独制作,3
エース! ～箱根駅伝・タスキにかけた師弟の情熱～,週刊少年マガジン,2000,単独制作,3
エデンの檻,週刊少年マガジン,2000,単独制作,3
尾崎豊物語,週刊少年マガジン,2000,単独制作,3
おじゃまんが島田くん,週刊少年マガジン,2000,単独制作,3
お憑かれさん,週刊少年マガジン,2000,単独制作,3
小野伸二物語,週刊少年マガジン,2000,単独制作,3
おれはキャプテン,週刊少年マガジン,2000,単独制作,3
君のいる町,週刊少年マガジン,2000,単独制作,3
恐怖の転校生,週刊少年マガジン,2000,単独制作,3
今日より、あした!,週刊少年マガジン,2000,単独制作,3
銀の鼓動,週刊少年マガジン,2000,単独制作,3
クマの死神さん,週刊少年マガジン,2000,単独制作,3
クラック!!,週刊少年マガジン,2000,単独制作,3
黒い教室,週刊少年マガジン,2000,単独制作,3
クロスROAD!,週刊少年マガジン,2000,単独制作,3
喰わせモン!,週刊少年マガジン,2000,単独制作,3
劇団鯨ごろし,週刊少年マガジン,2000,単独制作,3
ケンコー全裸系水泳部 ウミショー,週刊少年マガジン,2000,単独制作,3
恋忍,週刊少年マガジン,2000,単独制作,3
高速扉道路,週刊少年マガジン,2000,単独制作,3
コータローまかりとおる!L,週刊少年マガジン,2000,単独制作,3
ごくありふれた男子中学生の日常,週刊少年マガジン,2000,単独制作,3
ゴジラを創った男達 本多猪四郎物語,週刊少年マガジン,2000,単独制作,3
料理人 李さん,週刊少年マガジン,2000,単独制作,3
ゴッドハンド輝,週刊少年マガジン,2000,単独制作,3
この街から,週刊少年マガジン,2000,単独制作,3
コマコマ,週刊少年マガジン,2000,単独制作,3
ゴマひげパンダ薬局の営業,週刊少年マガジン,2000,単独制作,3
コワイオンナ,週刊少年マガジン,2000,単独制作,3
混合戦隊ミクスチャー,週刊少年マガジン,2000,単独制作,3
最終ラインのサムライ 闘莉王!!,週刊少年マガジン,2000,単独制作,3
栽人　ＪＵＤＧＥＭＥＮＴ　ＫＩＬＬＥＲ,週刊少年マガジン,2000,単独制作,3
魁!!クロマティ高校,週刊少年マガジン,2000,単独制作,3
サッカーけるける団,週刊少年マガジン,2000,単独制作,3
さよなら絶望先生,週刊少年マガジン,2000,単独制作,3
さらばアニキ,週刊少年マガジン,2000,単独制作,3
第九征空騎兵師團,週刊少年マガジン,2000,単独制作,3
代打屋フレドー,週刊少年マガジン,2000,単独制作,3
代表人 平成義民伝説,週刊少年マガジン,2000,単独制作,3
たんぽ,週刊少年マガジン,2000,単独制作,3
チェンジング・ナウ,週刊少年マガジン,2000,単独制作,3
ちきゅう観測隊!,週刊少年マガジン,2000,単独制作,3
チャンバラ 一撃小僧隼十,週刊少年マガジン,2000,単独制作,3
忠犬8,週刊少年マガジン,2000,単独制作,3
チョイとだけ劇場,週刊少年マガジン,2000,単独制作,3
チョイとだけ『BONES』,週刊少年マガジン,2000,単独制作,3
無頼伝 涯,週刊少年マガジン,2000,単独制作,3
プリウス ～21世紀への翼～,週刊少年マガジン,2000,単独制作,3
本日開業!私立粧創学園耽美部,週刊少年マガジン,2000,単独制作,3
洪明甫物語,週刊少年マガジン,2000,単独制作,3
真ぁ、島せんから。,週刊少年マガジン,2000,単独制作,3
格闘料理人ムサシ,週刊少年マガジン,2000,単独制作,3
ダイヤのA,週刊少年マガジン,2000,単独制作,3
伊達グルーヴ,週刊少年マガジン,2000,単独制作,3
高原直泰物語,週刊少年マガジン,2000,単独制作,3
フルたま,週刊少年マガジン,2000,単独制作,3
ペロペロペット,週刊少年マガジン,2000,単独制作,3
暴走系吹奏楽列伝 ブラボー!,週刊少年マガジン,2000,単独制作,3
ぼくらの戦国白球伝,週刊少年マガジン,2000,単独制作,3
ポリ公マン,週刊少年マガジン,2000,単独制作,3
ポリ公マン,週刊少年マガジン,2000,単独制作,3
弑逆契約者 ファウスツ,週刊少年マガジン,2000,単独制作,3
ジゴロ次五郎,週刊少年マガジン,2000,単独制作,3
史上最強の補欠 伝説の三軍,週刊少年マガジン,2000,単独制作,3
死線,週刊少年マガジン,2000,単独制作,3
シチサンメガネ,週刊少年マガジン,2000,単独制作,3
死神ファニーボーン,週刊少年マガジン,2000,単独制作,3
ジャッジの鬼,週刊少年マガジン,2000,単独制作,3
シャボテン,週刊少年マガジン,2000,単独制作,3
週刊少女マスク,週刊少年マガジン,2000,単独制作,3
蹴犬伝説ゴーゴーゴロー!,週刊少年マガジン,2000,単独制作,3
シュート! 新たなる伝説,週刊少年マガジン,2000,単独制作,3
主将!!地院家若美,週刊少年マガジン,2000,単独制作,3
ジュラシック・ジュリー,週刊少年マガジン,2000,単独制作,3
純愛コクル24,週刊少年マガジン,2000,単独制作,3
純情カレンな俺達だ!,週刊少年マガジン,2000,単独制作,3
女子大生家庭教師 濱中アイ,週刊少年マガジン,2000,単独制作,3
しろがねの鴉,週刊少年マガジン,2000,単独制作,3
シンクロ少女岬,週刊少年マガジン,2000,単独制作,3
新コータローまかりとおる!,週刊少年マガジン,2000,単独制作,3
スーパープロデューサーつんく♂物語,週刊少年マガジン,2000,単独制作,3
スクールランブル,週刊少年マガジン,2000,単独制作,3
すこーしらんぶる,週刊少年マガジン,2000,単独制作,3
涼風,週刊少年マガジン,2000,単独制作,3
涼風もん,週刊少年マガジン,2000,単独制作,3
突撃め!第二少年工科学校,週刊少年マガジン,2000,単独制作,3
スタンドバイミー,週刊少年マガジン,2000,単独制作,3
スポーツヒーロー列伝,週刊少年マガジン,2000,単独制作,3
スマッシュ!,週刊少年マガジン,2000,単独制作,3
スミレ❤16歳!!,週刊少年マガジン,2000,単独制作,3
スミレ❤17歳!!,週刊少年マガジン,2000,単独制作,3
青春少年マガジン 1978～1983,週刊少年マガジン,2000,単独制作,3
生徒会役員共,週刊少年マガジン,2000,単独制作,3
台風17号,週刊少年マガジン,2000,単独制作,3
ゼロセン,週刊少年マガジン,2000,単独制作,3
聖☆ピスタチオ学園,週刊少年マガジン,2000,単独制作,3
空の昴,週刊少年マガジン,2000,単独制作,3
ツバサ ～RESERVoir CHRoNiCLE～,週刊少年マガジン,2000,単独制作,3
天下一フルスロットル,週刊少年マガジン,2000,単独制作,3
鉄屑のニコル  Santa Claus of Junk,週刊少年マガジン,2000,単独制作,3
鉄腕ブレイク,週刊少年マガジン,2000,単独制作,3
天才料理少年 味の助,週刊少年マガジン,2000,単独制作,3
天然やられキャラ少女 招鳥❤ -ヲキトリ-,週刊少年マガジン,2000,単独制作,3
東京大空襲 リンゴの唄,週刊少年マガジン,2000,単独制作,3
どうぶつの国,週刊少年マガジン,2000,単独制作,3
所十三のティペットスタジオ訪問記,週刊少年マガジン,2000,単独制作,3
突撃!!となりの宇宙人,週刊少年マガジン,2000,単独制作,3
トト!,週刊少年マガジン,2000,単独制作,3
賭博覇王伝 零,週刊少年マガジン,2000,単独制作,3
なつこの投稿日記 雲の上のドラゴン,週刊少年マガジン,2000,単独制作,3
